t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render
37320.9,55.1886,7091.5,4100.92,7090.32,4101.91,2285.61,0,0.87185,18.1197,2.07,2.02771
37336.5,63.8745,7100.7,4093.22,7093.92,4098.89,2281.98,1,0.263243,15.6557,2.4,2.15687
37357.8,47.1171,7100.7,4093.22,7098.8,4094.81,2274.6,0,0.793835,21.2237,2.4,2.33196
37369.3,86.2627,7109.01,4084.56,7101.4,4092.5,2272.42,1,0.0836475,11.5925,2.73,2.4276
37386.1,59.8129,7109.01,4084.56,7104.87,4088.88,2266.66,0,0.501617,16.7188,2.73,2.56553
37403.1,58.7648,7109.01,4084.56,7108.4,4085.2,2260.83,0,0.927042,17.017,2.73,2.70592
37420.4,57.7317,7116.73,4075.38,7111.79,4081.26,2256.74,1,0.36008,17.3215,3.06,2.84882
37436.2,63.2579,7116.73,4075.38,7114.84,4077.63,2251.37,0,0.755288,15.8083,3.06,2.97924
37453.1,59.3817,7124.09,4065.9,7118.03,4073.71,2247.48,1,0.176292,16.8402,3.39,3.11817
37469.3,61.4066,7124.09,4065.9,7121.02,4069.85,2242,0,0.583415,16.2849,3.39,3.25252
37486.1,59.8297,7131.19,4056.23,7124.1,4065.89,2238.2,1,0.0012675,16.7141,3.72,3.39042
37502.9,59.2821,7131.19,4056.23,7127.09,4061.81,2232.58,0,0.42298,16.8685,3.72,3.52958
37519.2,61.3798,7131.19,4056.23,7129.99,4057.87,2227.17,0,0.83028,16.292,3.72,3.66399
37536.2,58.7672,7138.12,4046.43,7132.96,4053.72,2223.34,1,0.255688,17.0163,4.05,3.80437
37552.6,61.015,7138.12,4046.43,7135.8,4049.71,2217.95,0,0.665422,16.3894,4.05,3.93959
37569.6,58.988,7144.9,4036.53,7138.73,4045.55,2214.17,1,0.0892375,16.9526,4.38,4.07945
37586.4,59.2874,7144.9,4036.53,7141.59,4041.37,2208.68,0,0.510912,16.867,4.38,4.2186
37603.9,57.2109,7144.9,4036.53,7144.55,4037.04,2203.02,0,0.947892,17.4792,4.38,4.3628
37619.8,63.1229,7148.23,4025,7146.05,4032.56,2199.66,1,0.343945,15.8421,4.71,4.4935
37637.4,56.5934,7148.23,4025,7147.52,4027.47,2193.99,0,0.785693,17.6699,4.71,4.63928
37652.9,64.5378,7148.51,4013,7148.28,4022.92,2190.78,1,0.173063,15.4948,5.04,4.76711
37670.7,56.2534,7148.51,4013,7148.4,4017.59,2185.13,0,0.61748,17.7767,5.04,4.91377
37686,65.2137,7147.72,4001.03,7148.51,4012.99,2182.01,1,0.000835,15.3342,5.37,5.04027
37702.8,59.6783,7147.72,4001.03,7148.18,4007.98,2176.72,0,0.419748,16.7565,5.37,5.17851
37719.8,58.7927,7147.72,4001.03,7147.85,4002.88,2171.38,0,0.84497,17.0089,5.37,5.31884
37737.2,57.4779,7146.15,3989.13,7147.28,3997.7,2167.67,1,0.27992,17.398,5.7,5.46237
37753.3,62.2258,7146.15,3989.13,7146.65,3992.92,2162.67,0,0.681683,16.0705,5.7,5.59495
37769.4,61.8785,7143.79,3977.37,7145.95,3988.12,2159.38,1,0.0857,16.1607,0.0299969,0.0299969
37785.9,60.5448,7143.79,3977.37,7144.97,3983.27,2154.28,0,0.498618,16.5167,0.0299969,0.0299969
37806,49.7423,7143.94,3965.37,7143.79,3977.35,2149.82,1,0.0012075,20.1036,0.359997,0.0303953
37819.4,75.1196,7143.94,3965.37,7143.84,3973.36,2145.75,0,0.33401,13.3121,0.359997,0.14022
37837.3,55.7833,7143.94,3965.37,7143.91,3967.98,2140.3,0,0.782173,17.9265,0.359997,0.288114
37857.1,50.5367,7146.26,3953.59,7144.59,3962.11,2136,1,0.276863,19.7876,0.689997,0.451362
37869.9,78.0933,7146.26,3953.59,7145.33,3958.34,2132.14,0,0.596992,12.8052,0.689997,0.557004
37890.3,48.917,7151.17,3942.64,7146.79,3952.41,2127.69,1,0.108062,20.4428,1.02,0.725658
37906.5,61.9636,7151.17,3942.64,7148.77,3947.99,2122.87,0,0.511525,16.1385,1.02,0.8588
37919.3,77.7405,7151.17,3942.64,7150.35,3944.47,2119.04,0,0.833107,12.8633,1.02,0.964922
37938.9,50.9726,7157.86,3932.68,7153.34,3939.42,2114.9,1,0.323568,19.6184,1.35,1.12677
37952.7,72.5011,7157.86,3932.68,7155.64,3935.98,2110.83,0,0.66839,13.7929,1.35,1.24057
37969.4,60.1525,7166.09,3923.95,7158.55,3931.95,2107.62,1,0.084,16.6244,1.68,1.37772
37990.4,47.5371,7166.09,3923.95,7162.88,3927.36,2101.46,0,0.609905,21.0362,1.68,1.55127
38003,79.6331,7166.09,3923.95,7165.47,3924.62,2097.8,0,0.923845,12.5576,1.68,1.65487
38019.4,60.828,7174.19,3915.1,7168.81,3920.99,2094.69,1,0.33484,16.4398,2.01,1.79049
38036.3,59.1174,7174.19,3915.1,7172.23,3917.24,2089.8,0,0.757728,16.9155,2.01,1.93005
38053,59.9061,7182.22,3906.18,7175.6,3913.54,2086.65,1,0.175048,16.6928,2.34,2.06776
38069.5,60.6119,7182.22,3906.18,7178.91,3909.86,2081.93,0,0.587507,16.4984,2.34,2.20387
38086.4,59.3261,7190.2,3897.22,7182.29,3906.1,2078.76,1,0.0089075,16.856,2.67,2.34294
38103.2,59.2701,7190.2,3897.22,7185.66,3902.32,2073.97,0,0.430705,16.8719,2.67,2.48213
38119.7,60.6222,7190.2,3897.22,7188.95,3898.62,2069.3,0,0.843095,16.4956,2.67,2.61822
38138.4,53.4471,7198.16,3888.24,7192.68,3894.42,2065.67,1,0.310847,18.7101,3,2.77258
38154.1,63.8761,7198.16,3888.24,7195.79,3890.91,2061.27,0,0.70223,15.6553,3,2.90173
38169.7,64.1104,7206.11,3879.24,7198.89,3887.41,2058.54,1,0.0921825,15.5981,3.33,3.03042
38190.9,47.2364,7206.11,3879.24,7203.1,3882.65,2052.66,0,0.621435,21.1701,3.33,3.20507
38203,82.1227,7206.11,3879.24,7205.52,3879.91,2049.29,0,0.925857,12.1769,3.33,3.30553
38219.7,60.019,7212.49,3869.08,7208.29,3875.76,2046.31,1,0.342393,16.6614,3.66,3.44299
38236.4,59.7772,7212.49,3869.08,7210.96,3871.51,2041.71,0,0.760612,16.7288,3.66,3.581
38253.8,57.5808,7217.95,3858.4,7213.55,3867,2038.57,1,0.194785,17.3669,3.99,3.72428
38271,58.0447,7217.95,3858.4,7215.9,3862.4,2033.88,0,0.625488,17.2281,3.99,3.86641
38289.6,53.8779,7222.9,3847.46,7218.39,3857.42,2030.44,1,0.0895,18.5605,4.32,4.01953
38306.9,57.5805,7222.9,3847.46,7220.54,3852.67,2025.75,0,0.523675,17.367,4.32,4.16281
38321.2,70.0349,7222.9,3847.46,7222.31,3848.77,2021.91,0,0.88064,14.2786,4.32,4.28061
38338.7,57.3457,7227.55,3836.4,7224.37,3843.96,2018.83,1,0.316593,17.4381,4.65,4.42447
38357.5,53.0724,7227.55,3836.4,7226.56,3838.75,2013.81,0,0.787647,18.8422,4.65,4.57992
38372.3,67.5543,7232.05,3825.28,7228.26,3834.65,2011.46,1,0.15772,14.8029,4.98,4.70204
38390.2,55.8569,7232.05,3825.28,7230.27,3829.67,2006.72,0,0.605292,17.9029,4.98,4.84974
38406.9,59.8591,7236.45,3814.11,7232.15,3825.02,2003.9,1,0.02294,16.7059,5.31,4.98757
38421.7,67.6466,7236.45,3814.11,7233.78,3820.89,2000.02,0,0.392507,14.7827,5.31,5.10952
38438.4,59.9366,7236.45,3814.11,7235.61,3816.24,1995.65,0,0.809615,16.6843,5.31,5.24717
38455.1,59.7957,7240.81,3802.93,7237.44,3811.57,1992.87,1,0.227705,16.7236,5.64,5.38514
38471,63.0259,7240.81,3802.93,7239.17,3807.13,1988.75,0,0.624367,15.8665,5.64,5.51604
38488.6,56.8198,7245.13,3791.74,7241.08,3802.21,1985.76,1,0.064355,17.5995,5.97,5.66123
38504.3,63.5586,7245.13,3791.74,7242.78,3797.81,1981.71,0,0.457693,15.7335,5.97,5.79103
38520.7,61.1423,7245.13,3791.74,7244.55,3793.23,1977.52,0,0.866575,16.3553,5.97,5.92597
38539.8,52.3234,7249.43,3780.54,7246.61,3787.88,1974.19,1,0.344373,19.1119,0.299996,0.299996
38554.5,67.798,7249.43,3780.54,7248.2,3783.75,1970.45,0,0.713115,14.7497,0.299996,0.299996
38570.1,64.161,7253.73,3769.33,7249.88,3779.38,1968.04,1,0.10276,15.5858,0.629996,0.333907
38591.5,46.7163,7253.73,3769.33,7252.17,3773.39,1962.64,0,0.637905,21.4058,0.629996,0.510505
38603.7,81.7608,7253.73,3769.33,7253.49,3769.96,1959.57,0,0.943675,12.2308,0.629996,0.611409
38621.1,57.6532,7259.3,3758.7,7255.83,3765.32,1956.76,1,0.377302,17.3451,0.959996,0.754506
38636.8,63.8358,7259.3,3758.7,7258.01,3761.16,1952.86,0,0.768933,15.6652,0.959996,0.883744
38653.9,58.4262,7265.53,3748.45,7260.53,3756.68,1950.13,1,0.196822,17.1156,1.29,1.02495
38670.1,61.4806,7265.53,3748.45,7263.06,3752.51,1946.11,0,0.603455,16.2653,1.29,1.15914
38686.7,60.4814,7272.11,3738.41,7265.64,3748.28,1943.56,1,0.016805,16.534,1.62,1.29554
38703.5,59.3895,7272.11,3738.41,7268.41,3744.05,1939.42,0,0.437755,16.838,1.62,1.43446
38720.2,59.8741,7272.11,3738.41,7271.16,3739.86,1935.34,0,0.855298,16.7017,1.62,1.57224
38737.2,59.0218,7278.88,3728.5,7274,3735.65,1932.72,1,0.27887,16.9429,1.95,1.71202
38756,53.1751,7278.88,3728.5,7277.18,3730.99,1928.16,0,0.749015,18.8058,1.95,1.86717
38770.5,69.015,7285.74,3718.66,7279.64,3727.4,1926.16,1,0.111255,14.4896,2.28,1.98671
38789,54.0523,7285.74,3718.66,7282.82,3722.85,1921.71,0,0.57377,18.5006,2.28,2.13934
38804.7,63.5514,7285.74,3718.66,7285.52,3718.98,1917.94,0,0.967152,15.7353,2.28,2.26916
38822.7,55.5121,7292.66,3708.85,7288.63,3714.56,1915.13,1,0.417505,18.0141,2.61,2.41777
38838.3,64.1272,7292.66,3708.85,7291.33,3710.74,1911.42,0,0.807355,15.594,2.61,2.54642
38854.7,60.9611,7299.62,3699.07,7294.18,3706.73,1909.02,1,0.217452,16.4039,2.94,2.68176
38870.4,63.5538,7299.62,3699.07,7296.91,3702.88,1905.3,0,0.61082,15.7347,2.94,2.81157
38890,51.2395,7306.59,3689.31,7300.3,3698.11,1902.2,1,0.098725,19.5162,3.27,2.97258
38905.6,63.7129,7306.59,3689.31,7303.04,3694.28,1898.52,0,0.49111,15.6954,3.27,3.10206
38920.8,66.1175,7306.59,3689.31,7305.68,3690.58,1894.99,0,0.869225,15.1246,3.27,3.22684
38937.8,58.8706,7313.57,3679.55,7308.64,3686.44,1892.51,1,0.293885,16.9864,3.6,3.36698
38956.9,52.2818,7313.57,3679.55,7311.98,3681.77,1888.08,0,0.772062,19.1271,3.6,3.52478
38971.9,66.387,7320.56,3669.79,7314.61,3678.1,1886.07,1,0.148642,15.0632,3.93,3.64905
38992.3,49.2015,7320.56,3669.79,7318.16,3673.14,1881.4,0,0.656757,20.3246,3.93,3.81673
39004.3,83.391,7320.56,3669.79,7320.25,3670.22,1878.65,0,0.95655,11.9917,3.93,3.91566
39020.7,60.7249,7326.06,3659.13,7322.58,3665.87,1876.35,1,0.368243,16.4677,4.26,4.05152
39037.9,58.2897,7326.06,3659.13,7324.95,3661.29,1872.45,0,0.797135,17.1557,4.26,4.19305
39054.2,61.1943,7330.71,3648.07,7327.02,3656.85,1870.2,1,0.20567,16.3414,4.59,4.32787
39070.8,60.4873,7330.71,3648.07,7328.94,3652.28,1866.47,0,0.61898,16.5324,4.59,4.46426
39086.8,62.5133,7334.87,3636.81,7330.79,3647.85,1864.31,1,0.018895,15.9966,4.92,4.59623
39104,58.1122,7334.87,3636.81,7332.58,3643.01,1860.46,0,0.449098,17.2081,4.92,4.7382
39120.6,60.2588,7334.87,3636.81,7334.3,3638.34,1856.75,0,0.863975,16.5951,4.92,4.87511
39137.1,60.5459,7338.76,3625.46,7335.95,3633.67,1854.51,1,0.276885,16.5164,5.25,5.01137
39153.8,59.8641,7338.76,3625.46,7337.57,3628.93,1850.81,0,0.694498,16.7045,5.25,5.14918
39170.6,59.3271,7342.49,3614.05,7339.19,3624.14,1848.52,1,0.11589,16.8557,5.58,5.28824
39189.1,54.2023,7342.49,3614.05,7340.91,3618.88,1844.46,0,0.577125,18.4494,5.58,5.44045
39204.1,66.6258,7342.49,3614.05,7342.32,3614.6,1841.17,0,0.952355,15.0092,5.58,5.56427
39221.8,56.4009,7346.14,3602.62,7343.94,3609.53,1838.72,1,0.39561,17.7302,5.91,5.71055
39239.7,55.8681,7346.14,3602.62,7345.57,3604.42,1834.83,0,0.843093,17.8993,5.91,5.85822
39254.8,66.1271,7349.74,3591.17,7346.94,3600.09,1832.97,1,0.221152,15.1224,0.239995,0.239995
39271.3,60.9099,7349.74,3591.17,7348.41,3595.39,1829.42,0,0.631595,16.4177,0.239995,0.239995
39292.6,46.8388,7353.3,3579.72,7350.33,3589.28,1826.24,1,0.16534,21.3498,0.569996,0.294558
39309.6,59.0051,7353.3,3579.72,7351.84,3584.42,1822.61,0,0.589032,16.9477,0.569996,0.434376
39321,87.5166,7353.3,3579.72,7352.86,3581.15,1820.17,0,0.874692,11.4264,0.569996,0.528644
39337.6,60.167,7356.85,3568.25,7354.33,3576.39,1818.03,1,0.290202,16.6204,0.899996,0.665762
39355.6,55.6846,7356.85,3568.25,7355.92,3571.24,1814.22,0,0.73916,17.9583,0.899996,0.813918
39370.9,65.1059,7360.38,3556.78,7357.28,3566.84,1812.37,1,0.12315,15.3596,1.23,0.940635
39392.6,46.1936,7360.38,3556.78,7359.2,3560.63,1807.81,0,0.66435,21.648,1.23,1.11923
39404,87.2273,7360.38,3556.78,7360.21,3557.35,1805.41,0,0.950957,11.4643,1.23,1.21381
39420.9,59.4068,7365.65,3546,7362.34,3552.78,1803.28,1,0.371785,16.8331,1.56,1.35268
39437.5,60.2882,7365.65,3546,7364.53,3548.31,1799.82,0,0.78646,16.587,1.56,1.48953
39454.2,59.7129,7371.81,3535.71,7366.92,3543.89,1797.73,1,0.20513,16.7468,1.89,1.62769
39471.2,58.7072,7371.81,3535.71,7369.54,3539.51,1794.2,0,0.630973,17.0337,1.89,1.76822
39487.7,60.6693,7378.45,3525.7,7372.1,3535.27,1792.18,1,0.0430425,16.4828,2.22,1.9042
39504.4,59.9075,7378.45,3525.7,7374.87,3531.1,1788.75,0,0.460353,16.6924,2.22,2.04191
39521.5,58.5607,7378.45,3525.7,7377.7,3526.83,1785.25,0,0.88726,17.0763,2.22,2.18279
39540.3,53.096,7385.33,3515.87,7380.91,3522.18,1782.78,1,0.358105,18.8338,2.55,2.33817
39555.1,67.8348,7385.33,3515.87,7383.45,3518.56,1779.78,0,0.726647,14.7417,2.55,2.45979
39571.3,61.6515,7392.35,3506.14,7386.26,3514.59,1777.86,1,0.132152,16.2202,2.88,2.59361
39589.5,54.9336,7392.35,3506.14,7389.45,3510.16,1774.18,0,0.587247,18.2038,2.88,2.74379
39605.4,62.738,7392.35,3506.14,7392.25,3506.28,1770.98,0,0.98573,15.9393,2.88,2.87529
39622.2,59.6897,7399.45,3496.47,7395.22,3502.23,1768.98,1,0.404563,16.7533,3.21,3.0135
39638.4,61.5809,7399.45,3496.47,7398.1,3498.3,1765.73,0,0.810533,16.2388,3.21,3.14747
39654.8,61.0989,7406.59,3486.83,7401.02,3494.35,1763.82,1,0.219705,16.3669,3.54,3.2825
39671.5,59.7018,7406.59,3486.83,7404.01,3490.31,1760.5,0,0.638452,16.7499,3.54,3.42068
39689,57.4125,7413.76,3477.2,7407.12,3486.11,1758.4,1,0.0738975,17.4178,3.87,3.56438
39705,62.1805,7413.76,3477.2,7410.01,3482.25,1755.23,0,0.475953,16.0822,3.87,3.69706
39721.5,60.6208,7413.76,3477.2,7412.96,3478.28,1751.99,0,0.888353,16.496,3.87,3.83315
39738.2,59.9574,7420.95,3467.59,7415.96,3474.27,1750.07,1,0.305315,16.6785,4.2,3.97075
39755.1,59.152,7420.95,3467.59,7419,3470.21,1746.77,0,0.727955,16.9056,4.2,4.11022
39771.9,59.604,7428.15,3457.99,7422.01,3466.18,1744.84,1,0.14739,16.7774,4.53,4.24863
39793.2,46.8795,7428.15,3457.99,7425.85,3461.06,1740.71,0,0.680673,21.3313,4.53,4.42462
39805.2,83.5778,7428.15,3457.99,7428,3458.18,1738.4,0,0.979795,11.9649,4.53,4.52333
39825.5,49.3362,7433.63,3447.32,7430.81,3452.8,1735.83,1,0.486522,20.2691,4.86,4.69055
39839.2,72.7447,7433.63,3447.32,7432.7,3449.13,1733.19,0,0.83019,13.7467,4.86,4.80396
39855.1,63.0259,7438.1,3436.18,7434.65,3444.79,1731.48,1,0.226853,15.8665,5.19,4.93486
39871.7,60.1982,7438.1,3436.18,7436.5,3440.17,1728.31,0,0.642147,16.6118,5.19,5.0719
39887.5,63.1556,7442,3424.83,7438.25,3435.75,1726.62,1,0.037995,15.8339,5.52,5.20253
39904.2,59.8258,7442,3424.83,7439.88,3431.01,1723.46,0,0.455875,16.7152,5.52,5.34043
39921,59.7339,7442,3424.83,7441.51,3426.26,1720.3,0,0.874398,16.7409,5.52,5.47855
39938,58.6359,7445.57,3413.37,7443.07,3421.39,1718.4,1,0.300757,17.0544,5.85,5.61925
39954.5,60.7785,7445.57,3413.37,7444.54,3416.67,1715.32,0,0.712088,16.4532,5.85,5.75498
39970.9,60.8906,7448.94,3401.86,7445.98,3411.96,1713.56,1,0.12266,16.4229,0.179995,0.179995
39989,55.2471,7448.94,3401.86,7447.51,3406.75,1710.19,0,0.575172,18.1005,0.179995,0.179995
40004.2,65.6224,7448.94,3401.86,7448.8,3402.36,1707.36,0,0.95614,15.2387,0.179995,0.179995
40021,59.5887,7452.21,3390.31,7450.17,3397.52,1705.56,1,0.375683,16.7817,0.509995,0.30397
40037.5,60.7249,7452.21,3390.31,7451.52,3392.77,1702.52,0,0.787375,16.4677,0.509995,0.439829
40054.6,58.5329,7455.41,3378.75,7452.9,3387.83,1700.68,1,0.214485,17.0844,0.839995,0.580775
40070.9,61.3256,7455.41,3378.75,7454.2,3383.12,1697.69,0,0.622145,16.3064,0.839995,0.715303
40087.7,59.5284,7458.57,3367.17,7455.54,3378.26,1695.91,1,0.0421125,16.7987,1.17,0.853892
40104.5,59.5511,7458.57,3367.17,7456.87,3373.4,1692.86,0,0.46192,16.7923,1.17,0.992429
40121.1,60.3344,7458.57,3367.17,7458.18,3368.6,1689.85,0,0.876278,16.5743,1.17,1.12917
40137.9,59.4923,7461.7,3355.58,7459.49,3363.73,1688.09,1,0.2965,16.8089,1.5,1.26784
40154.4,60.3198,7461.7,3355.58,7460.79,3358.93,1685.11,0,0.710958,16.5783,1.5,1.40461
40172.8,54.4274,7464.8,3343.99,7462.23,3353.61,1683.09,1,0.170285,18.3731,1.83,1.55619
40193.7,47.9685,7464.8,3343.99,7463.85,3347.57,1679.36,0,0.69146,20.847,1.83,1.72818
40205.1,87.6317,7464.8,3343.99,7464.73,3344.26,1677.32,0,0.976745,11.4114,1.83,1.82232
40221.3,61.4375,7470.54,3333.45,7467,3339.95,1675.7,1,0.383662,16.2767,2.16,1.9566
40238.3,59.1335,7470.54,3333.45,7469.43,3335.49,1672.7,0,0.806435,16.9109,2.16,2.09612
40254.6,61.0691,7477.57,3323.73,7472.06,3331.35,1671.07,1,0.215807,16.3749,2.49,2.23121
40271.3,60.0172,7477.57,3323.73,7474.98,3327.3,1668.14,0,0.632355,16.6619,2.49,2.36867
40288.1,59.4453,7485.26,3314.52,7477.98,3323.24,1666.45,1,0.05291,16.8222,2.82,2.50746
40307.4,51.7794,7485.26,3314.52,7481.69,3318.79,1663.07,0,0.535728,19.3127,2.82,2.66679
40322.1,68.0379,7485.26,3314.52,7484.52,3315.41,1660.5,0,0.90317,14.6977,2.82,2.78804
40338,63.0009,7493.3,3305.61,7487.67,3311.85,1659,1,0.29999,15.8728,3.15,2.91899
40355.3,57.8329,7493.3,3305.61,7491.15,3308,1656,0,0.73227,17.2912,3.15,3.06164
40371.4,62.1713,7501.53,3296.88,7494.41,3304.44,1654.47,1,0.134385,16.0846,3.48,3.19434
40393.9,44.4887,7501.53,3296.88,7499.03,3299.53,1650.6,0,0.696325,22.4776,3.48,3.37978
40405.3,87.1946,7501.53,3296.88,7501.39,3297.02,1648.63,0,0.98304,11.4686,3.48,3.4744
40423,56.6319,7510.15,3288.53,7505.19,3293.33,1646.86,1,0.424488,17.6579,3.80999,3.62008
40439.9,59.095,7510.15,3288.53,7508.84,3289.8,1643.97,0,0.847535,16.9219,3.80999,3.75968
40457.2,57.8115,7518.98,3280.4,7512.62,3286.25,1642.27,1,0.279975,17.2976,4.14,3.90239
40474,59.6008,7518.98,3280.4,7516.33,3282.84,1639.42,0,0.699432,16.7783,4.14,4.04081
40490.9,59.2438,7527.9,3272.38,7520.06,3279.42,1637.81,1,0.121418,16.8794,4.47,4.18006
40506.1,65.6146,7527.9,3272.38,7523.46,3276.37,1635.24,0,0.50243,15.2405,4.47,4.3058
40522.5,60.9957,7527.9,3272.38,7527.12,3273.08,1632.49,0,0.912295,16.3946,4.47,4.44105
40538.4,62.8054,7536.89,3264.42,7530.69,3269.91,1631.05,1,0.31035,15.9222,4.79999,4.57241
40554.9,60.5276,7536.89,3264.42,7534.4,3266.62,1628.29,0,0.723385,16.5214,4.79999,4.70871
40571.7,59.7629,7545.9,3256.5,7538.16,3263.3,1626.73,1,0.141705,16.7328,5.12999,4.84676
40590.5,53.0358,7545.9,3256.5,7542.41,3259.56,1623.61,0,0.613085,18.8552,5.12999,5.00231
40605.1,68.8449,7545.9,3256.5,7545.68,3256.69,1621.2,0,0.97622,14.5254,5.12999,5.12215
40623.2,54.9982,7554.92,3248.59,7549.79,3253.09,1619.43,1,0.43078,18.1824,5.45999,5.27215
40639.1,62.8504,7554.92,3248.59,7553.38,3249.95,1616.81,0,0.82855,15.9108,5.45999,5.40342
40656,59.4764,7563.96,3240.69,7557.17,3246.62,1615.27,1,0.248885,16.8134,5.78999,5.54213
40675.6,51.0277,7563.96,3240.69,7561.6,3242.76,1612.07,0,0.738815,19.5972,5.78999,5.7038
40688.6,76.5509,7573,3232.8,7564.55,3240.18,1611.15,1,0.065395,13.0632,0.119995,0.119995
40705.6,58.9737,7573,3232.8,7568.38,3236.83,1608.4,0,0.489312,16.9567,0.119995,0.119995
40724,54.1891,7573,3232.8,7572.55,3233.19,1605.41,0,0.95066,18.4539,0.119995,0.119995
40738.8,67.8132,7582.04,3224.91,7575.89,3230.28,1604.24,1,0.31932,14.7464,0.449995,0.22537
40755.3,60.6789,7582.04,3224.91,7579.61,3227.03,1601.59,0,0.731325,16.4802,0.449995,0.361332
40772.1,59.5128,7591.09,3217.02,7583.41,3223.72,1600.09,1,0.151403,16.8031,0.779995,0.499957
40789.8,56.4898,7591.09,3217.02,7587.41,3220.23,1597.26,0,0.59396,17.7023,0.779995,0.646001
40805.5,63.3621,7591.09,3217.02,7590.98,3217.12,1594.74,0,0.988518,15.7823,0.779995,0.776205
40822.8,57.8423,7600.13,3209.14,7594.89,3213.71,1593.19,1,0.420727,17.2884,1.10999,0.918835
40839.2,61.0322,7600.13,3209.14,7598.6,3210.48,1590.6,0,0.830347,16.3848,1.10999,1.05401
40860,48.1012,7609.18,3201.25,7603.3,3206.38,1588.5,1,0.350085,20.7895,1.43999,1.22552
40873.1,76.5691,7609.18,3201.25,7606.25,3203.8,1586.45,0,0.676588,13.0601,1.43999,1.33327
40889.1,62.4422,7618.22,3193.37,7609.87,3200.65,1585.12,1,0.0769575,16.0148,1.76999,1.46539
40906.4,57.7487,7618.22,3193.37,7613.79,3197.23,1582.41,0,0.509867,17.3164,1.76999,1.60825
40924.6,54.8649,7618.22,3193.37,7617.91,3193.64,1579.56,0,0.965532,18.2266,1.76999,1.75862
40938.9,70.2617,7627.27,3185.48,7621.13,3190.83,1578.53,1,0.321345,14.2325,2.09999,1.87604
40957.8,52.6776,7627.27,3185.48,7625.42,3187.09,1575.58,0,0.79593,18.9834,2.09999,2.03265
40972.5,68.3709,7636.31,3177.6,7628.73,3184.21,1574.5,1,0.161582,14.6261,2.42999,2.15332
40993.9,46.5432,7636.31,3177.6,7633.59,3179.97,1571.18,0,0.698717,21.4854,2.42999,2.33057
41005.8,84.0909,7636.31,3177.6,7636.28,3177.63,1569.35,0,0.996015,11.8919,2.42999,2.42868
41022.3,60.705,7647.06,3172.25,7640.69,3175.42,1568,1,0.407842,16.4731,2.75999,2.56458
41039.1,59.5866,7647.06,3172.25,7645.2,3173.17,1565.43,0,0.8274,16.7823,2.75999,2.70304
41056.3,58.216,7658.44,3168.45,7649.98,3171.27,1563.98,1,0.256835,17.1774,3.08999,2.84475
41072.9,60.3074,7658.44,3168.45,7654.7,3169.7,1561.46,0,0.671377,16.5817,3.08999,2.98155
41089.9,58.8287,7670.08,3165.55,7659.56,3168.17,1560.05,1,0.09634,16.9985,3.41999,3.12179
41105.7,62.935,7670.08,3165.55,7664.19,3167.02,1557.65,0,0.493575,15.8894,3.41999,3.25287
41122.5,59.5082,7670.08,3165.55,7669.08,3165.8,1555.12,0,0.913685,16.8044,3.41999,3.39151
41140.7,54.9816,7681.84,3163.15,7674.41,3164.67,1553.54,1,0.368383,18.1879,3.74999,3.54156
41156.8,62.064,7681.84,3163.15,7679.15,3163.7,1551.13,0,0.771192,16.1124,3.74999,3.67449
41173.6,59.7564,7693.65,3161.05,7684.08,3162.75,1549.78,1,0.189557,16.7346,4.07999,3.81255
41189.2,64.2125,7693.65,3161.05,7688.68,3161.94,1547.46,0,0.57889,15.5733,4.07999,3.94103
41209.2,49.8122,7705.5,3159.11,7694.61,3160.89,1545.63,1,0.080775,20.0754,4.40999,4.10665
41222.7,74.4846,7705.5,3159.11,7698.59,3160.24,1543.65,0,0.416415,13.4256,4.40999,4.21741
41238.9,61.4334,7705.5,3159.11,7703.41,3159.46,1541.24,0,0.82336,16.2778,4.40999,4.3517
41255.8,59.1747,7717.36,3157.28,7708.41,3158.66,1539.9,1,0.245837,16.8991,4.73999,4.49112
41272.9,58.5274,7717.36,3157.28,7713.48,3157.88,1537.39,0,0.672988,17.086,4.73999,4.63208
41292.3,51.5639,7729.23,3155.51,7719.23,3157,1535.69,1,0.157823,19.3934,5.06999,4.79208
41305.7,74.6837,7729.23,3155.51,7723.2,3156.41,1533.74,0,0.492568,13.3898,5.06999,4.90254
41322.8,58.4204,7729.23,3155.51,7728.28,3155.65,1531.25,0,0.9205,17.1173,5.06999,5.04376
41340.8,55.5762,7741.1,3153.78,7733.62,3154.87,1529.77,1,0.370333,17.9933,5.39999,5.1922
41356.8,62.4251,7741.1,3153.78,7738.38,3154.18,1527.45,0,0.770813,16.0192,5.39999,5.32436
41375.6,53.3589,7752.98,3152.08,7743.94,3153.37,1525.88,1,0.239338,18.741,5.72999,5.47898
41391.2,63.8978,7752.98,3152.08,7748.59,3152.71,1523.63,0,0.630588,15.65,5.72999,5.60809
41411.7,48.7691,7764.86,3150.4,7754.68,3151.84,1521.82,1,0.143208,20.5048,0.0599937,0.0599937
41433,47.0774,7764.86,3150.4,7760.99,3150.95,1518.78,0,0.674248,21.2416,0.0599937,0.0599937
41452.5,51.2479,7776.83,3149.48,7766.8,3150.25,1517.13,1,0.162072,19.513,0.389994,0.113478
41469.8,57.9032,7776.83,3149.48,7771.97,3149.86,1514.68,0,0.593827,17.2702,0.389994,0.255957
