t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha
74948.5,113.426,7650,10979.5,7650,10991.3,283.95,1,0.012975
74958.1,103.764,7650,10979.5,7650,10988.4,283.853,0,0.253908
74967.2,110.484,7650,10979.5,7650,10985.7,283.763,0,0.480185
74977.9,93.4754,7650,10979.5,7650,10982.5,283.657,0,0.747635
74987.8,100.484,7650,10979.5,7650,10979.5,283.558,0,0.99643
74996.7,111.824,7650,10967.5,7650,10976.8,283.89,1,0.219995
75007.8,90.5518,7650,10967.5,7650,10973.5,283.78,0,0.49608
75017.2,106.594,7650,10967.5,7650,10970.7,283.686,0,0.730615
75026.9,102.348,7650,10967.5,7650,10967.8,283.589,0,0.97488
75036.3,107.1,7650,10955.5,7650,10965,283.917,1,0.208308
75046.4,98.8846,7650,10955.5,7650,10961.9,283.816,0,0.461127
75056.9,95.0543,7650,10955.5,7650,10958.8,283.712,0,0.724135
75067.9,91.2925,7650,10955.5,7650,10955.5,283.603,0,0.99798
75077.7,101.582,7650,10943.5,7650,10952.6,283.925,1,0.244088
75088.1,96.3233,7650,10943.5,7650,10949.4,283.822,0,0.50363
75097.1,111.402,7650,10943.5,7650,10946.7,283.733,0,0.728042
75106.4,106.614,7650,10943.5,7650,10943.9,283.64,0,0.962533
75116.7,97.8148,7650,10931.5,7650,10940.9,283.958,1,0.218118
75127.9,89.3519,7650,10931.5,7650,10937.5,283.847,0,0.49791
75139.3,87.7401,7650,10931.5,7650,10934.1,283.734,0,0.782843
75147.9,115.397,7650,10931.5,7650,10931.5,283.648,0,0.999485
75157.3,106.256,7650,10919.5,7650,10928.7,283.974,1,0.234765
75167.8,95.801,7650,10919.5,7650,10925.5,283.87,0,0.495723
75177.6,102.259,7650,10919.5,7650,10922.6,283.774,0,0.7402
75186.8,107.889,7650,10919.5,7650,10919.8,283.682,0,0.97192
75195.7,112.332,7650,10907.5,7650,10917.1,284.012,1,0.194475
75205.8,99.4303,7650,10907.5,7650,10914.1,283.913,0,0.445908
75215.4,104.333,7650,10907.5,7650,10911.3,283.818,0,0.685525
75226,93.8104,7650,10907.5,7650,10908.1,283.712,0,0.95202
75235.8,102.62,7650,10895.5,7650,10905.1,284.034,1,0.195637
75246.2,96.0892,7650,10895.5,7650,10902,283.931,0,0.455813
75257,92.5438,7650,10895.5,7650,10898.8,283.824,0,0.725955
75266,110.648,7650,10895.5,7650,10896.1,283.735,0,0.951898
75276.2,98.0594,7650,10883.5,7650,10893,284.052,1,0.206845
75287.6,87.6578,7650,10883.5,7650,10889.6,283.939,0,0.492045
75297.3,103.291,7650,10883.5,7650,10886.7,283.844,0,0.73408
75307.6,96.7951,7650,10883.5,7650,10883.6,283.742,0,0.992357
75317.9,97.8014,7650,10871.5,7650,10880.5,284.058,1,0.247977
75327.7,101.455,7650,10871.5,7650,10877.5,283.96,0,0.494393
75337.9,98.4775,7650,10871.5,7650,10874.5,283.86,0,0.748258
75347.9,99.4402,7650,10871.5,7650,10871.5,283.761,0,0.999665
75357.8,101.353,7650,10859.5,7650,10868.5,284.08,1,0.246328
75370,82.0217,7650,10859.5,7650,10864.9,283.96,0,0.551125
75380.1,98.9785,7650,10859.5,7650,10861.8,283.861,0,0.803705
75390,100.984,7650,10850,7650,10859,284.092,1,0.05127
75400,99.4807,7650,10850,7650,10856.6,283.993,0,0.302575
75409.6,104.647,7650,10850,7650,10854.3,283.899,0,0.541472
75420.2,94.2845,7650,10850,7650,10851.8,283.795,0,0.806628
75429.2,111.826,7650,10850,7650,10850,283.707,1,0.03019
75439.4,97.4839,7650,10850,7650,10850,283.607,0,0.286642
75449.3,100.823,7650,10850,7650,10850,283.51,0,0.534603
75458.8,105.995,7650,10850,7650,10850,283.417,0,0.770463
75467.6,113.039,7650,10850,7650,10850,283.331,0,0.991625
75476.5,112.741,7650,10850,7650,10850,283.244,1,0.213372
75487,94.9226,7650,10850,7650,10850,283.141,0,0.476745
75495.5,117.651,7650,10850,7650,10850,283.058,0,0.689237
75504.2,115.495,7650,10850,7650,10850,282.974,0,0.905698
75512.4,121.452,7650,10850,7650,10850,282.893,1,0.11154
75523.9,87.2943,7650,10850,7650,10850,282.782,0,0.397927
75532.4,117.14,7650,10850,7650,10850,282.698,0,0.611347
75541.8,106.48,7650,10850,7650,10850,282.607,0,0.846133
75550.9,109.757,7650,10850,7650,10850,282.518,1,0.0739075
75559.7,113.555,7650,10850,7650,10850,282.433,0,0.294065
75568.8,109.765,7650,10850,7650,10850,282.344,0,0.521825
75577.7,112.523,7650,10850,7650,10850,282.258,0,0.744003
75586.9,108.654,7650,10850,7650,10850,282.169,0,0.97409
75595.5,117.062,7650,10850,7650,10850,282.086,1,0.187652
75604.9,105.427,7650,10850,7650,10850,281.994,0,0.424783
75613.4,117.777,7650,10850,7650,10850,281.912,0,0.637048
75622.2,113.859,7650,10850,7650,10850,281.827,0,0.856618
75630.7,117.866,7650,10850,7650,10850,281.745,1,0.0687225
75640.5,102.023,7650,10850,7650,10850,281.65,0,0.313765
75649.1,115.969,7650,10850,7650,10850,281.567,0,0.52934
75658.5,106.454,7650,10850,7650,10850,281.476,0,0.764183
75667.3,113.81,7650,10850,7650,10850,281.391,0,0.983847
75676.3,110.802,7650,10850,7650,10850,281.304,1,0.209475
75686,103.35,7650,10850,7650,10850,281.211,0,0.451373
75694.9,112.07,7650,10850,7650,10850,281.125,0,0.674447
75705.2,96.9246,7650,10850,7650,10850,281.026,0,0.93238
75714.1,112.653,7650,10850,7650,10850,280.94,1,0.1543
75724,100.902,7650,10850,7650,10850,280.845,0,0.402065
75734.9,92.0751,7650,10850,7650,10850,280.741,0,0.673582
75743.8,111.754,7650,10850,7650,10850,280.655,0,0.897287
75753.4,104.474,7650,10850,7650,10850,280.563,1,0.136582
75763.1,103.351,7650,10850,7650,10850,280.47,0,0.378478
75772.3,108.572,7650,10850,7650,10850,280.382,0,0.60874
75781.8,105.159,7650,10850,7650,10850,280.291,0,0.846475
75791.3,105.403,7650,10850,7650,10850,280.2,1,0.08366
75802.1,92.6346,7650,10850,7650,10850,280.097,0,0.353537
75811.5,105.821,7650,10850,7650,10850,280.007,0,0.589785
75820.7,108.643,7650,10850,7650,10850,279.919,0,0.819897
75829.3,117.518,7650,10850,7650,10850,279.837,1,0.03263
75839.6,96.5633,7650,10850,7650,10850,279.739,0,0.291528
75849.8,98.5853,7650,10850,7650,10850,279.642,0,0.545115
75858.7,112.039,7650,10850,7650,10850,279.557,0,0.768252
75867.4,115.272,7650,10850,7650,10850,279.474,0,0.98513
75876.5,109.585,7650,10850,7650,10850,279.388,1,0.213262
75886.1,104.162,7650,10850,7650,10850,279.296,0,0.453272
75897.4,87.9484,7650,10850,7650,10850,279.188,0,0.73753
75906.8,107.236,7650,10850,7650,10850,279.1,0,0.97066
75916.3,104.632,7650,10850,7650,10850,279.009,1,0.209593
75935,53.6861,7650,10850,7650,10850,278.833,0,0.675263
75945.5,95.0417,7650,10850,7650,10850,278.733,0,0.938305
75954.9,105.93,7658.49,10841.5,7651.48,10848.5,279.051,1,0.17431
75964.5,104.849,7658.49,10841.5,7653.5,10846.5,278.961,0,0.412748
75974.7,97.878,7658.49,10841.5,7655.67,10844.3,278.864,0,0.668167
75983.7,110.176,7658.49,10841.5,7657.6,10842.4,278.778,0,0.895078
75993,107.597,7666.97,10833,7659.57,10840.4,279.097,1,0.127425
76006.5,74.4602,7666.97,10833,7662.42,10837.6,278.97,0,0.463175
76015.9,106.408,7666.97,10833,7664.41,10835.6,278.881,0,0.69812
76026.4,95.3716,7666.97,10833,7666.63,10833.4,278.782,0,0.960253
76037.4,90.6775,7675.46,10824.5,7668.97,10831,279.084,1,0.235955
76047.7,97.1402,7675.46,10824.5,7671.16,10828.8,278.987,0,0.493315
76058.3,94.577,7675.46,10824.5,7673.4,10826.6,278.887,0,0.75765
76068.9,93.8166,7683.94,10816.1,7675.66,10824.3,279.193,1,0.0241275
76078.8,101.587,7683.94,10816.1,7677.75,10822.3,279.1,0,0.270223
76089,97.3227,7683.94,10816.1,7679.93,10820.1,279.003,0,0.5271
76098.6,104.561,7683.94,10816.1,7681.96,10818,278.913,0,0.766195
76108.1,105.042,7692.43,10807.6,7683.98,10816,279.228,1,0.004195
76118,101.242,7692.43,10807.6,7686.07,10813.9,279.135,0,0.251128
76127.1,109.774,7692.43,10807.6,7688,10812,279.049,0,0.478868
76137.1,99.5599,7692.43,10807.6,7690.14,10809.9,278.955,0,0.729972
76146.1,112.148,7692.43,10807.6,7692.03,10808,278.871,0,0.952892
76159.1,76.6859,7700.91,10799.1,7694.79,10805.2,279.153,1,0.278897
76170.2,90.3179,7700.91,10799.1,7697.14,10802.9,279.049,0,0.555698
76182.1,83.8441,7700.91,10799.1,7699.67,10800.3,278.937,0,0.85387
76192.6,95.1239,7709.4,10790.6,7701.9,10798.1,279.242,1,0.116685
76203.8,89.6314,7709.4,10790.6,7704.27,10795.7,279.137,0,0.395605
76213,108.692,7709.4,10790.6,7706.22,10793.8,279.051,0,0.625612
76223.2,97.3227,7709.4,10790.6,7708.4,10791.6,278.954,0,0.88249
76233.4,98.8074,7717.88,10782.1,7710.55,10789.5,279.263,1,0.135507
76244.5,89.6877,7717.88,10782.1,7712.91,10787.1,279.158,0,0.414252
76254,105.598,7717.88,10782.1,7714.92,10785.1,279.069,0,0.651
76262.5,116.924,7717.88,10782.1,7716.74,10783.3,278.989,0,0.864815
76273,95.9371,7726.37,10773.6,7718.95,10781.1,279.294,1,0.125402
76283.1,98.8553,7726.37,10773.6,7721.09,10778.9,279.2,0,0.378298
76292.2,109.431,7726.37,10773.6,7723.03,10777,279.114,0,0.606753
76301,114.367,7726.37,10773.6,7724.89,10775.1,279.032,0,0.825347
76309.6,115.473,7734.85,10765.1,7726.72,10773.3,279.354,1,0.0418475
76321.6,83.3222,7734.85,10765.1,7729.27,10770.7,279.241,0,0.341888
76331.9,97.445,7734.85,10765.1,7731.45,10768.6,279.145,0,0.598442
76341,109.867,7734.85,10765.1,7733.38,10766.6,279.06,0,0.82599
76349.7,114.8,7743.34,10756.7,7735.22,10764.8,279.381,1,0.04376
76359.5,101.876,7743.34,10756.7,7737.31,10762.7,279.289,0,0.289158
76368.6,109.993,7743.34,10756.7,7739.24,10760.8,279.204,0,0.516445
76378.3,102.942,7743.34,10756.7,7741.3,10758.7,279.113,0,0.7593
76390.1,84.7537,7751.82,10748.2,7743.8,10756.2,279.404,1,0.0542725
76401,91.8586,7751.82,10748.2,7746.11,10753.9,279.302,0,0.32643
76409.9,112.254,7751.82,10748.2,7748,10752,279.219,0,0.54914
76419,109.527,7751.82,10748.2,7749.94,10750.1,279.134,0,0.777395
76428.7,103.876,7760.1,10739.5,7751.97,10748,279.445,1,0.0180675
76439.3,94.03,7760.1,10739.5,7754.17,10745.7,279.346,0,0.28394
76448.2,112.9,7760.1,10739.5,7756.01,10743.8,279.263,0,0.505375
76457.8,104.209,7760.1,10739.5,7757.99,10741.7,279.174,0,0.745278
76466.5,114.117,7760.1,10739.5,7759.81,10739.8,279.092,0,0.96435
76476.2,103.125,7768.22,10730.7,7761.78,10737.7,279.402,1,0.206775
76486.2,100.225,7768.22,10730.7,7763.81,10735.5,279.309,0,0.456215
76495.7,105.313,7768.22,10730.7,7765.73,10733.4,279.221,0,0.693603
76504.9,108.328,7768.22,10730.7,7767.61,10731.3,279.135,0,0.924383
76513.5,116.379,7776.16,10721.7,7769.33,10729.4,279.455,1,0.139197
76524.1,94.7777,7776.16,10721.7,7771.42,10727,279.357,0,0.402972
76532.4,119.633,7776.16,10721.7,7773.08,10725.1,279.279,0,0.611945
76542.2,102.07,7776.16,10721.7,7775.02,10722.9,279.188,0,0.856875
76551.7,105.078,7784.03,10712.6,7776.91,10720.8,279.499,1,0.0947925
76560.9,109.383,7784.03,10712.6,7778.71,10718.7,279.414,0,0.323348
76570,109.188,7784.03,10712.6,7780.51,10716.7,279.329,0,0.55231
76579.7,103.963,7784.03,10712.6,7782.4,10714.5,279.239,0,0.79278
76591.1,87.4057,7791.84,10703.5,7784.64,10711.9,279.532,1,0.0788025
76601.8,93.7603,7791.84,10703.5,7786.73,10709.4,279.433,0,0.34544
76611.3,104.782,7791.84,10703.5,7788.59,10707.3,279.344,0,0.58403
76621.6,97.3217,7791.84,10703.5,7790.6,10704.9,279.249,0,0.84091
76630.7,109.914,7799.6,10694.3,7792.37,10702.9,279.563,1,0.06836
76641,96.7118,7799.6,10694.3,7794.38,10700.5,279.467,0,0.32686
76652.3,88.9118,7799.6,10694.3,7796.56,10697.9,279.363,0,0.608037
76661.7,106.469,7799.6,10694.3,7798.38,10695.8,279.276,0,0.842848
76670.7,111.203,7807.65,10685.4,7800.15,10693.7,279.59,1,0.0676625
76680.7,99.1818,7807.65,10685.4,7802.18,10691.5,279.497,0,0.319725
76689.6,112.558,7807.65,10685.4,7803.96,10689.5,279.415,0,0.541833
76698.2,116.05,7807.65,10685.4,7805.7,10687.6,279.335,0,0.757258
76708.1,101.351,7815.9,10676.7,7807.68,10685.4,279.641,1,0.003925
76717.5,105.982,7815.9,10676.7,7809.63,10683.3,279.554,0,0.239815
76727.9,96.8242,7815.9,10676.7,7811.76,10681.1,279.458,0,0.498015
76737.8,100.299,7815.9,10676.7,7813.82,10678.9,279.366,0,0.74727
76748.3,95.6325,7824.36,10668.2,7815.98,10676.6,279.666,1,0.0086875
76759.6,88.3408,7824.36,10668.2,7818.37,10674.2,279.562,0,0.291683
76769.4,102.258,7824.36,10668.2,7820.44,10672.2,279.471,0,0.536162
76778.9,105.35,7824.36,10668.2,7822.44,10670.1,279.384,0,0.773467
76788.9,100.05,7833.51,10660.4,7824.57,10668,279.688,1,0.0233425
76798.6,102.356,7833.51,10660.4,7826.81,10666.1,279.597,0,0.267588
76808.6,100.289,7833.51,10660.4,7829.09,10664.2,279.505,0,0.516868
76818.9,97.2677,7833.51,10660.4,7831.44,10662.2,279.411,0,0.77389
76828.5,103.676,7843.18,10653.3,7833.66,10660.3,279.717,1,0.015025
76839.7,89.5127,7843.18,10653.3,7836.36,10658.4,279.614,0,0.294315
76848.8,110.672,7843.18,10653.3,7838.54,10656.7,279.531,0,0.520208
76858.4,103.347,7843.18,10653.3,7840.88,10655,279.442,0,0.76211
76867.9,105.405,7843.18,10653.3,7843.17,10653.3,279.355,0,0.99929
76877.7,102.688,7853.85,10647.9,7845.77,10652,279.66,1,0.242745
76888.2,94.6504,7853.85,10647.9,7848.59,10650.6,279.563,0,0.506875
76898.8,94.9469,7853.85,10647.9,7851.4,10649.1,279.466,0,0.77018
76909.2,95.4381,7865.12,10643.7,7854.22,10647.7,279.765,1,0.03213
76920.2,91.0656,7865.12,10643.7,7857.31,10646.6,279.664,0,0.306657
76929.8,104.617,7865.12,10643.7,7860,10645.6,279.576,0,0.545625
76939.5,102.73,7865.12,10643.7,7862.75,10644.6,279.486,0,0.788983
76950.8,88.7248,7876.85,10641.2,7865.95,10643.5,279.777,1,0.0707525
76961.9,90.278,7876.85,10641.2,7869.2,10642.8,279.675,0,0.347675
76972,98.4766,7876.85,10641.2,7872.18,10642.2,279.582,0,0.601542
76982,99.957,7876.85,10641.2,7875.11,10641.6,279.49,0,0.85165
76991.6,104.479,7888.83,10640.6,7877.94,10641.1,279.796,1,0.0909325
77001.6,99.5292,7888.83,10640.6,7880.95,10641,279.704,0,0.342115
77011.2,104.925,7888.83,10640.6,7883.81,10640.8,279.616,0,0.58038
77021.3,98.2859,7888.83,10640.6,7886.85,10640.7,279.523,0,0.83474
77030.1,113.511,7900.76,10641.9,7889.49,10640.6,279.836,1,0.0549825
77041.3,89.9143,7900.76,10641.9,7892.8,10641,279.734,0,0.333025
77050.1,112.601,7900.76,10641.9,7895.45,10641.3,279.652,0,0.555048
77060.6,96.0264,7900.76,10641.9,7898.56,10641.7,279.557,0,0.815392
77071.3,92.8781,7912.58,10644,7901.76,10642.1,279.851,1,0.0845625
77086.1,67.8417,7912.58,10644,7906.11,10642.9,279.716,0,0.453068
77095.5,106.185,7912.58,10644,7908.9,10643.3,279.63,0,0.688505
77104.9,105.881,7912.58,10644,7911.69,10643.8,279.544,0,0.92462
77113.9,110.957,7924.58,10643.7,7914.38,10643.9,279.854,1,0.149933
77123.9,100.889,7924.58,10643.7,7917.35,10643.9,279.763,0,0.39773
77133.7,101.382,7924.58,10643.7,7920.31,10643.8,279.673,0,0.644323
77143.1,107.141,7924.58,10643.7,7923.11,10643.8,279.588,0,0.87766
77152.5,105.675,7936.46,10642,7925.93,10643.5,279.893,1,0.114235
77162.6,99.4303,7936.46,10642,7928.92,10643.1,279.801,0,0.365667
77172.1,104.558,7936.46,10642,7931.76,10642.7,279.714,0,0.60477
77183.5,87.9925,7936.46,10642,7935.14,10642.2,279.61,0,0.888885
77194,95.0968,7948.15,10639.4,7938.23,10641.6,279.905,1,0.151775
77204.9,91.5734,7948.15,10639.4,7941.43,10640.9,279.806,0,0.42478
77215.5,94.7966,7948.15,10639.4,7944.51,10640.2,279.71,0,0.688502
77226.1,94.3726,7948.15,10639.4,7947.61,10639.5,279.613,0,0.95341
77236.5,96.3475,7959.65,10635.9,7950.6,10638.6,279.909,1,0.212887
77249.5,76.4859,7959.65,10635.9,7954.36,10637.5,279.79,0,0.539745
77260.3,92.6629,7959.65,10635.9,7957.46,10636.6,279.692,0,0.80954
77269.8,105.449,7970.86,10631.7,7960.18,10635.7,279.996,1,0.0466225
77279.3,105.411,7970.86,10631.7,7962.84,10634.7,279.91,0,0.28379
77290.3,90.8942,7970.86,10631.7,7965.92,10633.6,279.81,0,0.558835
77299.5,108.42,7970.86,10631.7,7968.5,10632.6,279.726,0,0.78942
77309.2,103.021,7980.76,10624.9,7971.18,10631.4,280.027,1,0.03209
77319.9,93.7875,7980.76,10624.9,7973.82,10629.6,279.93,0,0.29865
77328.8,111.898,7980.76,10624.9,7976.03,10628.1,279.849,0,0.522067
77338.2,106.671,7980.76,10624.9,7978.35,10626.5,279.764,0,0.756432
77347.3,109.922,7980.76,10624.9,7980.6,10625,279.682,0,0.983868
77357,103.298,7989.28,10616.4,7982.68,10623,279.983,1,0.225885
77369.5,79.7251,7989.28,10616.4,7985.35,10620.3,279.869,0,0.539463
77382,80.1404,7989.28,10616.4,7988.01,10617.7,279.756,0,0.851415
77391.3,107.529,7996.07,10606.5,7989.85,10615.6,280.06,1,0.08391
77405.5,70.6,7996.07,10606.5,7992.25,10612.1,279.932,0,0.438017
77419,73.8247,7996.07,10606.5,7994.55,10608.7,279.809,0,0.776658
77429.4,96.2482,8003.52,10597.1,7996.34,10606.2,280.103,1,0.0364025
77439.2,101.952,8003.52,10597.1,7998.17,10603.9,280.014,0,0.281615
77447.7,117.589,8003.52,10597.1,7999.75,10601.9,279.937,0,0.49422
77458.4,93.8113,8003.52,10597.1,8001.74,10599.4,279.841,0,0.760713
77468.4,99.8692,8011.43,10588.1,8003.61,10597,280.138,1,0.01104
77479.2,92.4172,8011.43,10588.1,8005.75,10594.6,280.04,0,0.281552
77490.8,86.2299,8011.43,10588.1,8008.04,10592,279.935,0,0.571475
77500.7,100.856,8011.43,10588.1,8010,10589.7,279.846,0,0.819353
77510.1,106.108,8019.73,10579.4,8011.89,10587.6,280.148,1,0.0549625
77520.3,98.8006,8019.73,10579.4,8013.99,10585.4,280.056,0,0.307997
77529.7,105.716,8019.73,10579.4,8015.95,10583.4,279.971,0,0.54448
77539.8,98.7869,8019.73,10579.4,8018.05,10581.2,279.88,0,0.79755
77548.6,113.632,8028.18,10570.9,8019.87,10579.3,280.187,1,0.0175575
77558.3,103.358,8028.18,10570.9,8021.92,10577.2,280.1,0,0.259435
77567.7,106.84,8028.18,10570.9,8023.9,10575.2,280.015,0,0.49343
77576.8,109.611,8028.18,10570.9,8025.82,10573.3,279.933,0,0.72151
77586,108.767,8028.18,10570.9,8027.77,10571.3,279.85,0,0.95136
77595.1,110.299,8036.74,10562.5,8029.7,10569.4,280.154,1,0.178017
77609.4,69.9815,8036.74,10562.5,8032.76,10566.4,280.026,0,0.535255
77617.9,116.93,8036.74,10562.5,8034.59,10564.6,279.949,0,0.749057
77629.4,87.26,8045.38,10554.2,8037.04,10562.2,280.231,1,0.0355575
77639.8,96.1307,8045.38,10554.2,8039.29,10560,280.138,0,0.29562
77649.8,99.5748,8045.38,10554.2,8041.46,10557.9,280.047,0,0.546687
77659.3,105.906,8045.38,10554.2,8043.5,10556,279.962,0,0.782745
77668.3,110.353,8053.98,10545.8,8045.46,10554.1,280.266,1,0.00929
77677.6,108.137,8053.98,10545.8,8047.45,10552.2,280.183,0,0.240478
77687.1,104.813,8053.98,10545.8,8049.5,10550.2,280.097,0,0.478997
77697,100.869,8053.98,10545.8,8051.63,10548.1,280.008,0,0.726843
77706.7,102.919,8053.98,10545.8,8053.72,10546.1,279.921,0,0.969752
77715.8,110.569,8062.54,10537.4,8055.66,10544.2,280.224,1,0.195855
77725.5,103.137,8062.54,10537.4,8057.73,10542.1,280.137,0,0.43825
77734.1,115.898,8062.54,10537.4,8059.58,10540.3,280.06,0,0.653957
77743.1,111.718,8062.54,10537.4,8061.5,10538.4,279.98,0,0.877735
77751.8,114.793,8071.08,10529,8063.36,10536.6,280.286,1,0.0955175
77761.8,99.2319,8071.08,10529,8065.51,10534.5,280.195,0,0.347452
77771.8,100.891,8071.08,10529,8067.62,10532.4,280.107,0,0.595245
77781.1,106.884,8071.08,10529,8069.62,10530.4,280.023,0,0.829143
77791.6,95.3153,8079.58,10520.5,8071.86,10528.2,280.312,1,0.09143
77804.5,77.2541,8079.58,10520.5,8074.61,10525.5,280.196,0,0.415038
77814.1,104.242,8079.58,10520.5,8076.65,10523.4,280.111,0,0.654865
77826.6,80.501,8079.58,10520.5,8079.29,10520.8,280,0,0.96542
77838.2,86.1802,8088.07,10512,8081.75,10518.3,280.279,1,0.25551
77849.6,87.1536,8088.07,10512,8084.19,10515.9,280.176,0,0.54236
77861,88.3236,8088.07,10512,8086.59,10513.5,280.075,0,0.82541
77872.6,86.1482,8096.54,10503.5,8089.05,10511,280.354,1,0.115608
77884.9,80.9533,8096.54,10503.5,8091.67,10508.4,280.244,0,0.424428
77896.4,87.1771,8096.54,10503.5,8094.1,10506,280.141,0,0.7112
77907.5,89.7247,8096.54,10503.5,8096.46,10503.6,280.042,0,0.98983
77918.8,89.1281,8105.02,10495,8098.83,10501.2,280.324,1,0.270325
77929.5,93.4649,8105.02,10495,8101.1,10498.9,280.228,0,0.537805
77938.6,109.632,8105.02,10495,8103.03,10497,280.147,0,0.76584
77948.1,105.151,8113.49,10486.5,8105.05,10495,280.444,1,0.0035925
77960.1,82.9201,8113.49,10486.5,8107.6,10492.4,280.336,0,0.305088
77968.8,115.782,8113.49,10486.5,8109.43,10490.6,280.259,0,0.52101
77978.6,101.4,8113.49,10486.5,8111.52,10488.5,280.172,0,0.767558
77988.8,98.3729,8121.97,10478,8113.68,10486.3,280.462,1,0.0216925
77999.9,90.0982,8121.97,10478,8116.03,10484,280.363,0,0.299168
78010.5,94.3441,8121.97,10478,8118.27,10481.7,280.269,0,0.564155
78020.1,104.281,8121.97,10478,8120.31,10479.7,280.184,0,0.803892
78028.4,120.37,8130.45,10469.5,8122.07,10477.9,280.491,1,0.011585
78039.4,90.914,8130.45,10469.5,8124.4,10475.6,280.393,0,0.28657
78048.7,107.473,8130.45,10469.5,8126.37,10473.6,280.31,0,0.519188
78058.8,98.7986,8130.45,10469.5,8128.52,10471.5,280.22,0,0.772228
78068.6,102.012,8138.94,10461.1,8130.6,10469.4,280.513,1,0.0172975
78079.1,95.9361,8138.94,10461.1,8132.81,10467.2,280.421,0,0.277887
78088.7,103.214,8138.94,10461.1,8134.86,10465.1,280.335,0,0.520103
78097.9,109.104,8138.94,10461.1,8136.81,10463.2,280.253,0,0.749242
78108.1,98.2376,8147.42,10452.6,8138.97,10461,280.543,1,0.0037275
78117.9,102.049,8147.42,10452.6,8141.05,10458.9,280.456,0,0.248708
78126.7,112.955,8147.42,10452.6,8142.92,10457.1,280.377,0,0.470035
78136.3,104.645,8147.42,10452.6,8144.95,10455,280.293,0,0.708938
78145.6,107.127,8147.42,10452.6,8146.93,10453.1,280.21,0,0.942305
78155.4,102.53,8155.91,10444.1,8149,10451,280.503,1,0.186135
78166.1,93.3271,8155.91,10444.1,8151.27,10448.7,280.408,0,0.45401
78175.3,108.229,8155.91,10444.1,8153.23,10446.8,280.326,0,0.685003
78183.8,118.93,8155.91,10444.1,8155.02,10445,280.252,0,0.89521
78193.2,105.951,8164.39,10435.6,8157.02,10443,280.547,1,0.131168
78202,114.129,8164.39,10435.6,8158.88,10441.1,280.469,0,0.350217
78210.2,120.956,8164.39,10435.6,8160.63,10439.4,280.396,0,0.556905
78218.7,118.199,8164.39,10435.6,8162.43,10437.6,280.321,0,0.768412
78227.4,115.359,8164.39,10435.6,8164.27,10435.7,280.245,0,0.985128
78236.6,108.545,8172.88,10427.1,8166.22,10433.8,280.541,1,0.215448
78246.5,100.525,8172.88,10427.1,8168.33,10431.7,280.454,0,0.464143
78257.9,87.9964,8172.88,10427.1,8170.74,10429.3,280.353,0,0.748245
78269.7,84.5523,8181.37,10418.6,8173.25,10426.7,280.627,1,0.04392
78282.9,75.7335,8181.37,10418.6,8176.05,10423.9,280.51,0,0.374025
78293.8,91.5173,8181.37,10418.6,8178.37,10421.6,280.414,0,0.647197
78304.1,97.6334,8181.37,10418.6,8180.55,10419.5,280.323,0,0.903257
78315.2,89.572,8189.85,10410.1,8182.91,10417.1,280.602,1,0.182362
78326.2,90.9397,8189.85,10410.1,8185.25,10414.8,280.505,0,0.45727
78337.2,91.4654,8189.85,10410.1,8187.57,10412.4,280.409,0,0.730597
78348.6,87.6532,8198.34,10401.7,8189.99,10410,280.685,1,0.0158125
78360.3,85.6348,8198.34,10401.7,8192.46,10407.5,280.582,0,0.30775
78370.7,95.563,8198.34,10401.7,8194.68,10405.3,280.49,0,0.569358
78379.9,109.469,8198.34,10401.7,8196.62,10403.4,280.41,0,0.797732
78392.1,81.5248,8206.82,10393.2,8199.22,10400.8,280.678,1,0.104387
78401.7,104.012,8206.82,10393.2,8201.26,10398.7,280.594,0,0.344745
78410.8,110.166,8206.82,10393.2,8203.19,10396.8,280.514,0,0.571675
78420.3,105.648,8206.82,10393.2,8205.2,10394.8,280.431,0,0.80831
78429.1,112.955,8215.31,10384.7,8207.07,10392.9,280.729,1,0.0296375
78439,101.156,8215.31,10384.7,8209.17,10390.8,280.642,0,0.27678
78448.4,106.117,8215.31,10384.7,8211.17,10388.8,280.559,0,0.51237
78457.2,113.573,8215.31,10384.7,8213.04,10387,280.482,0,0.732493
78465.3,123.681,8215.31,10384.7,8214.75,10385.2,280.411,0,0.934625
78475.9,94.7346,8223.79,10376.2,8216.99,10383,280.693,1,0.19852
78491.2,65.1122,8223.79,10376.2,8220.25,10379.8,280.559,0,0.582473
78499.6,119.802,8223.79,10376.2,8222.02,10378,280.486,0,0.79115
78509.2,103.548,8232.28,10367.7,8224.07,10375.9,280.776,1,0.032585
78518.7,105.402,8232.28,10367.7,8226.08,10373.9,280.693,0,0.269772
78529.7,90.9885,8232.28,10367.7,8228.41,10371.6,280.596,0,0.544532
78538.9,108.627,8232.28,10367.7,8230.37,10369.6,280.516,0,0.774678
78546.9,124.958,8232.28,10367.7,8232.06,10367.9,280.446,0,0.974745
78556.4,105.961,8240.76,10359.2,8234.07,10365.9,280.737,1,0.21068
78566,103.432,8240.76,10359.2,8236.12,10363.9,280.653,0,0.452385
78575.4,106.779,8240.76,10359.2,8238.1,10361.9,280.571,0,0.686512
78584.1,114.95,8240.76,10359.2,8239.95,10360.1,280.495,0,0.903997
