t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms
51480.3,54.8327,8450,2550,8450,2550,689.489,0,0.6582,18.2373
51497,59.9891,8450,2550,8450,2550,689.007,1,0.0749425,16.6697
51513.7,59.9826,8450,2550,8450,2550,688.525,0,0.49173,16.6715
51534.1,48.9184,8450,2550,8450,2550,687.936,1,0.002785,20.4422
51550.8,59.9992,8450,2550,8450,2550,687.456,0,0.419457,16.6669
51570.4,51.0877,8450,2550,8450,2550,686.894,0,0.908813,19.5742
51587,59.9966,8450,2550,8450,2550,686.416,1,0.325503,16.6676
51603.7,59.9855,8450,2550,8450,2550,685.938,0,0.74227,16.6707
51620.4,59.9909,8450,2550,8450,2550,685.461,1,0.159,16.6692
51639.5,52.2818,8450,2550,8450,2550,684.914,0,0.637178,19.1271
51657.1,56.7982,8450,2550,8450,2550,684.412,1,0.0773325,17.6062
51686.3,34.2326,8450,2550,8450,2550,683.58,0,0.80763,29.2119
51703,60.0024,8450,2550,8450,2550,683.107,1,0.22428,16.666
51719.7,59.9682,8450,2550,8450,2550,682.633,0,0.641168,16.6755
51736.3,59.9902,8450,2550,8450,2550,682.161,1,0.0579025,16.6694
51759.7,42.7133,8450,2550,8450,2550,681.498,0,0.6432,23.4119
51780.6,47.8574,8450,2550,8450,2550,680.908,1,0.165585,20.8954
51797.3,60.0118,8450,2550,8450,2550,680.438,0,0.58217,16.6634
51814,59.9272,8450,2550,8450,2550,679.969,0,0.999343,16.6869
51830.6,59.9981,8450,2550,8450,2550,679.5,1,0.416023,16.6672
51847.3,59.9898,8450,2550,8450,2550,679.032,0,0.83276,16.6695
51864,59.9585,8450,2550,8450,2550,678.564,1,0.249715,16.6782
51880.7,59.988,8450,2550,8450,2550,678.097,0,0.666465,16.67
51897.3,59.9858,8450,2550,8450,2550,677.631,1,0.08323,16.6706
51914,59.9952,8450,2550,8450,2550,677.166,0,0.49993,16.668
51930.7,59.9916,8450,2550,8450,2550,676.701,0,0.916655,16.669
51947.3,59.9862,8450,2550,8450,2550,676.236,1,0.333418,16.6705
51964,59.9905,8450,2550,8450,2550,675.773,0,0.75015,16.6693
51980.7,59.9873,8450,2550,8450,2550,675.31,1,0.166905,16.6702
51997.4,59.9869,8450,2550,8450,2550,674.847,0,0.583663,16.6703
52014,59.9833,8450,2550,8450,2550,674.386,1,0.000445,16.6713
52030.7,59.9884,8450,2550,8450,2550,673.924,0,0.417192,16.6699
52047.4,59.9884,8450,2550,8450,2550,673.464,0,0.83394,16.6699
52064,59.9988,8450,2550,8450,2550,673.004,1,0.250615,16.667
52080.7,59.988,8450,2550,8450,2550,672.545,0,0.667365,16.67
52099.4,53.586,8450,2550,8450,2550,672.032,1,0.133905,18.6616
52118.3,52.8762,8450,2550,8450,2550,671.512,0,0.606708,18.9121
52134.9,59.9995,8450,2550,8450,2550,671.055,1,0.0233775,16.6668
52152,58.498,8450,2550,8450,2550,670.587,0,0.450743,17.0946
52168.7,59.9413,8450,2550,8450,2550,670.131,0,0.867818,16.683
52185.4,59.9884,8450,2550,8450,2550,669.675,1,0.284565,16.6699
52202.1,59.9945,8450,2550,8450,2550,669.221,0,0.70127,16.6682
52218.7,59.9966,8450,2550,8450,2550,668.767,1,0.11796,16.6676
52235.4,59.9772,8450,2550,8450,2550,668.313,0,0.534785,16.673
52252.1,59.9779,8450,2550,8450,2550,667.86,0,0.951605,16.6728
52268.7,59.9988,8450,2550,8450,2550,667.408,1,0.36828,16.667
52285.4,59.9945,8450,2550,8450,2550,666.957,0,0.784985,16.6682
52302.1,59.9848,8450,2550,8450,2550,666.505,1,0.201758,16.6709
52318.7,59.997,8450,2550,8450,2550,666.055,0,0.618445,16.6675
52335.4,59.9844,8450,2550,8450,2550,665.605,1,0.03522,16.671
52352.1,59.9848,8450,2550,8450,2550,665.156,0,0.451993,16.6709
52368.8,59.9855,8450,2550,8450,2550,664.708,0,0.86876,16.6707
52385.4,59.983,8450,2550,8450,2550,664.26,1,0.285545,16.6714
52402.1,59.9815,8450,2550,8450,2550,663.812,0,0.70234,16.6718
52418.8,59.9959,8450,2550,8450,2550,663.365,1,0.119035,16.6678
52435.4,59.9844,8450,2550,8450,2550,662.919,0,0.53581,16.671
52452.1,59.9923,8450,2550,8450,2550,662.474,0,0.95253,16.6688
52468.8,59.7646,8450,2550,8450,2550,662.027,1,0.370838,16.7323
52485.5,60.0056,8450,2550,8450,2550,661.583,0,0.787465,16.6651
52502.2,59.9898,8450,2550,8450,2550,661.139,1,0.204203,16.6695
52518.8,59.9916,8450,2550,8450,2550,660.696,0,0.620928,16.669
52535.5,59.9844,8450,2550,8450,2550,660.253,1,0.0377025,16.671
52552.2,59.9952,8450,2550,8450,2550,659.811,0,0.454403,16.668
52568.8,59.997,8450,2550,8450,2550,659.37,0,0.87109,16.6675
52585.5,59.992,8450,2550,8450,2550,658.929,1,0.287813,16.6689
52602.2,59.9837,8450,2550,8450,2550,658.489,0,0.704593,16.6712
52618.9,59.9876,8450,2550,8450,2550,658.049,1,0.121345,16.6701
52635.5,59.9912,8450,2550,8450,2550,657.61,0,0.538073,16.6691
52652.2,59.9916,8450,2550,8450,2550,657.172,0,0.954798,16.669
52671.9,50.8104,8450,2550,8450,2550,656.655,1,0.446822,19.681
52693.3,46.753,8450,2550,8450,2550,656.094,0,0.981547,21.389
52709.9,60.002,8450,2550,8450,2550,655.658,1,0.3982,16.6661
52726.6,59.9995,8450,2550,8450,2550,655.222,0,0.81487,16.6668
52743.3,59.9974,8450,2550,8450,2550,654.787,1,0.231555,16.6674
52759.9,59.9992,8450,2550,8450,2550,654.352,0,0.648228,16.6669
52776.6,59.9858,8450,2550,8450,2550,653.918,1,0.0649925,16.6706
52793.3,59.9851,8450,2550,8450,2550,653.485,0,0.481762,16.6708
52809.9,59.9876,8450,2550,8450,2550,653.052,0,0.898515,16.6701
52826.6,59.9873,8450,2550,8450,2550,652.619,1,0.31527,16.6702
52843.3,59.992,8450,2550,8450,2550,652.187,0,0.731992,16.6689
52860,59.9779,8450,2550,8450,2550,651.756,1,0.148813,16.6728
52878.5,53.9447,8450,2550,8450,2550,651.277,0,0.61225,18.5375
52895.2,59.9891,8450,2550,8450,2550,650.847,1,0.0289925,16.6697
52911.8,59.9995,8450,2550,8450,2550,650.418,0,0.445662,16.6668
52928.5,59.992,8450,2550,8450,2550,649.989,0,0.862385,16.6689
52945.2,59.9941,8450,2550,8450,2550,649.56,1,0.279092,16.6683
52961.8,59.993,8450,2550,8450,2550,649.133,0,0.695808,16.6686
52978.5,59.9768,8450,2550,8450,2550,648.705,1,0.112635,16.6731
52995.2,59.9837,8450,2550,8450,2550,648.279,0,0.529415,16.6712
53011.9,59.983,8450,2550,8450,2550,647.852,0,0.9462,16.6714
53028.5,59.9952,8450,2550,8450,2550,647.427,1,0.3629,16.668
53045.2,59.9934,8450,2550,8450,2550,647.002,0,0.779612,16.6685
53061.9,59.9837,8450,2550,8450,2550,646.578,1,0.196393,16.6712
53078.5,59.997,8450,2550,8450,2550,646.154,0,0.61308,16.6675
53095.2,59.9966,8450,2550,8450,2550,645.731,1,0.02977,16.6676
53111.9,59.9898,8450,2550,8450,2550,645.308,0,0.446508,16.6695
53128.5,59.9952,8450,2550,8450,2550,644.886,0,0.863208,16.668
53145.2,59.997,8450,2550,8450,2550,644.464,1,0.279895,16.6675
53161.9,59.9977,8450,2550,8450,2550,644.043,0,0.696577,16.6673
53178.5,59.993,8450,2550,8450,2550,643.622,1,0.113293,16.6686
53195.2,59.9862,8450,2550,8450,2550,643.202,0,0.530055,16.6705
53211.9,59.9898,8450,2550,8450,2550,642.783,0,0.946792,16.6695
53228.5,59.9966,8450,2550,8450,2550,642.364,1,0.363483,16.6676
53245.2,59.9938,8450,2550,8450,2550,641.946,0,0.780192,16.6684
53261.9,59.9884,8450,2550,8450,2550,641.528,1,0.19694,16.6699
53278.6,59.9887,8450,2550,8450,2550,641.111,0,0.613685,16.6698
53295.2,59.9822,8450,2550,8450,2550,640.694,1,0.030475,16.6716
53311.9,59.9902,8450,2550,8450,2550,640.278,0,0.44721,16.6694
53328.6,59.9956,8450,2550,8450,2550,639.862,0,0.863908,16.6679
53345.2,59.9966,8450,2550,8450,2550,639.447,1,0.280598,16.6676
53374.5,34.157,8450,2550,8450,2550,638.719,1,0.0125125,29.2766
53391.2,59.933,8450,2550,8450,2550,638.305,0,0.429645,16.6853
53407.9,59.9999,8450,2550,8450,2550,637.892,0,0.846313,16.6667
53424.5,59.9916,8450,2550,8450,2550,637.48,1,0.263038,16.669
53441.2,59.9866,8450,2550,8450,2550,637.068,0,0.679797,16.6704
53457.9,59.9974,8450,2550,8450,2550,636.656,1,0.0964825,16.6674
53474.5,59.9995,8450,2550,8450,2550,636.245,0,0.513152,16.6668
53491.2,59.9956,8450,2550,8450,2550,635.835,0,0.92985,16.6679
53507.9,59.9876,8450,2550,8450,2550,635.425,1,0.346602,16.6701
53524.5,59.992,8450,2550,8450,2550,635.016,0,0.763325,16.6689
53541.2,59.9808,8450,2550,8450,2550,634.607,1,0.180125,16.672
53557.9,59.9977,8450,2550,8450,2550,634.199,0,0.596807,16.6673
53574.5,59.9869,8450,2550,8450,2550,633.791,1,0.013565,16.6703
53591.2,59.9592,8450,2550,8450,2550,633.383,0,0.430515,16.678
53607.9,59.9945,8450,2550,8450,2550,632.977,0,0.84722,16.6682
53624.6,59.9934,8450,2550,8450,2550,632.57,1,0.263932,16.6685
53641.2,59.9902,8450,2550,8450,2550,632.165,0,0.680668,16.6694
53657.9,59.9916,8450,2550,8450,2550,631.759,1,0.0973925,16.669
53674.6,59.9977,8450,2550,8450,2550,631.355,0,0.514075,16.6673
53691.2,59.9977,8450,2550,8450,2550,630.951,0,0.930758,16.6673
53707.9,59.988,8450,2550,8450,2550,630.547,1,0.347508,16.67
53724.6,59.9963,8450,2550,8450,2550,630.144,0,0.7642,16.6677
53741.2,59.992,8450,2550,8450,2550,629.741,1,0.180922,16.6689
53757.9,59.9905,8450,2550,8450,2550,629.339,0,0.597655,16.6693
53774.6,59.9862,8450,2550,8450,2550,628.938,1,0.0144175,16.6705
53791.2,59.9952,8450,2550,8450,2550,628.537,0,0.431118,16.668
53807.9,59.9858,8450,2550,8450,2550,628.136,0,0.847883,16.6706
53824.6,59.9966,8450,2550,8450,2550,627.736,1,0.264573,16.6676
53841.3,59.9909,8450,2550,8450,2550,627.337,0,0.681302,16.6692
53857.9,59.9801,8450,2550,8450,2550,626.938,1,0.0981075,16.6722
53875.7,56.2025,8450,2550,8450,2550,626.512,0,0.542928,17.7928
53892.4,59.9909,8450,2550,8450,2550,626.114,0,0.959657,16.6692
53909.1,59.9988,8450,2550,8450,2550,625.717,1,0.376332,16.667
53925.7,59.9912,8450,2550,8450,2550,625.32,0,0.79306,16.6691
53942.4,59.9804,8450,2550,8450,2550,624.923,1,0.209863,16.6721
53959.1,59.992,8450,2550,8450,2550,624.527,0,0.626585,16.6689
53975.7,60.001,8450,2550,8450,2550,624.132,1,0.043245,16.6664
53992.4,59.9934,8450,2550,8450,2550,623.737,0,0.459958,16.6685
54009.1,59.9988,8450,2550,8450,2550,623.343,0,0.876633,16.667
54025.7,59.9862,8450,2550,8450,2550,622.949,1,0.293395,16.6705
54042.4,59.992,8450,2550,8450,2550,622.555,0,0.710118,16.6689
54059.1,59.9995,8450,2550,8450,2550,622.162,1,0.126787,16.6668
54075.7,59.9844,8450,2550,8450,2550,621.77,0,0.543562,16.671
54092.4,59.9934,8450,2550,8450,2550,621.378,0,0.960275,16.6685
54109.1,59.9981,8450,2550,8450,2550,620.987,1,0.376955,16.6672
54125.8,59.8888,8450,2550,8450,2550,620.595,0,0.794395,16.6976
54142.4,59.9988,8450,2550,8450,2550,620.204,1,0.21107,16.667
54159.1,59.9988,8450,2550,8450,2550,619.815,0,0.627745,16.667
54175.8,59.997,8450,2550,8450,2550,619.425,1,0.0444325,16.6675
54192.5,59.988,8450,2550,8450,2550,619.036,0,0.461183,16.67
54209.1,59.9869,8450,2550,8450,2550,618.647,0,0.87794,16.6703
54225.8,59.9934,8450,2550,8450,2550,618.259,1,0.294652,16.6685
54242.5,59.9923,8450,2550,8450,2550,617.872,0,0.711372,16.6688
54259.1,59.9891,8450,2550,8450,2550,617.485,1,0.128115,16.6697
54276.4,57.7361,8450,2550,8450,2550,617.083,0,0.56112,17.3202
54293.1,59.9866,8450,2550,8450,2550,616.697,0,0.97788,16.6704
54309.8,59.9894,8450,2550,8450,2550,616.311,1,0.39462,16.6696
54326.5,59.9862,8450,2550,8450,2550,615.926,0,0.811382,16.6705
54343.1,59.9977,8450,2550,8450,2550,615.542,1,0.228065,16.6673
54359.8,59.9941,8450,2550,8450,2550,615.158,0,0.644773,16.6683
54376.5,59.997,8450,2550,8450,2550,614.774,1,0.06146,16.6675
54393.1,59.993,8450,2550,8450,2550,614.391,0,0.478175,16.6686
54409.8,59.9851,8450,2550,8450,2550,614.008,0,0.894945,16.6708
54426.5,59.8326,8450,2550,8450,2550,613.625,1,0.312777,16.7133
54443.2,59.9988,8450,2550,8450,2550,613.243,0,0.729452,16.667
54459.9,59.9855,8450,2550,8450,2550,612.862,1,0.14622,16.6707
54476.5,59.9815,8450,2550,8450,2550,612.481,0,0.563015,16.6718
54493.2,59.992,8450,2550,8450,2550,612.1,0,0.979738,16.6689
54509.9,59.9833,8450,2550,8450,2550,611.721,1,0.39652,16.6713
54526.5,59.9995,8450,2550,8450,2550,611.341,0,0.81319,16.6668
54543.2,59.9884,8450,2550,8450,2550,610.962,1,0.229937,16.6699
54559.9,59.9934,8450,2550,8450,2550,610.584,0,0.64665,16.6685
54576.5,59.9837,8450,2550,8450,2550,610.206,1,0.06343,16.6712
54593.2,59.9797,8450,2550,8450,2550,609.828,0,0.480238,16.6723
54609.9,59.992,8450,2550,8450,2550,609.451,0,0.89696,16.6689
54626.6,59.9833,8450,2550,8450,2550,609.075,1,0.313742,16.6713
54643.2,59.9948,8450,2550,8450,2550,608.698,0,0.730445,16.6681
54659.9,59.9984,8450,2550,8450,2550,608.323,1,0.147123,16.6671
54676.6,59.9887,8450,2550,8450,2550,607.948,0,0.563868,16.6698
54693.2,59.988,8450,2550,8450,2550,607.573,0,0.980618,16.67
54709.9,59.9844,8450,2550,8450,2550,607.199,1,0.397393,16.671
54726.6,59.9884,8450,2550,8450,2550,606.825,0,0.81414,16.6699
54743.2,59.992,8450,2550,8450,2550,606.451,1,0.230862,16.6689
54759.9,59.9966,8450,2550,8450,2550,606.078,0,0.647552,16.6676
54776.6,59.9999,8450,2550,8450,2550,605.706,1,0.06422,16.6667
54793.2,59.9851,8450,2550,8450,2550,605.334,0,0.48099,16.6708
54809.9,59.9963,8450,2550,8450,2550,604.963,0,0.897682,16.6677
54826.6,59.9898,8450,2550,8450,2550,604.592,1,0.31442,16.6695
54843.3,59.745,8450,2550,8450,2550,604.219,0,0.732865,16.7378
54860,59.9974,8450,2550,8450,2550,603.849,1,0.14955,16.6674
54880.3,49.2298,8450,2550,8450,2550,603.399,0,0.657372,20.3129
54897,60.0038,8450,2550,8450,2550,603.03,1,0.0740125,16.6656
54913.6,59.9995,8450,2550,8450,2550,602.661,0,0.490683,16.6668
54930.3,59.9923,8450,2550,8450,2550,602.293,0,0.907403,16.6688
54947,59.9923,8450,2550,8450,2550,601.925,1,0.324122,16.6688
54976.2,34.2658,8450,2550,8450,2550,601.282,1,0.0537125,29.1836
54992.8,60.0067,8450,2550,8450,2550,600.916,0,0.470333,16.6648
55009.5,59.9772,8450,2550,8450,2550,600.55,0,0.887157,16.673
55026.2,59.9952,8450,2550,8450,2550,600.184,1,0.303858,16.668
55042.8,59.9945,8450,2550,8450,2550,599.819,0,0.720563,16.6682
55059.5,59.9992,8450,2550,8450,2550,599.454,1,0.137235,16.6669
55076.2,59.988,8450,2550,8450,2550,599.09,0,0.553985,16.67
55092.8,59.9984,8450,2550,8450,2550,598.726,0,0.970662,16.6671
55109.5,59.9905,8450,2550,8450,2550,598.362,1,0.387395,16.6693
55126.2,59.9909,8450,2550,8450,2550,597.999,0,0.804125,16.6692
55142.8,59.9909,8450,2550,8450,2550,597.637,1,0.220855,16.6692
55159.5,59.9891,8450,2550,8450,2550,597.275,0,0.637598,16.6697
55176.2,59.9891,8450,2550,8450,2550,596.913,1,0.05434,16.6697
55192.8,59.993,8450,2550,8450,2550,596.552,0,0.471055,16.6686
55209.5,59.9916,8450,2550,8450,2550,596.191,0,0.88778,16.669
55226.2,59.9887,8450,2550,8450,2550,595.83,1,0.304525,16.6698
55242.9,59.9916,8450,2550,8450,2550,595.47,0,0.72125,16.669
55259.5,59.9869,8450,2550,8450,2550,595.111,1,0.138008,16.6703
55276.2,59.9938,8450,2550,8450,2550,594.752,0,0.554717,16.6684
55292.9,59.9992,8450,2550,8450,2550,594.393,0,0.97139,16.6669
55309.5,59.9992,8450,2550,8450,2550,594.035,1,0.388063,16.6669
55326.2,59.9948,8450,2550,8450,2550,593.677,0,0.804765,16.6681
55342.9,59.9905,8450,2550,8450,2550,593.32,1,0.221498,16.6693
55359.5,59.9848,8450,2550,8450,2550,592.963,0,0.63827,16.6709
55376.2,59.992,8450,2550,8450,2550,592.606,1,0.0549925,16.6689
55392.9,59.9794,8450,2550,8450,2550,592.25,0,0.471803,16.6724
55409.5,59.9916,8450,2550,8450,2550,591.895,0,0.888528,16.669
55426.2,59.9916,8450,2550,8450,2550,591.54,1,0.305252,16.669
55442.9,59.9988,8450,2550,8450,2550,591.185,0,0.721928,16.667
55459.5,59.9948,8450,2550,8450,2550,590.83,1,0.13863,16.6681
55476.2,59.988,8450,2550,8450,2550,590.476,0,0.55538,16.67
55492.9,59.992,8450,2550,8450,2550,590.123,0,0.972103,16.6689
55509.6,59.9948,8450,2550,8450,2550,589.77,1,0.388805,16.6681
55526.2,59.9873,8450,2550,8450,2550,589.417,0,0.80556,16.6702
55542.9,59.9844,8450,2550,8450,2550,589.065,1,0.222335,16.671
55559.6,59.9927,8450,2550,8450,2550,588.713,0,0.639053,16.6687
55576.2,59.9966,8450,2550,8450,2550,588.362,1,0.0557425,16.6676
55592.9,59.9902,8450,2550,8450,2550,588.011,0,0.472477,16.6694
55609.6,59.9959,8450,2550,8450,2550,587.66,0,0.889172,16.6678
55626.2,59.9974,8450,2550,8450,2550,587.31,1,0.305858,16.6674
55642.9,59.9966,8450,2550,8450,2550,586.96,0,0.722547,16.6676
55659.6,59.9869,8450,2550,8450,2550,586.611,1,0.139305,16.6703
55678.6,52.5729,8450,2550,8450,2550,586.213,0,0.614835,19.0212
55695.3,60.0006,8450,2550,8450,2550,585.865,1,0.0314975,16.6665
55711.9,59.9927,8450,2550,8450,2550,585.517,0,0.448215,16.6687
55729,58.6779,8450,2550,8450,2550,585.161,0,0.87427,17.0422
55745.6,59.9707,8450,2550,8450,2550,584.814,1,0.29114,16.6748
55762.3,59.9941,8450,2550,8450,2550,584.467,0,0.707847,16.6683
55779,59.997,8450,2550,8450,2550,584.121,1,0.124535,16.6675
55795.7,59.9902,8450,2550,8450,2550,583.775,0,0.54127,16.6694
55812.3,59.9866,8450,2550,8450,2550,583.429,0,0.95803,16.6704
55829,59.9898,8450,2550,8450,2550,583.084,1,0.374768,16.6695
55845.7,59.9844,8450,2550,8450,2550,582.739,0,0.791542,16.671
55862.3,59.9804,8450,2550,8450,2550,582.395,1,0.208345,16.6721
55879,59.997,8450,2550,8450,2550,582.051,0,0.625032,16.6675
55895.7,59.992,8450,2550,8450,2550,581.708,1,0.041755,16.6689
55912.3,59.9869,8450,2550,8450,2550,581.365,0,0.458513,16.6703
55929,59.9851,8450,2550,8450,2550,581.022,0,0.875283,16.6708
55945.7,59.9941,8450,2550,8450,2550,580.68,1,0.29199,16.6683
55962.4,59.9966,8450,2550,8450,2550,580.338,0,0.70868,16.6676
55979,59.992,8450,2550,8450,2550,579.996,1,0.125402,16.6689
55995.7,59.9873,8450,2550,8450,2550,579.655,0,0.542157,16.6702
56012.4,59.9851,8450,2550,8450,2550,579.314,0,0.958928,16.6708
56029,59.9956,8450,2550,8450,2550,578.974,1,0.375625,16.6679
56045.7,59.9844,8450,2550,8450,2550,578.634,0,0.7924,16.671
56062.4,59.9927,8450,2550,8450,2550,578.295,1,0.209118,16.6687
56079,59.9945,8450,2550,8450,2550,577.956,0,0.625822,16.6682
56095.7,59.9887,8450,2550,8450,2550,577.617,1,0.0425675,16.6698
56112.4,59.9905,8450,2550,8450,2550,577.279,0,0.4593,16.6693
56129,59.9938,8450,2550,8450,2550,576.941,0,0.87601,16.6684
56145.7,59.9981,8450,2550,8450,2550,576.603,1,0.29269,16.6672
56162.4,59.9927,8450,2550,8450,2550,576.266,0,0.709408,16.6687
56179,59.9948,8450,2550,8450,2550,575.93,1,0.12611,16.6681
56195.7,59.9855,8450,2550,8450,2550,575.593,0,0.542877,16.6707
56212.4,59.9891,8450,2550,8450,2550,575.257,0,0.95962,16.6697
56229.1,59.9992,8450,2550,8450,2550,574.922,1,0.376292,16.6669
56245.7,59.9941,8450,2550,8450,2550,574.587,0,0.793,16.6683
56262.4,59.9956,8450,2550,8450,2550,574.252,1,0.209697,16.6679
56279.1,59.9819,8450,2550,8450,2550,573.918,0,0.62649,16.6717
56295.7,59.9952,8450,2550,8450,2550,573.584,1,0.04319,16.668
56312.4,59.9851,8450,2550,8450,2550,573.25,0,0.45996,16.6708
56329.1,59.9945,8450,2550,8450,2550,572.917,0,0.876665,16.6682
56345.7,59.9974,8450,2550,8450,2550,572.584,1,0.29335,16.6674
56362.5,59.7154,8450,2550,8450,2550,572.25,0,0.712003,16.7461
56379.2,59.9916,8450,2550,8450,2550,571.918,1,0.128727,16.669
56395.8,59.9833,8450,2550,8450,2550,571.586,0,0.54551,16.6713
56412.5,59.993,8450,2550,8450,2550,571.255,0,0.962225,16.6686
56429.2,59.9912,8450,2550,8450,2550,570.924,1,0.378953,16.6691
56445.8,59.9938,8450,2550,8450,2550,570.594,0,0.795663,16.6684
56462.5,59.9837,8450,2550,8450,2550,570.264,1,0.212443,16.6712
56479.6,58.3689,8450,2550,8450,2550,569.925,0,0.640752,17.1324
56500.2,48.7268,8450,2550,8450,2550,569.519,1,0.153818,20.5226
56516.8,59.9884,8450,2550,8450,2550,569.191,0,0.570565,16.6699
56533.5,59.979,8450,2550,8450,2550,568.862,0,0.987378,16.6725
56553.8,49.2759,8450,2550,8450,2550,568.463,1,0.494725,20.2939
56572.5,53.4599,8450,2550,8450,2550,568.095,0,0.962365,18.7056
56589.2,59.9902,8450,2550,8450,2550,567.768,1,0.3791,16.6694
56605.8,59.9826,8450,2550,8450,2550,567.441,0,0.795887,16.6715
56622.5,59.9815,8450,2550,8450,2550,567.114,1,0.212683,16.6718
56639.2,59.9718,8450,2550,8450,2550,566.788,0,0.629545,16.6745
56655.9,59.9999,8450,2550,8450,2550,566.462,1,0.0462125,16.6667
56672.5,59.9869,8450,2550,8450,2550,566.137,0,0.46297,16.6703
56689.2,59.9977,8450,2550,8450,2550,565.812,0,0.879653,16.6673
56705.9,59.9844,8450,2550,8450,2550,565.487,1,0.296427,16.671
56722.5,59.9934,8450,2550,8450,2550,565.163,0,0.71314,16.6685
56739.2,59.9862,8450,2550,8450,2550,564.839,1,0.129902,16.6705
56755.9,59.9851,8450,2550,8450,2550,564.516,0,0.546673,16.6708
56772.5,59.9988,8450,2550,8450,2550,564.193,0,0.963347,16.667
56789.2,59.9923,8450,2550,8450,2550,563.87,1,0.380067,16.6688
56805.9,59.9927,8450,2550,8450,2550,563.548,0,0.796785,16.6687
56822.5,59.9977,8450,2550,8450,2550,563.226,1,0.213467,16.6673
56839.2,59.984,8450,2550,8450,2550,562.904,0,0.630245,16.6711
56855.9,59.9862,8450,2550,8450,2550,562.583,1,0.0470075,16.6705
56873.8,55.6988,8450,2550,8450,2550,562.237,0,0.49585,17.9537
56890.5,59.9492,8450,2550,8450,2550,561.916,0,0.91287,16.6808
56907.2,59.9794,8450,2550,8450,2550,561.596,1,0.32968,16.6724
56923.9,59.988,8450,2550,8450,2550,561.276,0,0.74643,16.67
56940.5,59.9887,8450,2550,8450,2550,560.957,1,0.163175,16.6698
56957.2,59.9894,8450,2550,8450,2550,560.638,0,0.579915,16.6696
56973.9,59.9909,8450,2550,8450,2550,560.319,0,0.996645,16.6692
56990.5,59.988,8450,2550,8450,2550,560.001,1,0.413395,16.67
57007.2,59.9912,8450,2550,8450,2550,559.683,0,0.830122,16.6691
57023.9,59.9869,8450,2550,8450,2550,559.365,1,0.24688,16.6703
57040.6,59.9413,8450,2550,8450,2550,559.048,0,0.663955,16.683
57057.2,59.993,8450,2550,8450,2550,558.731,1,0.08067,16.6686
57077.3,49.7713,8450,2550,8450,2550,558.349,0,0.582968,20.0919
57094,60.0017,8450,2550,8450,2550,558.033,0,0.999623,16.6662
57110.7,59.9898,8450,2550,8450,2550,557.717,1,0.41636,16.6695
57127.3,60.0002,8450,2550,8450,2550,557.402,0,0.833025,16.6666
57145.8,54.1292,8450,2550,8450,2550,557.053,1,0.294883,18.4743
57162.5,59.9837,8450,2550,8450,2550,556.738,0,0.711662,16.6712
57181.1,53.7973,8450,2550,8450,2550,556.388,1,0.17637,18.5883
57198.4,57.7948,8450,2550,8450,2550,556.062,0,0.608935,17.3026
57215,59.9549,8450,2550,8450,2550,555.748,1,0.025915,16.6792
57231.7,59.9837,8450,2550,8450,2550,555.435,0,0.442695,16.6712
57248.4,59.9902,8450,2550,8450,2550,555.122,0,0.85943,16.6694
57265.1,59.9862,8450,2550,8450,2550,554.81,1,0.276192,16.6705
57281.7,59.9884,8450,2550,8450,2550,554.498,0,0.69294,16.6699
57298.4,59.9984,8450,2550,8450,2550,554.186,1,0.109618,16.6671
57315.1,59.9941,8450,2550,8450,2550,553.875,0,0.526325,16.6683
57331.7,59.9927,8450,2550,8450,2550,553.564,0,0.943043,16.6687
57348.4,59.9833,8450,2550,8450,2550,553.253,1,0.359825,16.6713
57365.1,59.9905,8450,2550,8450,2550,552.942,0,0.776558,16.6693
57381.7,59.9952,8450,2550,8450,2550,552.632,1,0.193257,16.668
57398.4,59.9891,8450,2550,8450,2550,552.323,0,0.61,16.6697
57415.1,59.9974,8450,2550,8450,2550,552.013,1,0.026685,16.6674
57431.7,59.9934,8450,2550,8450,2550,551.705,0,0.443397,16.6685
57448.4,59.9923,8450,2550,8450,2550,551.396,0,0.860117,16.6688
57465.1,59.9956,8450,2550,8450,2550,551.088,1,0.276815,16.6679
57481.7,59.997,8450,2550,8450,2550,550.78,0,0.693502,16.6675
57498.4,59.9945,8450,2550,8450,2550,550.472,1,0.110207,16.6682
57515.1,59.9995,8450,2550,8450,2550,550.165,0,0.526878,16.6668
57531.7,59.9992,8450,2550,8450,2550,549.858,0,0.94355,16.6669
57548.4,59.9822,8450,2550,8450,2550,549.551,1,0.36034,16.6716
57565.1,59.9963,8450,2550,8450,2550,549.245,0,0.777032,16.6677
57581.8,59.9884,8450,2550,8450,2550,548.939,1,0.19378,16.6699
57598.4,60.0002,8450,2550,8450,2550,548.634,0,0.610445,16.6666
57615.1,59.9927,8450,2550,8450,2550,548.329,1,0.0271625,16.6687
57631.8,59.9966,8450,2550,8450,2550,548.024,0,0.443853,16.6676
57648.4,59.9963,8450,2550,8450,2550,547.719,0,0.860545,16.6677
57665.1,59.9963,8450,2550,8450,2550,547.415,1,0.277238,16.6677
57681.8,59.9891,8450,2550,8450,2550,547.111,0,0.69398,16.6697
57698.4,59.9851,8450,2550,8450,2550,546.808,1,0.11075,16.6708
57715.1,59.9905,8450,2550,8450,2550,546.505,0,0.527483,16.6693
57731.8,59.9966,8450,2550,8450,2550,546.202,0,0.944173,16.6676
