t_ms,fps,hero_x,hero_y,hero_units_per_sec,steps,interp_alpha
65846.1,109.946,5153.47,11247.7,279.906,0,0.976705
65854.5,117.874,5153.09,11235.7,280.203,1,0.188795
65865.1,94.8281,5153.09,11235.7,280.112,0,0.45243
65873.7,116.363,5153.09,11235.7,280.038,0,0.667275
65882.3,116.247,5153.09,11235.7,279.964,0,0.882335
65891,114.588,5152.73,11223.7,280.258,1,0.100507
65901.4,96.1215,5152.73,11223.7,280.168,0,0.360595
65910.6,108.239,5152.73,11223.7,280.089,0,0.591565
65919.1,118.656,5152.73,11223.7,280.016,0,0.802257
65927.8,114.591,5152.37,11211.7,280.31,1,0.020425
65938.8,91.0689,5152.37,11211.7,280.215,0,0.294942
65948,108.265,5152.37,11211.7,280.136,0,0.525858
65956.7,114.641,5152.37,11211.7,280.061,0,0.74393
65965.1,119.157,5152.37,11211.7,279.988,0,0.953737
65974.2,109.845,5152.02,11199.7,280.279,1,0.18133
65988.1,72.0643,5152.02,11199.7,280.159,0,0.528243
65996.9,114.155,5152.02,11199.7,280.084,0,0.747243
66005.5,116.499,5152.02,11199.7,280.01,0,0.961837
66014.6,109.098,5151.77,11187.7,280.3,1,0.19099
66025,96.2186,5151.77,11187.7,280.21,0,0.450815
66033.8,113.642,5151.77,11187.7,280.135,0,0.670805
66042.2,119.506,5151.77,11187.7,280.063,0,0.88
66050.7,116.801,5151.58,11175.7,280.357,1,0.09404
66061.8,90.6257,5151.58,11175.7,280.262,0,0.3699
66070.2,119.117,5151.58,11175.7,280.19,0,0.579777
66078.7,116.859,5151.58,11175.7,280.117,0,0.79371
66087.1,120.022,5151.42,11163.7,280.413,1,0.002005
66098.8,84.9048,5151.42,11163.7,280.312,0,0.296452
66107.2,119.95,5151.42,11163.7,280.24,0,0.504873
66116.1,111.708,5151.42,11163.7,280.164,0,0.72867
66124.6,117.968,5151.42,11163.7,280.091,0,0.940593
66132.9,120.039,5151.28,11151.7,280.387,1,0.148858
66143.5,94.7544,5151.28,11151.7,280.296,0,0.412697
66151.8,120.674,5151.28,11151.7,280.225,0,0.619868
66160.5,115.314,5151.28,11151.7,280.151,0,0.836667
66168.9,117.751,5151.14,11139.7,280.445,1,0.04898
66179.2,97.3719,5151.14,11139.7,280.357,0,0.305728
66187.8,116.85,5151.14,11139.7,280.284,0,0.519678
66196.3,117.915,5151.14,11139.7,280.211,0,0.731695
66205,114.961,5151.14,11139.7,280.137,0,0.94916
66213.6,116.149,5151.01,11127.7,280.429,1,0.1644
66224.1,94.4626,5151.01,11127.7,280.339,0,0.429055
66232.8,116.16,5151.01,11127.7,280.265,0,0.644275
66241.8,110.339,5151.01,11127.7,280.188,0,0.87085
66250.4,116.324,5150.89,11115.7,280.48,1,0.0857675
66261.1,93.9488,5150.89,11115.7,280.389,0,0.35187
66270,112.173,5150.89,11115.7,280.313,0,0.57474
66279.1,109.566,5150.89,11115.7,280.235,0,0.802912
66288.3,108.774,5150.76,11103.7,280.522,1,0.0327475
66299.3,90.9132,5150.76,11103.7,280.428,0,0.307735
66308.3,111.494,5150.76,11103.7,280.351,0,0.531963
66317.8,105.219,5150.76,11103.7,280.27,0,0.769562
66326.5,114.059,5150.76,11103.7,280.196,0,0.988747
66335.5,111.817,5150.64,11091.7,280.484,1,0.212327
66349.2,72.8518,5150.64,11091.7,280.367,0,0.55549
66358.2,111.085,5150.64,11091.7,280.29,0,0.780542
66367.3,109.942,5150.55,11079.7,280.578,1,0.007935
66377.9,94.5653,5150.55,11079.7,280.487,0,0.272303
66386.3,118.725,5150.55,11079.7,280.416,0,0.482872
66394.8,117.926,5150.55,11079.7,280.344,0,0.69487
66403.2,118.776,5150.55,11079.7,280.272,0,0.90535
66412.1,112.133,5150.49,11067.7,280.56,1,0.1283
66423.3,89.4142,5150.49,11067.7,280.465,0,0.407898
66432.5,108.283,5150.49,11067.7,280.386,0,0.638775
66443,95.779,5150.49,11067.7,280.298,0,0.899792
66453.1,99.2605,5150.43,11055.7,280.576,1,0.151655
66464.2,89.4702,5150.43,11055.7,280.481,0,0.431078
66473.3,110.684,5150.43,11055.7,280.404,0,0.656945
66482.5,108.414,5150.43,11055.7,280.326,0,0.887542
66491.5,111.551,5150.39,11043.7,280.613,1,0.111655
66503.3,84.7278,5150.39,11043.7,280.513,0,0.406718
66512.5,108.203,5150.39,11043.7,280.434,0,0.637765
66522.7,97.7173,5150.39,11043.7,280.348,0,0.893605
66533.6,91.6742,5150.34,11031.7,280.618,1,0.16631
66545.1,87.3294,5150.34,11031.7,280.521,0,0.452583
66555.3,97.8723,5150.34,11031.7,280.434,0,0.708018
66564.9,104.725,5150.34,11031.7,280.353,0,0.946738
66574,108.759,5150.3,11019.7,280.638,1,0.176602
66586.1,83.2182,5150.3,11019.7,280.536,0,0.477017
66597.1,90.8125,5150.3,11019.7,280.443,0,0.75231
66606,112.492,5150.3,11019.7,280.368,0,0.974548
66614.9,112.072,5150.26,11007.7,280.654,1,0.197618
66626,89.7432,5150.26,11007.7,280.56,0,0.47619
66634.9,112.451,5150.26,11007.7,280.485,0,0.69851
66643.9,111.248,5150.26,11007.7,280.409,0,0.923232
66652.7,113.906,5150.22,10995.7,280.696,1,0.142713
66667.1,69.6418,5150.22,10995.7,280.574,0,0.501692
66679.6,79.8104,5150.22,10995.7,280.469,0,0.814935
66689.6,100.236,5150.19,10983.7,280.745,1,0.0643475
66700.6,90.1998,5150.19,10983.7,280.652,0,0.34151
66709.8,108.868,5150.19,10983.7,280.574,0,0.571145
66719,109.142,5150.19,10983.7,280.497,0,0.800205
66728.1,109.376,5150.17,10971.7,280.781,1,0.028775
66739.3,89.6531,5150.17,10971.7,280.687,0,0.307627
66748.4,109.767,5150.17,10971.7,280.61,0,0.535383
66757.3,112.176,5150.17,10971.7,280.535,0,0.758247
66766.5,109.243,5150.17,10971.7,280.458,0,0.987095
66775.4,112.307,5150.15,10959.7,280.743,1,0.2097
66786.3,91.6658,5150.15,10959.7,280.651,0,0.48243
66799.9,73.1689,5150.15,10959.7,280.536,0,0.824105
66809.1,109.173,5150.13,10947.7,280.819,1,0.0531
66821.6,80.2053,5150.13,10947.7,280.714,0,0.3648
66831.3,102.764,5150.13,10947.7,280.632,0,0.608075
66840.3,111.494,5150.13,10947.7,280.556,0,0.832303
66849.5,108.102,5150.12,10935.7,280.838,1,0.063565
66866,60.6991,5150.12,10935.7,280.7,0,0.475432
66875.9,101.075,5150.12,10935.7,280.616,0,0.722772
66885.8,100.678,5150.12,10935.7,280.533,0,0.97109
66896,98.6923,5150.11,10923.7,280.807,1,0.224403
66907.4,87.6878,5150.11,10923.7,280.711,0,0.509505
66916.4,110.566,5150.11,10923.7,280.635,0,0.735615
66925.5,109.545,5150.11,10923.7,280.559,0,0.963832
66934.6,110.251,5150.09,10911.7,280.841,1,0.190588
66945.4,92.3881,5150.09,10911.7,280.75,0,0.461185
66955.4,99.971,5150.09,10911.7,280.667,0,0.711258
66965.9,95.2236,5150.09,10911.7,280.579,0,0.973798
66978.3,81.0261,5150.08,10899.7,280.833,1,0.28234
66997,53.3339,5150.08,10899.7,280.676,0,0.751085
67008.7,85.7052,5150.07,10887.7,280.936,1,0.0427825
67020.5,84.4523,5150.07,10887.7,280.837,0,0.338807
67029.6,110.827,5150.07,10887.7,280.762,0,0.564385
67038.6,110.784,5150.07,10887.7,280.686,0,0.79005
67048,106.367,5150.06,10875.7,280.965,1,0.025085
67064.3,61.3576,5150.06,10875.7,280.829,0,0.432532
67079.6,65.3603,5150.06,10875.7,280.701,0,0.815027
67095.8,61.5135,5150.06,10863.7,280.922,1,0.221443
67113.7,55.9509,5150.06,10863.7,280.773,0,0.668262
67126,81.3471,5150.06,10863.7,280.67,0,0.975587
67137.9,83.9856,5150.05,10851.7,280.927,1,0.273257
67149.5,86.3222,5150.05,10851.7,280.831,0,0.56287
67159.5,99.9091,5150.05,10851.7,280.747,0,0.813097
67168.9,106.142,5150.04,10839.7,281.025,1,0.04863
67180.1,89.6154,5150.04,10839.7,280.932,0,0.3276
67189.4,107.505,5150.04,10839.7,280.854,0,0.560148
67198.7,107.928,5150.04,10839.7,280.777,0,0.791782
67208.1,106.392,5150.04,10827.7,281.055,1,0.0267625
67220.1,83.0958,5150.04,10827.7,280.954,0,0.32762
67230.6,95.4545,5150.04,10827.7,280.867,0,0.589525
67239.5,111.659,5150.04,10827.7,280.793,0,0.81342
67248.7,108.429,5150.03,10815.7,281.071,1,0.043985
67259.6,92.2696,5150.03,10815.7,280.981,0,0.31493
67268.7,109.772,5150.03,10815.7,280.905,0,0.542675
67277.7,111.556,5150.03,10815.7,280.831,0,0.766778
67286.9,108.203,5150.03,10815.7,280.754,0,0.997825
67295.9,111.052,5150.03,10803.7,281.034,1,0.222945
67306.7,93.0458,5150.03,10803.7,280.945,0,0.49163
67315.7,111.052,5150.03,10803.7,280.87,0,0.71675
67324.8,109.366,5150.03,10803.7,280.794,0,0.94534
67333.7,112.189,5150.02,10791.7,281.075,1,0.168178
67347.7,71.3919,5150.02,10791.7,280.959,0,0.518358
67357.9,98.5367,5150.02,10791.7,280.875,0,0.77207
67368.3,96.2232,5150.02,10779.7,281.142,1,0.0318825
67379.6,88.5238,5150.02,10779.7,281.049,0,0.314292
67389,106.106,5150.02,10779.7,280.971,0,0.549905
67398,110.861,5150.02,10779.7,280.896,0,0.775412
67407,110.659,5150.02,10767.7,281.175,1,0.0013325
67418.3,88.534,5150.02,10767.7,281.081,0,0.28371
67428.1,102.421,5150.02,10767.7,281,0,0.5278
67437.7,104.362,5150.02,10767.7,280.921,0,0.76735
67447.6,101.138,5150.02,10755.7,281.192,1,0.0145375
67459.4,84.5123,5150.02,10755.7,281.094,0,0.310353
67469.4,100.035,5150.02,10755.7,281.012,0,0.560265
67479.1,102.599,5150.02,10755.7,280.931,0,0.803932
67488.7,104.408,5150.02,10743.7,281.205,1,0.0433775
67500.7,83.2217,5150.02,10743.7,281.106,0,0.34378
67510.6,101.881,5150.02,10743.7,281.025,0,0.589165
67520.3,103.012,5150.02,10743.7,280.945,0,0.831855
67529.9,103.403,5150.01,10731.7,281.217,1,0.0736275
67541.2,88.5277,5150.01,10731.7,281.124,0,0.356025
67550.9,103.632,5150.01,10731.7,281.044,0,0.597263
67560.5,103.782,5150.01,10731.7,280.965,0,0.838153
67569.9,106.561,5150.01,10719.7,281.239,1,0.07276
67581.6,85.2849,5150.01,10719.7,281.143,0,0.365895
67592,96.3855,5150.01,10719.7,281.057,0,0.62527
67601.6,104.594,5150.01,10719.7,280.979,0,0.86429
67611.2,103.446,5150.01,10707.7,281.25,1,0.105962
67622.8,86.6724,5150.01,10707.7,281.155,0,0.394405
67632.1,106.553,5150.01,10707.7,281.078,0,0.62903
67641.8,103.978,5150.01,10707.7,280.999,0,0.869465
67651,108.546,5150.01,10695.7,281.274,1,0.0997825
67666.2,65.5755,5150.01,10695.7,281.149,0,0.481023
67675.9,103.329,5150.01,10695.7,281.069,0,0.722968
67686.1,97.833,5150.01,10695.7,280.986,0,0.978505
67695.8,103.438,5149.18,10683.8,281.257,1,0.220195
67707.6,84.9748,5149.18,10683.8,281.16,0,0.5144
67720.1,79.7575,5149.18,10683.8,281.057,0,0.82785
67729.9,102.444,5147.9,10671.8,281.327,1,0.071885
67741.6,85.4679,5147.9,10671.8,281.231,0,0.364392
67751.4,101.434,5147.9,10671.8,281.15,0,0.610857
67761.5,99.3463,5147.9,10671.8,281.068,0,0.862503
67771.6,98.7567,5146.37,10659.9,281.334,1,0.11565
67786.9,65.5643,5146.37,10659.9,281.21,0,0.496955
67796.8,100.562,5146.37,10659.9,281.128,0,0.745557
67806.3,104.828,5146.37,10659.9,281.05,0,0.984043
67815.9,104.661,5140.92,10649.2,281.321,1,0.22291
67830.5,68.7318,5140.92,10649.2,281.202,0,0.586643
67840.1,103.987,5140.92,10649.2,281.123,0,0.827057
67849.7,104.185,5133.59,10639.7,281.394,1,0.067015
67862.3,79.4357,5133.59,10639.7,281.291,0,0.381735
67872.4,98.9903,5133.59,10639.7,281.208,0,0.634285
67882,103.694,5133.59,10639.7,281.13,0,0.87538
67891.7,102.741,5125.34,10631,281.399,1,0.11871
67903.6,84.224,5125.34,10631,281.302,0,0.415538
67913.5,101.505,5125.34,10631,281.221,0,0.66183
67924,95.2,5125.34,10631,281.135,0,0.924435
67934.2,97.3985,5116.63,10622.8,281.4,1,0.181112
67946,85.3126,5116.63,10622.8,281.304,0,0.474153
67955.5,105.199,5116.63,10622.8,281.227,0,0.711797
67966.1,93.604,5116.63,10622.8,281.14,0,0.97888
67975.6,105.499,5107.67,10614.8,281.41,1,0.21585
67987.1,87.3813,5107.67,10614.8,281.317,0,0.501953
67998.4,88.4611,5107.67,10614.8,281.225,0,0.784563
68007.5,109.28,5098.57,10607,281.497,1,0.0133325
68022.1,68.4599,5098.57,10607,281.379,0,0.37851
68033,92.3046,5098.57,10607,281.29,0,0.649352
68046.3,75.2089,5098.57,10607,281.182,0,0.98176
68055.8,105.022,5088.14,10601,281.452,1,0.219805
68067.1,88.5897,5088.14,10601,281.36,0,0.502005
68076.6,105.405,5088.14,10601,281.283,0,0.739185
68086.4,102.055,5088.14,10601,281.203,0,0.98415
68096.1,102.915,5077.16,10596.2,281.471,1,0.22707
68107.4,87.9322,5077.16,10596.2,281.378,0,0.51138
68117.3,100.943,5077.16,10596.2,281.298,0,0.759045
68128.2,92.2671,5065.92,10592,281.556,1,0.0299975
68139.9,85.5498,5065.92,10592,281.461,0,0.322225
68149.6,102.64,5065.92,10592,281.382,0,0.565795
68159.3,103.296,5065.92,10592,281.304,0,0.807818
68169,103.094,5054.57,10588.1,281.571,1,0.050315
68180.7,85.3891,5054.57,10588.1,281.476,0,0.343093
68190.1,106.459,5054.57,10588.1,281.4,0,0.577925
68208.3,55.0267,5043.15,10584.4,281.598,1,0.03225
68220.6,81.4425,5043.15,10584.4,281.498,0,0.339215
68230.8,97.2791,5043.15,10584.4,281.415,0,0.596207
68240.5,103.679,5043.15,10584.4,281.337,0,0.837337
