t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render
32203.1,6.90248,8008,18885,8008,18885,0,0,0,0,5.77494,5.77494
34617,0.414273,8250,3550,8250,3550,6353.67,5,0,2413.87,1.3,1.3
34634.7,56.5553,8250,3550,8250,3550,6307.47,0,0.442045,17.6818,1.3,1.3
34642.7,124.307,8250,3550,8250,3550,6286.67,0,0.64316,8.0446,1.3,1.3
34648.1,186.891,8250,3550,8250,3550,6272.91,0,0.776927,5.3507,1.3,1.3
34657.4,107.497,8250,3550,8250,3550,6249.14,1,0.0094925,9.3026,1.56,1.56
34674.9,57.1909,8250,3550,8250,3550,6204.93,0,0.446625,17.4853,1.56,1.56
34691.3,60.8443,8250,3550,8250,3550,6163.94,0,0.85751,16.4354,1.56,1.56
34708.1,59.5735,8250,3550,8250,3550,6122.64,1,0.27716,16.786,1.82,1.82
34724.7,60.0323,8250,3550,8250,3550,6082.19,0,0.693603,16.6577,1.82,1.82
34741.3,60.3005,8250,3550,8250,3550,6042.45,1,0.108193,16.5836,2.08,2.08
34758.1,59.4725,8250,3550,8250,3550,6002.69,0,0.528555,16.8145,2.08,2.08
34775.2,58.4901,8250,3550,8250,3550,5962.79,0,0.955977,17.0969,2.08,2.08
34791.7,60.8569,8250,3550,8250,3550,5924.93,1,0.366778,16.432,2.34,2.34
34808,61.228,8250,3550,8250,3550,5887.79,0,0.775087,16.3324,2.34,2.34
34825.2,58.1216,8250,3550,8250,3550,5849.15,1,0.20522,17.2053,2.6,2.6
34841.5,61.4432,8250,3550,8250,3550,5813.07,0,0.6121,16.2752,2.6,2.6
34859,57.0539,8250,3550,8250,3550,5774.71,1,0.0502825,17.5273,2.86,2.86
34876.2,58.2601,8250,3550,8250,3550,5737.63,0,0.479392,17.1644,2.86,2.86
34892.6,60.9399,8250,3550,8250,3550,5702.62,0,0.889633,16.4096,2.86,2.86
34908.7,62.0548,8250,3550,8250,3550,5668.65,1,0.292502,16.1148,3.12,3.12
34925.4,59.8473,8250,3550,8250,3550,5633.86,0,0.710232,16.7092,3.12,3.12
34941.8,60.9685,8250,3550,8250,3550,5600.12,1,0.12028,16.4019,3.38,3.38
34959,58.1483,8250,3550,8250,3550,5565.17,0,0.550215,17.1974,3.38,3.38
34976.5,57.1112,8250,3550,8250,3550,5530.04,0,0.987957,17.5097,3.38,3.38
34992,64.7211,8250,3550,8250,3550,5499.4,1,0.37423,15.4509,3.64,3.64
35008.6,60.0215,8250,3550,8250,3550,5466.74,0,0.790748,16.6607,3.64,3.64
35025.4,59.4884,8250,3550,8250,3550,5434.18,1,0.210998,16.81,3.9,3.9
35042,60.465,8250,3550,8250,3550,5402.52,0,0.62446,16.5385,3.9,3.9
35059.2,58.1734,8250,3550,8250,3550,5370,1,0.05421,17.19,4.16,4.16
35075.4,61.6424,8250,3550,8250,3550,5339.67,0,0.459775,16.2226,4.16,4.16
35092.3,58.9685,8250,3550,8250,3550,5308.33,0,0.88373,16.9582,4.16,4.16
35108.9,60.5301,8250,3550,8250,3550,5278.15,1,0.296748,16.5207,4.42,4.42
35125.6,59.6338,8250,3550,8250,3550,5247.87,0,0.715972,16.769,4.42,4.42
35141.1,64.5136,8250,3550,8250,3550,5220.18,1,0.103487,15.5006,4.68,4.68
35157.9,59.566,8250,3550,8250,3550,5190.52,0,0.52319,16.7881,4.68,4.68
35175.3,57.4861,8250,3550,8250,3550,5160.14,0,0.958077,17.3955,4.68,4.68
35191.9,60.266,8250,3550,8250,3550,5131.49,1,0.372905,16.5931,4.94,4.94
35208.7,59.4647,8250,3550,8250,3550,5102.78,0,0.793323,16.8167,4.94,4.94
35225.2,60.6734,8250,3550,8250,3550,5074.95,1,0.205365,16.4817,5.2,5.2
35242.3,58.3781,8250,3550,8250,3550,5046.35,0,0.633608,17.1297,5.2,5.2
35258.8,60.7002,8250,3550,8250,3550,5019.14,1,0.0454675,16.4744,5.46,5.46
35275.5,60.0788,8250,3550,8250,3550,4991.95,0,0.461587,16.6448,5.46,5.46
35292,60.3333,8250,3550,8250,3550,4965.16,0,0.875952,16.5746,5.46,5.46
35309.1,58.6648,8250,3550,8250,3550,4937.91,1,0.302103,17.046,5.72,5.72
35326.9,56.0325,8250,3550,8250,3550,4909.7,0,0.748272,17.8468,5.72,5.72
35343.6,60.0687,8250,3550,8250,3550,4883.68,1,0.164463,16.6476,5.98,5.98
35358.4,67.2382,8250,3550,8250,3550,4860.66,0,0.536275,14.8725,5.98,5.98
35376.7,54.7999,8250,3550,8250,3550,4832.71,0,0.99248,18.2482,5.98,5.98
35392.2,64.4799,8250,3550,8250,3550,4809.21,1,0.380197,15.5087,6.24,6.24
35524,7.58933,8250,3550,8250,3550,4618.39,3,0.674298,131.764,0.0200024,0.0200024
35532.6,115.837,8250,3550,8250,3550,4606.41,0,0.890118,8.6328,0.0200024,0.0200024
35542.3,102.542,8250,3550,8250,3550,4592.96,1,0.13392,9.7521,0.280002,0.280002
35559.9,57.0571,8250,3550,8250,3550,4568.98,0,0.572078,17.5263,0.280002,0.280002
35576.3,61.0583,8250,3550,8250,3550,4546.79,0,0.981523,16.3778,0.280002,0.280002
35592.2,62.6531,8250,3550,8250,3550,4525.38,1,0.380545,15.9609,0.540002,0.540002
35610.2,55.6694,8250,3550,8250,3550,4501.52,0,0.829625,17.9632,0.540002,0.540002
35625.7,64.6179,8250,3550,8250,3550,4481.17,1,0.216515,15.4756,0.800002,0.800002
35644.1,54.1486,8250,3550,8250,3550,4457.12,0,0.678208,18.4677,0.800002,0.800002
35661.5,57.4396,8250,3550,8250,3550,4434.68,1,0.113448,17.4096,1.06,1.06
35678.4,59.1474,8250,3550,8250,3550,4413.11,0,0.53612,16.9069,1.06,1.06
35694.2,63.4035,8250,3550,8250,3550,4393.17,0,0.93042,15.772,1.06,1.06
35709.3,66.2436,8250,3550,8250,3550,4374.25,1,0.307815,15.0958,1.32,1.32
35726.6,57.9079,8250,3550,8250,3550,4352.81,0,0.739535,17.2688,1.32,1.32
35742.6,62.4395,8250,3550,8250,3550,4333.12,1,0.139922,16.0155,1.58,1.58
35759.9,57.6283,8250,3550,8250,3550,4311.98,0,0.573738,17.3526,1.58,1.58
35776.1,61.9329,8250,3550,8250,3550,4292.49,0,0.9774,16.1465,1.58,1.58
35792.8,59.8623,8250,3550,8250,3550,4272.52,1,0.395025,16.705,1.84,1.84
35809.4,60.2827,8250,3550,8250,3550,4252.86,0,0.809738,16.5885,1.84,1.84
35826,59.9999,8250,3550,8250,3550,4233.3,1,0.226405,16.6667,2.1,2.1
35842.6,60.4858,8250,3550,8250,3550,4214.07,0,0.639725,16.5328,2.1,2.1
35859.3,59.9003,8250,3550,8250,3550,4194.83,1,0.057085,16.6944,2.36,2.36
35876,59.6193,8250,3550,8250,3550,4175.67,0,0.476413,16.7731,2.36,2.36
35892.7,60.188,8250,3550,8250,3550,4156.87,0,0.891778,16.6146,2.36,2.36
35909.4,59.7182,8250,3550,8250,3550,4138.09,1,0.31041,16.7453,2.62,2.62
35926.1,59.9603,8250,3550,8250,3550,4119.55,0,0.727352,16.6777,2.62,2.62
35942.7,60.0893,8250,3550,8250,3550,4101.22,1,0.1434,16.6419,2.88,2.88
35960.2,57.301,8250,3550,8250,3550,4082.16,0,0.579692,17.4517,2.88,2.88
35976.3,61.8471,8250,3550,8250,3550,4064.67,0,0.983915,16.1689,2.88,2.88
35992.7,61.0568,8250,3550,8250,3550,4047.1,1,0.39337,16.3782,3.14,3.14
36119.6,7.8791,8250,3550,8250,3550,3915.96,3,0.56632,126.918,3.92,3.92
36129.3,103.239,8250,3550,8250,3550,3906.29,0,0.808478,9.6863,3.92,3.92
36137,131.053,8250,3550,8250,3550,3898.72,0,0.99924,7.6305,3.92,3.92
36144.6,131.479,8250,3550,8250,3550,3891.19,1,0.189385,7.6058,4.18,4.18
36160.2,63.9174,8250,3550,8250,3550,3875.81,0,0.580515,15.6452,4.18,4.18
36973.4,1.22978,8250,3550,8250,3550,3215.13,5,0,813.15,5.48,5.48
36984.9,86.9989,8250,3550,8250,3550,3207.4,0,0.28736,11.4944,5.48,5.48
36993.4,116.374,8250,3550,8250,3550,3201.64,0,0.502185,8.593,5.48,5.48
37000.9,134.336,8250,3550,8250,3550,3196.68,0,0.688285,7.444,5.48,5.48
37017.6,59.9337,8250,3550,8250,3550,3185.6,1,0.105412,16.6851,5.74,5.74
37034.4,59.3941,8250,3550,8250,3550,3174.5,0,0.52633,16.8367,5.74,5.74
37050.7,61.5642,8250,3550,8250,3550,3163.86,0,0.93241,16.2432,5.74,5.74
37067.8,58.3206,8250,3550,8250,3550,3152.71,1,0.361075,17.1466,6,6
37084.5,59.8623,8250,3550,8250,3550,3141.92,0,0.7787,16.705,6,6
37101.1,60.2918,8250,3550,8250,3550,3131.28,1,0.19335,16.586,6.26,6.26
37118.3,57.9767,8250,3550,8250,3550,3120.29,0,0.624557,17.2483,6.26,6.26
37135.1,59.8501,8250,3550,8250,3550,3109.72,1,0.0422675,16.7084,6.52,6.52
37151.3,61.6641,8250,3550,8250,3550,3099.53,0,0.44769,16.2169,6.52,6.52
37168.7,57.4125,8250,3550,8250,3550,3088.66,0,0.883135,17.4178,6.52,6.52
37184.9,61.6743,8250,3550,8250,3550,3078.6,1,0.28849,16.2142,6.78,6.78
37201,61.9368,8250,3550,8250,3550,3068.66,0,0.692128,16.1455,6.78,6.78
37217.7,59.8741,8250,3550,8250,3550,3058.44,1,0.10967,16.7017,0.0400047,0.0400047
37234.4,60.0738,8250,3550,8250,3550,3048.32,0,0.525825,16.6462,0.0400047,0.0400047
37251.1,59.9276,8250,3550,8250,3550,3038.24,0,0.942995,16.6868,0.0400047,0.0400047
37267.6,60.5166,8250,3550,8250,3550,3028.33,1,0.356105,16.5244,0.300005,0.300005
37284.5,59.3634,8250,3550,8250,3550,3018.29,0,0.77724,16.8454,0.300005,0.300005
37301.1,59.9564,8250,3550,8250,3550,3008.41,1,0.19421,16.6788,0.560005,0.560005
37319.8,53.4428,8250,3550,8250,3550,2997.41,0,0.662,18.7116,0.560005,0.560005
37336.6,59.7797,8250,3550,8250,3550,2987.64,1,0.0802025,16.7281,0.820005,0.820005
37352.1,64.3733,8250,3550,8250,3550,2978.63,0,0.468563,15.5344,0.820005,0.820005
37367.5,64.7849,8250,3550,8250,3550,2969.73,0,0.854455,15.4357,0.820005,0.820005
37384.6,58.5196,8250,3550,8250,3550,2959.93,1,0.281662,17.0883,1.08,1.08
37400.7,62.2556,8250,3550,8250,3550,2950.79,0,0.683232,16.0628,1.08,1.08
37417.2,60.4427,8250,3550,8250,3550,2941.42,1,0.0968475,16.5446,1.34,1.34
37433.8,60.48,8250,3550,8250,3550,2932.13,0,0.510207,16.5344,1.34,1.34
37450.5,59.6926,8250,3550,8250,3550,2922.77,0,0.92902,16.7525,1.34,1.34
37467.2,60.0994,8250,3550,8250,3550,2913.53,1,0.344997,16.6391,1.6,1.6
37483.9,59.8784,8250,3550,8250,3550,2904.31,0,0.76251,16.7005,1.6,1.6
37500.7,59.3387,8250,3550,8250,3550,2895.07,1,0.18382,16.8524,1.86,1.86
37517.2,60.5569,8250,3550,8250,3550,2886.08,0,0.596655,16.5134,1.86,1.86
37533.9,59.9018,8250,3550,8250,3550,2877.04,1,0.014005,16.694,2.12,2.12
37550.4,60.5686,8250,3550,8250,3550,2868.16,0,0.42676,16.5102,2.12,2.12
37567.2,59.7211,8250,3550,8250,3550,2859.2,0,0.845372,16.7445,2.12,2.12
37583.9,59.9567,8250,3550,8250,3550,2850.34,1,0.26234,16.6787,2.38,2.38
37600.5,60.0337,8250,3550,8250,3550,2841.54,0,0.678773,16.6573,2.38,2.38
37617.6,58.3942,8250,3550,8250,3550,2832.56,1,0.106898,17.125,2.64,2.64
37634.4,59.7829,8250,3550,8250,3550,2823.83,0,0.525078,16.7272,2.64,2.64
37650.7,61.0661,8250,3550,8250,3550,2815.34,0,0.93447,16.3757,2.64,2.64
37667.3,60.35,8250,3550,8250,3550,2806.81,1,0.34872,16.57,2.9,2.9
37683.9,60.2954,8250,3550,8250,3550,2798.31,0,0.763345,16.585,2.9,2.9
37700.5,60.0954,8250,3550,8250,3550,2789.84,1,0.17935,16.6402,3.16,3.16
37717.2,60.1287,8250,3550,8250,3550,2781.43,0,0.595125,16.631,3.16,3.16
37733.8,59.9988,8250,3550,8250,3550,2773.05,1,0.0118,16.667,3.42,3.42
37750.6,59.7657,8250,3550,8250,3550,2764.68,0,0.4301,16.732,3.42,3.42
37767.2,60.0071,8250,3550,8250,3550,2756.4,0,0.846717,16.6647,3.42,3.42
37787,50.6155,8250,3550,8250,3550,2746.65,1,0.340638,19.7568,3.68,3.68
37802.6,64.002,8250,3550,8250,3550,2738.99,0,0.73125,15.6245,3.68,3.68
37821.3,53.4568,8250,3550,8250,3550,2729.87,1,0.198917,18.7067,3.94,3.94
37836,68.1194,8250,3550,8250,3550,2722.75,0,0.56592,14.6801,3.94,3.94
37854.4,54.3047,8250,3550,8250,3550,2713.88,1,0.026285,18.4146,4.2,4.2
37868.4,71.7206,8250,3550,8250,3550,2707.2,0,0.37486,13.943,4.2,4.2
37885.2,59.5181,8250,3550,8250,3550,2699.19,0,0.7949,16.8016,4.2,4.2
37901.5,61.2565,8250,3550,8250,3550,2691.46,1,0.20302,16.3248,4.46,4.46
37918.6,58.3342,8250,3550,8250,3550,2683.39,0,0.631585,17.1426,4.46,4.46
37934,65.1462,8250,3550,8250,3550,2676.2,1,0.0153375,15.3501,4.72001,4.72001
37950.5,60.6277,8250,3550,8250,3550,2668.52,0,0.42769,16.4941,4.72001,4.72001
37967.2,59.75,8250,3550,8250,3550,2660.77,0,0.8461,16.7364,4.72001,4.72001
37983.7,60.7633,8250,3550,8250,3550,2653.2,1,0.257533,16.4573,4.98001,4.98001
38000.4,59.7058,8250,3550,8250,3550,2645.53,0,0.676252,16.7488,4.98001,4.98001
38017.5,58.6067,8250,3550,8250,3550,2637.77,1,0.102825,17.0629,5.24001,5.24001
38033.9,60.8454,8250,3550,8250,3550,2630.33,0,0.513703,16.4351,5.24001,5.24001
38050.5,60.2312,8250,3550,8250,3550,2622.87,0,0.92877,16.6027,5.24001,5.24001
38067.5,58.9536,8250,3550,8250,3550,2615.28,1,0.352832,16.9625,5.50001,5.50001
38083.9,60.8221,8250,3550,8250,3550,2607.97,0,0.763867,16.4414,5.50001,5.50001
38100.6,59.9003,8250,3550,8250,3550,2600.58,1,0.181228,16.6944,5.76001,5.76001
38118.5,55.9003,8250,3550,8250,3550,2592.72,0,0.628452,17.889,5.76001,5.76001
38135.3,59.5415,8250,3550,8250,3550,2585.38,1,0.0483275,16.795,6.02001,6.02001
38150.6,65.3586,8250,3550,8250,3550,2578.73,0,0.430833,15.3002,6.02001,6.02001
38167.2,60.2573,8250,3550,8250,3550,2571.55,0,0.84572,16.5955,6.02001,6.02001
38183.7,60.655,8250,3550,8250,3550,2564.46,1,0.257888,16.4867,6.28001,6.28001
38200.4,59.8405,8250,3550,8250,3550,2557.32,0,0.675665,16.7111,6.28001,6.28001
38216.9,60.4748,8250,3550,8250,3550,2550.29,1,0.08906,16.5358,6.54001,6.54001
38233.8,59.3081,8250,3550,8250,3550,2543.16,0,0.510588,16.8611,6.54001,6.54001
38250.6,59.5135,8250,3550,8250,3550,2536.09,0,0.93066,16.8029,6.54001,6.54001
38280.6,33.3542,8250,3550,8250,3550,2523.58,1,0.68019,29.9812,6.80001,6.80001
38304.9,41.1821,8250,3550,8250,3550,2513.54,1,0.28725,24.2824,0.0600071,0.0600071
38342.5,26.597,8250,3550,8250,3550,2498.14,1,0.227205,37.5982,0.320007,0.320007
38364.3,45.7987,8250,3550,8250,3550,2489.29,0,0.773072,21.8347,0.320007,0.320007
38384.6,49.2446,8250,3550,8250,3550,2481.11,1,0.280742,20.3068,0.580007,0.580007
38403.7,52.3015,8250,3550,8250,3550,2473.46,0,0.75874,19.1199,0.580007,0.580007
38423.1,51.6225,8250,3550,8250,3550,2465.76,1,0.243025,19.3714,0.840007,0.840007
38437.3,70.5393,8250,3550,8250,3550,2460.15,0,0.597438,14.1765,0.840007,0.840007
38452.1,67.2925,8250,3550,8250,3550,2454.3,0,0.96895,14.8605,0.840007,0.840007
38475.9,42.0897,8250,3550,8250,3550,2445,1,0.56292,23.7588,1.10001,1.10001
38496.7,47.9856,8250,3550,8250,3550,2436.91,1,0.08391,20.8396,1.36001,1.36001
38507.7,91.1752,8250,3550,8250,3550,2432.67,0,0.358108,10.9679,1.36001,1.36001
38520.9,75.8478,8250,3550,8250,3550,2427.59,0,0.687715,13.1843,1.36001,1.36001
38544.4,42.5051,8250,3550,8250,3550,2418.59,1,0.27588,23.5266,1.62001,1.62001
38560.9,60.5833,8250,3550,8250,3550,2412.31,0,0.688535,16.5062,1.62001,1.62001
38577.6,59.9391,8250,3550,8250,3550,2405.99,1,0.105625,16.6836,1.88001,1.88001
38594.2,60.0193,8250,3550,8250,3550,2399.72,0,0.522157,16.6613,1.88001,1.88001
38611,59.7229,8250,3550,8250,3550,2393.45,0,0.940758,16.744,1.88001,1.88001
38627.8,59.5749,8250,3550,8250,3550,2387.2,1,0.360397,16.7856,2.14001,2.14001
38645.3,56.9914,8250,3550,8250,3550,2380.69,0,0.79906,17.5465,2.14001,2.14001
38664.8,51.2626,8250,3550,8250,3550,2373.51,1,0.286745,19.5074,2.40001,2.40001
38677.6,78.4763,8250,3550,8250,3550,2368.84,0,0.605313,12.7427,2.40001,2.40001
38694.3,59.8086,8250,3550,8250,3550,2362.73,1,0.0233125,16.72,2.66001,2.66001
38710.9,60.1569,8250,3550,8250,3550,2356.7,0,0.438893,16.6232,2.66001,2.66001
38727.7,59.6954,8250,3550,8250,3550,2350.65,0,0.857685,16.7517,2.66001,2.66001
38744.2,60.408,8250,3550,8250,3550,2344.7,1,0.271538,16.5541,2.92001,2.92001
38760.9,59.9244,8250,3550,8250,3550,2338.73,0,0.68873,16.6877,2.92001,2.92001
38777.6,59.7529,8250,3550,8250,3550,2332.78,1,0.10712,16.7356,3.18001,3.18001
38794.3,60.2286,8250,3550,8250,3550,2326.9,0,0.522205,16.6034,3.18001,3.18001
38810.9,60.0503,8250,3550,8250,3550,2321.04,0,0.938523,16.6527,3.18001,3.18001
38827.6,60.0698,8250,3550,8250,3550,2315.21,1,0.354705,16.6473,3.44001,3.44001
38844.2,60.033,8250,3550,8250,3550,2309.4,0,0.771142,16.6575,3.44001,3.44001
38860.9,60.0114,8250,3550,8250,3550,2303.62,1,0.18773,16.6635,3.70001,3.70001
38877.5,59.9938,8250,3550,8250,3550,2297.87,0,0.60444,16.6684,3.70001,3.70001
38894.3,59.6623,8250,3550,8250,3550,2292.11,1,0.023465,16.761,3.96001,3.96001
38910.9,60.3191,8250,3550,8250,3550,2286.44,0,0.437928,16.5785,3.96001,3.96001
38927.5,60.0071,8250,3550,8250,3550,2280.78,0,0.854545,16.6647,3.96001,3.96001
38944.3,59.5745,8250,3550,8250,3550,2275.1,1,0.274188,16.7857,4.22001,4.22001
38960.9,60.4069,8250,3550,8250,3550,2269.53,0,0.688048,16.5544,4.22001,4.22001
38977.5,60.0734,8250,3550,8250,3550,2263.95,1,0.104205,16.6463,4.48001,4.48001
38994.2,59.9984,8250,3550,8250,3550,2258.39,0,0.520882,16.6671,4.48001,4.48001
39010.9,59.9844,8250,3550,8250,3550,2252.86,0,0.937657,16.671,4.48001,4.48001
39027.5,59.9977,8250,3550,8250,3550,2247.36,1,0.35434,16.6673,4.74001,4.74001
39044.2,60.0673,8250,3550,8250,3550,2241.89,0,0.77054,16.648,4.74001,4.74001
39060.8,60.0821,8250,3550,8250,3550,2236.45,1,0.186638,16.6439,5.00001,5.00001
39077.5,59.8881,8250,3550,8250,3550,2231.02,0,0.604083,16.6978,5.00001,5.00001
39094.2,59.9093,8250,3550,8250,3550,2225.61,1,0.02138,16.6919,5.26001,5.26001
39110.9,60.1023,8250,3550,8250,3550,2220.25,0,0.437337,16.6383,5.26001,5.26001
39127.5,60.1435,8250,3550,8250,3550,2214.92,0,0.85301,16.6269,5.26001,5.26001
39144.1,60.0774,8250,3550,8250,3550,2209.61,1,0.26914,16.6452,5.52001,5.52001
39160.8,59.9912,8250,3550,8250,3550,2204.32,0,0.685867,16.6691,5.52001,5.52001
39177.5,59.9837,8250,3550,8250,3550,2199.05,1,0.102647,16.6712,5.78001,5.78001
39194.1,60.0373,8250,3550,8250,3550,2193.81,0,0.519055,16.6563,5.78001,5.78001
39210.8,59.8501,8250,3550,8250,3550,2188.58,0,0.936765,16.7084,5.78001,5.78001
39227.5,59.8731,8250,3550,8250,3550,2183.37,1,0.354315,16.702,6.04001,6.04001
39244.1,60.2196,8250,3550,8250,3550,2178.22,0,0.769463,16.6059,6.04001,6.04001
39260.8,59.9733,8250,3550,8250,3550,2173.08,1,0.186315,16.6741,6.30001,6.30001
39277.5,60.0438,8250,3550,8250,3550,2167.96,0,0.602678,16.6545,6.30001,6.30001
39294.1,60.0962,8250,3550,8250,3550,2162.87,1,0.0186775,16.64,6.56001,6.56001
39310.8,59.9722,8250,3550,8250,3550,2157.8,0,0.435537,16.6744,6.56001,6.56001
39327.6,59.3306,8250,3550,8250,3550,2152.7,0,0.856905,16.8547,6.56001,6.56001
39344.2,60.2148,8250,3550,8250,3550,2147.69,1,0.272085,16.6072,6.82001,6.82001
39360.8,60.2569,8250,3550,8250,3550,2142.71,0,0.686975,16.5956,6.82001,6.82001
39377.6,59.7425,8250,3550,8250,3550,2137.71,1,0.105438,16.7385,0.0800095,0.0800095
39394.2,60.1804,8250,3550,8250,3550,2132.77,0,0.520855,16.6167,0.0800095,0.0800095
39410.9,59.9585,8250,3550,8250,3550,2127.84,0,0.93781,16.6782,0.0800095,0.0800095
39427.5,60.0622,8250,3550,8250,3550,2122.93,1,0.354045,16.6494,0.340009,0.340009
39444.2,60.0889,8250,3550,8250,3550,2118.05,0,0.770095,16.642,0.340009,0.340009
39460.8,59.956,8250,3550,8250,3550,2113.19,1,0.187067,16.6789,0.600009,0.600009
39477.5,60.0164,8250,3550,8250,3550,2108.35,0,0.60362,16.6621,0.600009,0.600009
39494.2,60.0197,8250,3550,8250,3550,2103.53,1,0.02015,16.6612,0.860009,0.860009
39510.8,59.9617,8250,3550,8250,3550,2098.73,0,0.437082,16.6773,0.860009,0.860009
39527.5,60.0035,8250,3550,8250,3550,2093.95,0,0.853725,16.6657,0.860009,0.860009
39544.2,59.9416,8250,3550,8250,3550,2089.19,1,0.270797,16.6829,1.12001,1.12001
39560.8,60.3027,8250,3550,8250,3550,2084.48,0,0.685372,16.583,1.12001,1.12001
39577.4,60.0211,8250,3550,8250,3550,2079.77,1,0.101893,16.6608,1.38001,1.38001
39594.1,60.0514,8250,3550,8250,3550,2075.09,0,0.518202,16.6524,1.38001,1.38001
39610.7,60.0355,8250,3550,8250,3550,2070.42,0,0.934623,16.6568,1.38001,1.38001
39627.5,59.6687,8250,3550,8250,3550,2065.75,1,0.353602,16.7592,1.64001,1.64001
39644.1,60.2613,8250,3550,8250,3550,2061.14,0,0.768462,16.5944,1.64001,1.64001
39660.8,59.9945,8250,3550,8250,3550,2056.54,1,0.185168,16.6682,1.90001,1.90001
39677.4,59.9977,8250,3550,8250,3550,2051.95,0,0.60185,16.6673,1.90001,1.90001
39694.2,59.6598,8250,3550,8250,3550,2047.36,1,0.0208925,16.7617,2.16001,2.16001
39710.8,60.2381,8250,3550,8250,3550,2042.83,0,0.435912,16.6008,2.16001,2.16001
39727.5,59.9089,8250,3550,8250,3550,2038.3,0,0.853212,16.692,2.16001,2.16001
39744.2,59.8903,8250,3550,8250,3550,2033.79,1,0.270642,16.6972,2.42001,2.42001
39760.9,59.9556,8250,3550,8250,3550,2029.3,0,0.687617,16.679,2.42001,2.42001
39777.6,59.7789,8250,3550,8250,3550,2024.82,1,0.105825,16.7283,2.68001,2.68001
39794.7,58.3948,8250,3550,8250,3550,2020.25,0,0.533945,17.1248,2.68001,2.68001
39811.4,60.0067,8250,3550,8250,3550,2015.82,0,0.950565,16.6648,2.68001,2.68001
39828,60.1431,8250,3550,8250,3550,2011.43,1,0.36624,16.627,2.94001,2.94001
39844.6,60.225,8250,3550,8250,3550,2007.06,0,0.78135,16.6044,2.94001,2.94001
39861.8,58.0434,8250,3550,8250,3550,2002.54,1,0.212062,17.2285,3.20001,3.20001
39878,62.0044,8250,3550,8250,3550,1998.33,0,0.61526,16.1279,3.20001,3.20001
39894.7,59.9502,8250,3550,8250,3550,1994,1,0.0322725,16.6805,3.46001,3.46001
39911.4,59.6431,8250,3550,8250,3550,1989.66,0,0.451432,16.7664,3.46001,3.46001
39928.2,59.4166,8250,3550,8250,3550,1985.33,0,0.87219,16.8303,3.46001,3.46001
39945,59.6274,8250,3550,8250,3550,1981.03,1,0.29146,16.7708,3.72001,3.72001
39961.5,60.7017,8250,3550,8250,3550,1976.82,0,0.70331,16.474,3.72001,3.72001
39977.9,60.7884,8250,3550,8250,3550,1972.64,1,0.114573,16.4505,3.98001,3.98001
39994.8,59.267,8250,3550,8250,3550,1968.37,0,0.536393,16.8728,3.98001,3.98001
40011.2,60.9808,8250,3550,8250,3550,1964.23,0,0.946357,16.3986,3.98001,3.98001
40027.9,59.8634,8250,3550,8250,3550,1960.04,1,0.363975,16.7047,4.24001,4.24001
40044.5,60.3209,8250,3550,8250,3550,1955.9,0,0.778425,16.578,4.24001,4.24001
40061.2,59.8047,8250,3550,8250,3550,1951.73,1,0.196452,16.7211,4.50001,4.50001
40078,59.77,8250,3550,8250,3550,1947.59,0,0.614722,16.7308,4.50001,4.50001
40094.6,59.9316,8250,3550,8250,3550,1943.47,1,0.031865,16.6857,4.76001,4.76001
40111.2,60.2729,8250,3550,8250,3550,1939.39,0,0.446645,16.5912,4.76001,4.76001
40127.9,59.8022,8250,3550,8250,3550,1935.3,0,0.86469,16.7218,4.76001,4.76001
40144.5,60.2417,8250,3550,8250,3550,1931.25,1,0.279685,16.5998,5.02001,5.02001
40161.2,59.9168,8250,3550,8250,3550,1927.2,0,0.69693,16.6898,5.02001,5.02001
40177.8,60.2119,8250,3550,8250,3550,1923.19,1,0.11213,16.608,5.28001,5.28001
40194.6,59.7207,8250,3550,8250,3550,1919.16,0,0.530745,16.7446,5.28001,5.28001
40210.8,61.6527,8250,3550,8250,3550,1915.27,0,0.936243,16.2199,5.28001,5.28001
40227.4,60.3096,8250,3550,8250,3550,1911.32,1,0.35077,16.5811,5.54001,5.54001
40244.1,59.9456,8250,3550,8250,3550,1907.35,0,0.767815,16.6818,5.54001,5.54001
40260.8,59.9111,8250,3550,8250,3550,1903.4,1,0.1851,16.6914,5.80001,5.80001
40277.4,60.0828,8250,3550,8250,3550,1899.48,0,0.601192,16.6437,5.80001,5.80001
40294.1,59.9866,8250,3550,8250,3550,1895.56,1,0.0179525,16.6704,6.06001,6.06001
40310.7,60.002,8250,3550,8250,3550,1891.67,0,0.434605,16.6661,6.06001,6.06001
40341.3,32.7123,8250,3550,8250,3550,1884.56,1,0.198842,30.5695,6.32001,6.32001
40359.8,54.0071,8250,3550,8250,3550,1880.28,0,0.661745,18.5161,6.32001,6.32001
40375.4,64.2446,8250,3550,8250,3550,1876.7,1,0.0508825,15.5655,6.58001,6.58001
40384.7,107.725,8250,3550,8250,3550,1874.57,0,0.282955,9.2829,6.58001,6.58001
40394.4,102.979,8250,3550,8250,3550,1872.35,0,0.525723,9.7107,6.58001,6.58001
40411.1,59.8863,8250,3550,8250,3550,1868.54,0,0.94318,16.6983,6.58001,6.58001
40427.4,61.2516,8250,3550,8250,3550,1864.83,1,0.351332,16.3261,6.84001,6.84001
