t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay
114875,29.9958,14350.4,6253.84,14350.2,6257.71,234.337,1,0.677208,33.338,5.60999,5.50347,0.83345,0.830291
114908,29.9976,14350.6,6241.84,14350.5,6247.72,234.388,1,0.510607,33.336,5.93999,5.77849,0.8334,0.8303
114942,29.9867,14350.5,6229.84,14350.5,6237.71,234.439,1,0.34431,33.3481,0.269992,0.269992,0.833703,0.830244
114975,29.9994,14350.3,6217.85,14350.4,6227.71,234.49,1,0.17766,33.334,0.599992,0.32862,0.83335,0.83031
115009,29.9722,14350.2,6205.85,14350.3,6217.7,234.541,1,0.011765,33.3642,0.929992,0.603875,0.834105,0.83017
115042,30.0096,14350.2,6205.85,14350.2,6207.71,234.446,0,0.844832,33.3227,0.929992,0.878787,0.833067,0.830362
115075,29.9972,14350,6193.85,14350.1,6197.71,234.497,1,0.678245,33.3365,1.25999,1.15381,0.833413,0.830298
115109,29.9999,14349.9,6181.85,14350,6187.71,234.548,1,0.511582,33.3335,1.58999,1.42881,0.833337,0.830312
115142,29.9995,14349.9,6169.85,14349.9,6177.71,234.598,1,0.34493,33.3339,1.91999,1.70382,0.833347,0.83031
115175,29.9972,14350,6150,14349.9,6166.31,234.745,1,0.178343,33.3365,0.26,0.26,0.833413,0.830298
115209,29.9967,14350,6150,14350,6150,234.65,1,0.0117675,33.337,0.52,0.26306,0.833425,0.830296
115242,30,14350,6150,14350,6150,234.555,0,0.8451,33.3333,0.52,0.479726,0.833332,0.830313
115275,29.9998,14350,6150,14350,6150,234.46,1,0.67844,33.3336,0.78,0.696394,0.83334,0.830311
115309,29.9783,14350,6150,14350,6150,234.365,1,0.512378,33.3575,1.04,0.913218,0.833938,0.830201
115342,29.9953,14350,6150,14350,6150,234.27,1,0.345843,33.3386,1.3,1.12992,0.833465,0.830288
115375,29.9991,14350,6150,14350,6150,234.175,1,0.1792,33.3343,1.56,1.34659,0.833358,0.830308
115409,29.9954,14350,6150,14350,6150,234.081,1,0.01266,33.3384,1.82,1.56329,0.83346,0.830289
115442,29.9981,14350,6150,14350,6150,233.986,0,0.846048,33.3355,1.82,1.77997,0.833387,0.830303
115475,29.9937,14350,6150,14350,6150,233.892,1,0.679555,33.3403,2.08,1.99668,0.833507,0.83028
115509,29.9966,14350,6150,14350,6150,233.798,1,0.512982,33.3371,2.34,2.21338,0.833427,0.830295
115542,29.9976,14350,6150,14350,6150,233.703,1,0.346382,33.336,2.6,2.43006,0.8334,0.8303
115575,29.9975,14350,6150,14350,6150,233.609,1,0.179785,33.3361,2.86,2.64674,0.833403,0.8303
115609,29.9997,14350,6150,14350,6150,233.515,1,0.0131275,33.3337,3.12,2.86341,0.833342,0.830311
115642,29.9994,14350,6150,14350,6150,233.421,0,0.846478,33.334,3.12,3.08008,0.83335,0.83031
115675,29.9961,14350,6150,14350,6150,233.327,1,0.67992,33.3377,3.38,3.29678,0.833443,0.830292
115709,29.9989,14350,6150,14350,6150,233.233,1,0.513285,33.3346,3.64,3.51345,0.833365,0.830307
115742,29.9979,14350,6150,14350,6150,233.139,1,0.346678,33.3357,3.9,3.73014,0.833393,0.830302
115775,29.9966,14350,6150,14350,6150,233.046,1,0.180105,33.3371,4.16,3.94683,0.833427,0.830295
115809,29.996,14350,6150,14350,6150,232.952,1,0.01355,33.3378,4.42,4.16352,0.833445,0.830292
115842,29.9995,14350,6150,14350,6150,232.858,0,0.846897,33.3339,4.42,4.38019,0.833347,0.83031
115875,29.9979,14345.7,6138.78,14347.1,6142.37,232.909,1,0.68029,33.3357,0.33,0.33,0.833393,0.830302
115909,29.9963,14338.3,6129.41,14341.9,6133.96,232.96,1,0.513725,33.3374,0.66,0.499529,0.833435,0.830294
115942,29.9975,14330.1,6120.63,14335.4,6126.36,233.011,1,0.347127,33.3361,0.99,0.774552,0.833403,0.8303
115975,29.9977,14321.4,6112.3,14328.5,6119.13,233.062,1,0.180525,33.3359,1.32,1.04957,0.833398,0.830301
116009,29.9979,14312.4,6104.35,14321.3,6112.19,233.113,1,0.0139175,33.3357,1.65,1.32459,0.833393,0.830302
116042,29.9967,14312.4,6104.35,14313.8,6105.57,233.02,0,0.847342,33.337,1.65,1.59962,0.833425,0.830296
116075,29.9994,14303.6,6096.2,14306.4,6098.8,233.071,1,0.680692,33.334,1.98,1.87463,0.83335,0.83031
116109,29.9988,14295,6087.91,14299.2,6091.94,233.121,1,0.51406,33.3347,2.31,2.14964,0.833368,0.830306
116142,29.969,14286.4,6079.53,14292,6084.99,233.172,1,0.348255,33.3678,2.64,2.42492,0.834195,0.830153
116175,29.997,14277.9,6071.05,14284.8,6077.98,233.223,1,0.181672,33.3367,2.97,2.69995,0.833417,0.830297
116209,29.9959,14268.8,6063.17,14277.7,6070.93,233.274,1,0.01512,33.3379,3.3,2.97499,0.833448,0.830292
116242,29.9995,14268.8,6063.17,14270.2,6064.37,233.18,0,0.848468,33.3339,3.3,3.24999,0.833347,0.83031
116275,29.9991,14259.4,6055.79,14262.4,6058.14,233.231,1,0.681825,33.3343,3.63,3.525,0.833358,0.830308
116309,29.9987,14249.5,6048.93,14254.3,6052.25,233.282,1,0.515195,33.3348,3.96,3.80001,0.83337,0.830306
116342,29.9993,14238.6,6044,14245.7,6047.21,233.332,1,0.348547,33.3341,4.29,4.07502,0.833353,0.830309
116375,29.9963,14227,6041.04,14236.5,6043.46,233.383,1,0.181985,33.3375,4.62,4.35006,0.833438,0.830293
116409,29.9987,14215,6040.14,14226.8,6041.02,233.433,1,0.015355,33.3348,4.95,4.62507,0.83337,0.830306
116442,29.9961,14215,6040.14,14216.8,6040.28,233.34,0,0.848798,33.3377,4.95,4.9001,0.833443,0.830292
116475,29.9803,14203,6041.11,14206.8,6040.8,233.391,1,0.682678,33.3552,5.28,5.17528,0.83388,0.830211
116509,29.9986,14191.2,6042.96,14196.9,6042.07,233.441,1,0.51605,33.3349,5.61,5.4503,0.833372,0.830305
116542,29.9966,14179.5,6045.57,14187.1,6043.88,233.491,1,0.349477,33.3371,5.94,5.72533,0.833427,0.830295
116575,29.9999,14167.7,6047.77,14177.3,6045.97,233.542,1,0.182812,33.3334,0.27,0.27,0.833335,0.830312
116609,29.9988,14155.8,6049.62,14167.5,6047.8,233.592,1,0.01618,33.3347,0.6,0.275339,0.833368,0.830306
116642,29.999,14155.8,6049.62,14157.6,6049.34,233.499,0,0.849542,33.3345,0.6,0.550349,0.833363,0.830307
116675,29.9981,14143.8,6050.62,14147.6,6050.3,233.549,1,0.682927,33.3354,0.93,0.825366,0.833385,0.830303
116709,29.9963,14131.8,6050.94,14137.6,6050.78,233.6,1,0.516362,33.3374,1.26,1.1004,0.833435,0.830294
116742,29.9956,14119.9,6050.49,14127.7,6050.78,233.65,1,0.349818,33.3382,1.59,1.37544,0.833455,0.83029
116775,29.9972,14107.9,6050.15,14117.7,6050.43,233.7,1,0.18323,33.3365,1.92,1.65047,0.833413,0.830298
116809,29.999,14095.9,6049.92,14107.7,6050.15,233.75,1,0.01659,33.3344,2.25,1.92547,0.83336,0.830308
116842,29.9963,14095.9,6049.92,14097.7,6049.95,233.657,0,0.850028,33.3375,2.25,2.20051,0.833438,0.830293
116875,29.9965,14083.9,6049.82,14087.7,6049.85,233.708,1,0.683457,33.3372,2.58,2.47554,0.83343,0.830295
116909,29.9625,14071.9,6049.84,14077.6,6049.83,233.758,1,0.517835,33.3751,2.91,2.75089,0.834378,0.830119
116942,29.9999,14059.9,6049.89,14067.6,6049.86,233.808,1,0.35117,33.3334,3.24,3.02589,0.833335,0.830312
116975,29.9985,14050,6050,14058,6049.91,233.832,1,0.184545,33.335,0.69,0.69,0.833375,0.830305
117009,29.9972,14050,6050,14050,6050,233.74,1,0.0179575,33.3365,1.38,0.702391,0.833413,0.830298
117042,29.999,14050,6050,14050,6050,233.647,0,0.851318,33.3344,1.38,1.27741,0.83336,0.830308
117078,27.8367,14050,6050,14050,6050,233.547,1,0.749412,35.9238,2.07,1.89709,0.898095,0.8184
117111,29.9994,14050,6050,14050,6050,233.455,1,0.582762,33.334,2.76,2.47211,0.83335,0.83031
117145,29.998,14050,6050,14050,6050,233.363,1,0.416153,33.3356,3.45,3.04715,0.83339,0.830302
117178,29.9996,14050,6050,14050,6050,233.27,1,0.249498,33.3338,4.14,3.62215,0.833345,0.830311
117211,29.9964,14050,6050,14050,6050,233.178,1,0.08293,33.3373,4.83,4.19722,0.833432,0.830294
117245,29.9978,14050,6050,14050,6050,233.086,0,0.916325,33.3358,4.83,4.77226,0.833395,0.830301
117278,29.9974,14050,6050,14050,6050,232.994,1,0.74973,33.3362,5.52,5.34731,0.833405,0.830299
117311,29.9995,14050,6050,14050,6050,232.902,1,0.583077,33.3339,0,0,0.833347,0.83031
117345,29.9985,14050,6050,14050,6050,232.81,1,0.416452,33.335,0.26,0.108278,0.833375,0.830305
117378,29.994,14050,6050,14050,6050,232.718,1,0.249952,33.34,0.52,0.324988,0.8335,0.830282
117411,29.9964,14050,6050,14050,6050,232.627,1,0.083385,33.3373,0.78,0.54168,0.833432,0.830294
117445,29.9994,14050,6050,14050,6050,232.535,0,0.916735,33.334,0.78,0.758351,0.83335,0.83031
117478,29.9981,14050,6050,14050,6050,232.443,1,0.750122,33.3355,1.04,0.975032,0.833387,0.830303
117511,29.996,14050,6050,14050,6050,232.352,1,0.583568,33.3378,1.3,1.19173,0.833445,0.830292
117545,29.9964,14050,6050,14050,6050,232.26,1,0.417,33.3373,1.56,1.40842,0.833432,0.830294
117578,29.9989,14050,6050,14050,6050,232.169,1,0.250365,33.3346,1.82,1.62509,0.833365,0.830307
117611,29.9967,14050,6050,14050,6050,232.077,1,0.08379,33.337,2.08,1.84179,0.833425,0.830296
117645,29.9172,14050,6050,14050,6050,231.986,0,0.91943,33.4256,2.08,2.05905,0.83564,0.829885
117678,29.9977,14050,6050,14050,6050,231.895,1,0.752828,33.3359,2.34,2.27574,0.833398,0.830301
117711,29.9967,14050,6050,14050,6050,231.804,1,0.586253,33.337,2.6,2.49243,0.833425,0.830296
117745,29.9967,14050,6050,14050,6050,231.713,1,0.419677,33.337,2.86,2.70912,0.833425,0.830296
117778,29.996,14050,6050,14050,6050,231.622,1,0.253123,33.3378,3.12,2.92581,0.833445,0.830292
117812,29.9984,14050,6050,14050,6050,231.531,1,0.0865,33.3351,3.38,3.14249,0.833377,0.830305
117845,29.7035,14050,6050,14050,6050,231.439,0,0.928153,33.6661,3.38,3.36132,0.841653,0.828773
117879,29.6848,14050,6050,14050,6050,231.347,1,0.770335,33.6873,3.64,3.58029,0.842183,0.828675
117912,29.9981,14050,6050,14050,6050,231.257,1,0.603723,33.3355,3.9,3.79697,0.833387,0.830303
117946,29.9998,14050,6050,14050,6050,231.166,1,0.437063,33.3336,4.16,4.01364,0.83334,0.830311
117979,29.997,14050,6050,14050,6050,231.075,1,0.27048,33.3367,4.42,4.23032,0.833417,0.830297
118012,30.0002,14050,6050,14050,6050,230.985,1,0.103808,33.3331,4.68,4.44699,0.833327,0.830314
118046,29.9086,14050,6050,14050,6050,230.894,0,0.939687,33.4352,4.68,4.66432,0.83588,0.829841
118079,29.9983,14050,6050,14050,6050,230.804,1,0.773067,33.3352,4.94,4.881,0.83338,0.830304
118112,29.996,14050,6050,14050,6050,230.714,1,0.606512,33.3378,5.2,5.09769,0.833445,0.830292
118146,29.9974,14050,6050,14050,6050,230.624,1,0.439918,33.3362,5.46,5.31438,0.833405,0.830299
118179,29.9994,14050,6050,14050,6050,230.533,1,0.273268,33.334,5.72,5.53105,0.83335,0.83031
118213,29.7304,14050,6050,14050,6050,230.443,1,0.114157,33.6356,5.98,5.74968,0.84089,0.828914
118246,29.9963,14050,6050,14050,6050,230.353,0,0.947595,33.3375,5.98,5.96638,0.833438,0.830293
118279,29.997,14050,6050,14050,6050,230.263,1,0.781012,33.3367,6.24,6.18306,0.833417,0.830297
118313,29.7841,14050,6050,14050,6050,230.172,1,0.620387,33.575,6.5,6.4013,0.839375,0.829194
118346,29.9972,14050,6050,14050,6050,230.082,1,0.4538,33.3365,6.76,6.61799,0.833413,0.830298
118380,29.9963,14050,6050,14050,6050,229.993,1,0.287235,33.3374,0.0200024,0.0200024,0.833435,0.830294
118413,29.732,14050,6050,14050,6050,229.902,1,0.12808,33.6338,0.280002,0.0533032,0.840845,0.828922
118447,29.999,14050,6050,14050,6050,229.813,0,0.96144,33.3344,0.280002,0.269977,0.83336,0.830308
118480,29.9983,14050,6050,14050,6050,229.723,1,0.79482,33.3352,0.540002,0.486656,0.83338,0.830304
118513,29.995,14050,6050,14050,6050,229.634,1,0.628293,33.3389,0.800002,0.703358,0.833472,0.830287
118547,29.9964,14050,6050,14050,6050,229.545,1,0.461725,33.3373,1.06,0.920051,0.833432,0.830294
118580,29.9989,14050,6050,14050,6050,229.455,1,0.29509,33.3346,1.32,1.13673,0.833365,0.830307
118614,29.7153,14050,6050,14050,6050,229.365,1,0.136407,33.6527,0.69,0.69,0.841317,0.828835
118647,30.0002,14050,6050,14050,6050,229.276,0,0.969735,33.3331,0.69,0.69,0.833327,0.830314
118680,29.9978,14050,6050,14050,6050,229.187,1,0.80313,33.3358,1.38,1.24416,0.833395,0.830301
118714,29.9987,14050,6050,14050,6050,229.098,1,0.6365,33.3348,2.07,1.81919,0.83337,0.830306
118747,29.9992,14050,6050,14050,6050,229.009,1,0.469855,33.3342,2.76,2.3942,0.833355,0.830309
118780,29.9964,14050,6050,14050,6050,228.92,1,0.303288,33.3373,3.45,2.96927,0.833432,0.830294
118814,29.9962,14050,6050,14050,6050,228.831,1,0.136727,33.3376,4.14,3.54434,0.83344,0.830293
118847,29.9959,14050,6050,14050,6050,228.743,0,0.970175,33.3379,4.14,4.11942,0.833448,0.830292
118880,29.9965,14050,6050,14050,6050,228.654,1,0.803605,33.3372,4.83,4.69449,0.83343,0.830295
118914,29.8011,14050,6050,14050,6050,228.565,1,0.6425,33.5558,5.52,5.27332,0.838895,0.829283
118947,29.9996,14050,6050,14050,6050,228.476,1,0.475845,33.3338,0,0,0.833345,0.830311
118980,29.999,14050,6050,14050,6050,228.388,1,0.309207,33.3345,0.26,0.0803939,0.833363,0.830307
119014,29.9976,14050,6050,14050,6050,228.3,1,0.142607,33.336,0.52,0.297078,0.8334,0.8303
119047,29.9963,14050,6050,14050,6050,228.211,0,0.976045,33.3375,0.52,0.513772,0.833438,0.830293
119080,29.9966,14050,6050,14050,6050,228.123,1,0.809473,33.3371,0.78,0.730463,0.833427,0.830295
119114,29.9988,14050,6050,14050,6050,228.035,1,0.64284,33.3347,1.04,0.947138,0.833368,0.830306
119147,29.9963,14050,6050,14050,6050,227.947,1,0.476278,33.3375,1.3,1.16383,0.833438,0.830293
119180,29.9962,14050,6050,14050,6050,227.859,1,0.309718,33.3376,1.56,1.38053,0.83344,0.830293
119214,29.9961,14050,6050,14050,6050,227.771,1,0.14316,33.3377,1.82,1.59722,0.833443,0.830292
119247,29.9966,14050,6050,14050,6050,227.683,0,0.976587,33.3371,1.82,1.81391,0.833427,0.830295
119280,29.9994,14050,6050,14050,6050,227.595,1,0.809937,33.334,2.08,2.03058,0.83335,0.83031
119314,29.9997,14050,6050,14050,6050,227.507,1,0.64328,33.3337,0.69,0.69,0.833342,0.830311
119347,29.9997,14050,6050,14050,6050,227.42,1,0.476622,33.3337,1.38,1.01887,0.833342,0.830311
119380,29.9999,14050,6050,14050,6050,227.332,1,0.30996,33.3335,2.07,1.59387,0.833337,0.830312
119414,29.9962,14050,6050,14050,6050,227.244,1,0.1434,33.3376,2.76,2.16895,0.83344,0.830293
119447,29.9978,14050,6050,14050,6050,227.157,0,0.976795,33.3358,2.76,2.74399,0.833395,0.830301
119480,29.9995,14050,6050,14050,6050,227.069,1,0.810143,33.3339,3.45,3.319,0.833347,0.83031
119514,29.9959,14050,6050,14050,6050,226.982,1,0.64359,33.3379,4.14,3.89408,0.833448,0.830292
119547,29.9968,14050,6050,14050,6050,226.895,1,0.477012,33.3369,4.83,4.46914,0.833422,0.830296
119581,29.8995,14050,6050,14050,6050,226.807,1,0.313147,33.4454,5.52,5.04607,0.836135,0.829794
119614,29.8832,14050,6050,14050,6050,226.72,1,0.149738,33.4636,0,0,0.83659,0.829709
119647,29.9976,14050,6050,14050,6050,226.633,0,0.983137,33.336,0,0,0.8334,0.8303
119681,29.9969,14050,6050,14050,6050,226.546,1,0.816558,33.3368,0.26,0.212305,0.83342,0.830297
119714,29.9981,14050,6050,14050,6050,226.459,1,0.649943,33.3354,0.52,0.428985,0.833385,0.830303
119747,29.9992,14050,6050,14050,6050,226.372,1,0.483297,33.3342,0.78,0.645657,0.833355,0.830309
119781,29.9966,14050,6050,14050,6050,226.285,1,0.316725,33.3371,1.04,0.862348,0.833427,0.830295
119814,29.9983,14050,6050,14050,6050,226.198,1,0.150105,33.3352,1.3,1.07903,0.83338,0.830304
119847,29.9982,14050,6050,14050,6050,226.112,0,0.983487,33.3353,1.3,1.29571,0.833382,0.830304
119881,29.8837,14050,6050,14050,6050,226.025,1,0.820065,33.4631,1.56,1.51322,0.836577,0.829712
119914,29.9968,14050,6050,14050,6050,225.938,1,0.653488,33.3369,1.82,1.72991,0.833422,0.830296
119948,29.9959,14050,6050,14050,6050,225.852,1,0.486935,33.3379,2.08,1.9466,0.833448,0.830292
119981,29.9985,14050,6050,14050,6050,225.765,1,0.32031,33.335,2.34,2.16328,0.833375,0.830305
120014,29.9977,14050,6050,14050,6050,225.679,1,0.153708,33.3359,2.6,2.37996,0.833398,0.830301
120048,29.9983,14050,6050,14050,6050,225.593,0,0.987087,33.3352,2.6,2.59664,0.83338,0.830304
120081,29.9983,14050,6050,14050,6050,225.506,1,0.820467,33.3352,2.86,2.81332,0.83338,0.830304
120114,29.9976,14050,6050,14050,6050,225.42,1,0.653867,33.336,3.12,3.03001,0.8334,0.8303
120148,29.9983,14050,6050,14050,6050,225.334,1,0.487247,33.3352,3.38,3.24668,0.83338,0.830304
120182,29.1645,14050,6050,14050,6050,225.246,1,0.344455,34.2883,3.64,3.46956,0.857207,0.825901
120215,30,14050,6050,14050,6050,225.16,1,0.177787,33.3333,3.9,3.68622,0.833332,0.830313
120248,29.9961,14050,6050,14050,6050,225.074,1,0.01123,33.3377,4.16,3.90292,0.833443,0.830292
120285,27.2471,14050,6050,14050,6050,224.979,0,0.92876,36.7012,4.16,4.14148,0.91753,0.814858
120319,30.0001,14050,6050,14050,6050,224.893,1,0.76209,33.3332,4.42,4.35814,0.83333,0.830313
120352,29.9994,14052.4,6038.24,14051.4,6043,224.945,1,0.59544,33.334,0.33,0.33,0.83335,0.83031
120385,29.9992,14053.1,6026.26,14052.7,6033.11,224.996,1,0.428795,33.3342,0.66,0.471502,0.833355,0.830309
120419,29.997,14052.6,6014.28,14053,6023.12,225.048,1,0.262213,33.3367,0.99,0.74653,0.833417,0.830297
120452,29.9999,14050.5,6002.47,14052.4,6013.15,225.099,1,0.0955475,33.3334,1.32,1.02153,0.833335,0.830312
120485,29.9982,14050.5,6002.47,14050.6,6003.31,225.013,0,0.92893,33.3353,1.32,1.29655,0.833382,0.830304
120519,29.9994,14049.3,5990.53,14049.5,5993.37,225.065,1,0.76228,33.334,1.65,1.57155,0.83335,0.83031
120552,29.9961,14049,5978.53,14049.1,5983.38,225.116,1,0.595722,33.3377,1.98,1.84659,0.833443,0.830292
120585,29.9972,14049.1,5966.53,14049,5973.38,225.167,1,0.429135,33.3365,2.31,2.12161,0.833413,0.830298
120619,29.9984,14049.5,5954.54,14049.2,5963.38,225.219,1,0.262513,33.3351,2.64,2.39663,0.833377,0.830305
120652,30,14049.3,5942.54,14049.4,5953.39,225.27,1,0.095845,33.3333,2.97,2.67163,0.833332,0.830313
120685,29.9965,14049.3,5942.54,14049.3,5943.39,225.184,0,0.929275,33.3372,2.97,2.94666,0.83343,0.830295
120719,29.9985,14048.6,5930.56,14048.8,5933.4,225.235,1,0.76265,33.335,3.3,3.22167,0.833375,0.830305
120752,29.9968,14047.4,5918.62,14047.9,5923.44,225.286,1,0.596072,33.3369,3.63,3.4967,0.833422,0.830296
120785,29.9988,14045.6,5906.76,14046.6,5913.53,225.338,1,0.42944,33.3347,3.96,3.77172,0.833368,0.830306
120819,29.9972,14044.2,5894.84,14045.2,5903.62,225.389,1,0.26285,33.3364,4.29,4.04674,0.83341,0.830298
120852,29.9961,14043.1,5882.88,14044.1,5893.69,225.44,1,0.0962925,33.3377,4.62,4.32178,0.833443,0.830292
120885,29.9968,14043.1,5882.88,14043.2,5883.72,225.354,0,0.929715,33.3369,4.62,4.59681,0.833422,0.830296
120919,29.9994,14043.8,5870.9,14043.7,5873.74,225.405,1,0.763065,33.334,4.95,4.87181,0.83335,0.83031
120952,29.9986,14045.9,5859.08,14045.1,5863.85,225.456,1,0.596438,33.3349,5.28,5.14682,0.833372,0.830305
120985,29.9983,14049.4,5847.61,14047.4,5854.15,225.507,1,0.429817,33.3352,5.61,5.42184,0.83338,0.830304
121019,29.9971,14055.1,5837.04,14050.9,5844.83,225.558,1,0.263232,33.3366,5.94,5.69687,0.833415,0.830298
121052,29.9971,14062.4,5827.53,14055.8,5836.12,225.609,1,0.0966475,33.3366,0.27,0.27,0.833415,0.830298
121085,29.9964,14062.4,5827.53,14061.9,5828.19,225.523,0,0.93008,33.3373,0.27,0.27,0.833432,0.830294
121119,29.9999,14070.1,5818.34,14068.3,5820.51,225.574,1,0.763415,33.3334,0.6,0.521927,0.833335,0.830312
121152,29.9969,14078.1,5809.34,14074.9,5812.97,225.625,1,0.596835,33.3368,0.93,0.796955,0.83342,0.830297
121185,29.9972,14086.1,5800.45,14081.5,5805.52,225.676,1,0.430245,33.3364,1.26,1.07198,0.83341,0.830298
121219,29.9988,14094.3,5791.61,14088.3,5798.12,225.726,1,0.263613,33.3347,1.59,1.34699,0.833368,0.830306
121252,29.9963,14102.4,5782.82,14095,5790.76,225.777,1,0.0970475,33.3374,1.92,1.62203,0.833435,0.830294
121285,29.9998,14102.4,5782.82,14101.8,5783.43,225.692,0,0.930387,33.3336,1.92,1.89703,0.83334,0.830311
121319,29.9999,14110.6,5774.04,14108.7,5776.11,225.742,1,0.763725,33.3335,2.25,2.17203,0.833337,0.830312
121352,29.9959,14118.8,5765.27,14115.5,5768.81,225.793,1,0.597172,33.3379,2.58,2.44707,0.833448,0.830292
121385,29.9987,14127,5756.52,14122.3,5761.5,225.843,1,0.430542,33.3348,2.91,2.72208,0.83337,0.830306
121419,29.9991,14135.2,5747.77,14129.2,5754.21,225.894,1,0.2639,33.3343,3.24,2.99709,0.833358,0.830308
121452,29.9994,14143.4,5739.02,14136,5746.92,225.944,1,0.09725,33.334,3.57,3.27209,0.83335,0.83031
121485,29.9966,14143.4,5739.02,14142.9,5739.63,225.859,0,0.930677,33.3371,3.57,3.54712,0.833427,0.830295
121519,29.9976,14151.6,5730.28,14149.7,5732.34,225.91,1,0.764077,33.336,3.9,3.82214,0.8334,0.8303
121552,29.997,14150.8,5718.3,14151.2,5723.12,225.96,1,0.597495,33.3367,4.23,4.09717,0.833417,0.830297
121585,29.9969,14150,5706.33,14150.5,5713.15,226.011,1,0.430915,33.3368,4.56,4.3722,0.83342,0.830297
121620,28.8785,14149.6,5694.34,14149.9,5702.77,226.058,1,0.29661,34.6278,4.89,4.65788,0.865695,0.824338
121653,29.9969,14149.5,5682.34,14149.6,5692.78,226.108,1,0.13003,33.3368,5.22,4.93291,0.83342,0.830297
121687,29.9954,14149.5,5682.34,14149.5,5682.78,226.023,0,0.963493,33.3385,5.22,5.20795,0.833462,0.830289
121720,29.9967,14149.6,5670.34,14149.6,5672.78,226.073,1,0.796917,33.337,5.55,5.48298,0.833425,0.830296
121753,29.9972,14149.7,5658.34,14149.7,5662.78,226.124,1,0.63033,33.3365,5.88,5.75801,0.833413,0.830298
121787,29.9994,14150,5646.34,14149.9,5652.78,226.174,1,0.46368,33.334,0.209999,0.209999,0.83335,0.83031
121820,29.9992,14150.1,5634.34,14150,5642.78,226.224,1,0.297035,33.3342,0.539999,0.308021,0.833355,0.830309
121853,29.999,14150.1,5622.34,14150.1,5632.78,226.274,1,0.130397,33.3345,0.869999,0.58303,0.833363,0.830307
121887,29.7974,14150.1,5622.34,14150.1,5622.71,226.189,0,0.969397,33.56,0.869999,0.8599,0.839,0.829263
121920,29.9966,14150.1,5610.34,14150.1,5612.71,226.239,1,0.802825,33.3371,1.2,1.13493,0.833427,0.830295
121953,29.9993,14150,5598.34,14150,5602.71,226.289,1,0.636177,33.3341,1.53,1.40994,0.833353,0.830309
121987,29.9982,14150,5586.34,14150,5592.71,226.339,1,0.46956,33.3353,1.86,1.68495,0.833382,0.830304
122020,29.9958,14150,5574.34,14150,5582.71,226.389,1,0.30301,33.338,2.19,1.95999,0.83345,0.830291
122054,29.9973,14150,5562.34,14150,5572.71,226.439,1,0.136417,33.3363,2.52,2.23502,0.833408,0.830299
122087,29.9952,14150,5562.34,14150,5562.7,226.354,0,0.969885,33.3387,2.52,2.51006,0.833467,0.830288
122120,29.9972,14150,5550.34,14150,5552.7,226.404,1,0.803298,33.3365,2.85,2.78509,0.833413,0.830298
122154,29.9954,14150,5538.34,14150,5542.7,226.454,1,0.63676,33.3385,3.18,3.06013,0.833462,0.830289
122187,29.9995,14150,5526.34,14150,5532.7,226.504,1,0.470107,33.3339,3.51,3.33513,0.833347,0.83031
122220,29.9981,14150,5514.34,14150,5522.7,226.553,1,0.303495,33.3355,3.84,3.61015,0.833387,0.830303
122254,29.9995,14150,5502.34,14150,5512.7,226.603,1,0.136843,33.3339,4.17,3.88516,0.833347,0.83031
122287,29.9977,14150,5502.34,14150,5502.7,226.519,0,0.97024,33.3359,4.17,4.16018,0.833398,0.830301
122320,29.9966,14150,5490.34,14150,5492.7,226.568,1,0.803667,33.3371,4.5,4.43521,0.833427,0.830295
122354,29.998,14150,5478.34,14150,5482.7,226.618,1,0.637057,33.3356,4.83,4.71023,0.83339,0.830302
122387,29.9975,14150,5466.34,14150,5472.7,226.668,1,0.47046,33.3361,5.16,4.98525,0.833403,0.8303
122420,29.9967,14150,5450,14150,5461.38,226.766,1,0.303885,33.337,0.26,0.26,0.833425,0.830296
122454,29.9969,14150,5450,14150,5450,226.682,1,0.137305,33.3368,0.52,0.295699,0.83342,0.830297
122487,29.9996,14150,5450,14150,5450,226.597,0,0.97065,33.3338,0.52,0.512369,0.833345,0.830311
122520,29.9974,14150,5450,14150,5450,226.513,1,0.804055,33.3362,0.78,0.729054,0.833405,0.830299
122554,29.9984,14150,5450,14150,5450,226.429,1,0.637433,33.3351,1.04,0.945732,0.833377,0.830305
122587,29.9998,14150,5450,14150,5450,226.345,1,0.470773,33.3336,1.3,1.1624,0.83334,0.830311
122620,29.9998,14150,5450,14150,5450,226.261,1,0.304112,33.3336,1.56,1.37907,0.83334,0.830311
122654,29.9966,14150,5450,14150,5450,226.177,1,0.13754,33.3371,1.82,1.59576,0.833427,0.830295
122687,29.9977,14150,5450,14150,5450,226.093,0,0.970937,33.3359,1.82,1.81244,0.833398,0.830301
122720,29.9965,14150,5450,14150,5450,226.009,1,0.804367,33.3372,2.08,2.02914,0.83343,0.830295
122754,29.9994,14150,5450,14150,5450,225.925,1,0.637717,33.334,2.34,2.24581,0.83335,0.83031
122787,29.9993,14150,5450,14150,5450,225.841,1,0.47107,33.3341,2.6,2.46248,0.833353,0.830309
122820,29.9978,14150,5450,14150,5450,225.758,1,0.304465,33.3358,2.86,2.67916,0.833395,0.830301
122854,29.9993,14150,5450,14150,5450,225.674,1,0.137818,33.3341,3.12,2.89583,0.833353,0.830309
