t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay
49892.4,54.2202,12465.5,11171.1,12476.1,11172.1,606.164,1,0.110065,18.4433,1.53,1.23632,0.461082,0.902228
49911.3,52.9644,12465.5,11171.1,12470.5,11171.6,605.493,0,0.58208,18.8806,1.53,1.39209,0.472015,0.90003
49930.4,52.3884,12453.5,11170,12464.8,11171,605.519,1,0.059285,19.0882,1.86,1.54956,0.477205,0.898988
49947.7,57.7091,12453.5,11170,12459.6,11170.6,604.904,0,0.492492,17.3283,1.86,1.69252,0.433208,0.907858
49962.8,66.4297,12453.5,11170,12455.1,11170.1,604.372,0,0.86883,15.0535,1.86,1.81671,0.376337,0.919452
49980.9,55.1453,12441.6,11168.8,12449.7,11169.6,604.433,1,0.322177,18.1339,2.19,1.96632,0.453348,0.903787
49996.4,64.6584,12441.6,11168.8,12445.1,11169.2,603.887,0,0.708825,15.4659,2.19,2.09391,0.386647,0.917339
50011.6,65.7225,12429.6,11167.7,12440.5,11168.7,604.051,1,0.0892125,15.2155,2.52,2.21944,0.380388,0.918622
50027.4,63.4075,12429.6,11167.7,12435.8,11168.3,603.496,0,0.483487,15.771,2.52,2.34955,0.394275,0.915779
50042.1,67.8357,12429.6,11167.7,12431.4,11167.9,602.978,0,0.852025,14.7415,2.52,2.47117,0.368537,0.921054
50056.7,68.5899,12421.6,11176.7,12427.9,11169.7,603.164,1,0.21651,14.5794,2.85,2.59145,0.364485,0.921887
50072.8,61.9798,12421.6,11176.7,12424.7,11173.3,602.599,0,0.619868,16.1343,2.85,2.72456,0.403358,0.913925
50087.5,68.3714,12421.6,11176.7,12421.7,11176.5,602.087,0,0.985518,14.626,2.85,2.84522,0.36565,0.921647
50101.4,71.6245,12413.6,11185.6,12418.9,11179.6,602.296,1,0.33456,13.9617,3.18,2.9604,0.349043,0.925069
50120.4,52.6912,12413.6,11185.6,12415.1,11183.9,601.633,0,0.809022,18.9785,3.18,3.11698,0.474463,0.899539
50134.9,69.0713,12404.8,11193.8,12412.1,11187,601.824,1,0.170968,14.4778,3.51,3.23642,0.361945,0.92241
50150.2,65.2307,12404.8,11193.8,12408.7,11190.1,601.29,0,0.554223,15.3302,3.51,3.36289,0.383255,0.918034
50166.5,61.4002,12404.8,11193.8,12405.2,11193.5,600.724,0,0.961388,16.2866,3.51,3.49726,0.407165,0.913149
50183.6,58.3921,12395.7,11201.6,12401.3,11196.8,600.823,1,0.389527,17.1256,3.84,3.63854,0.42814,0.908885
50199.3,63.8117,12395.7,11201.6,12397.7,11199.9,600.28,0,0.781305,15.6711,3.84,3.76783,0.391777,0.91629
50214,67.9472,12386.4,11209.1,12394.3,11202.7,600.462,1,0.149237,14.7173,4.17,3.88925,0.367932,0.921178
50229.9,63.1225,12386.4,11209.1,12390.6,11205.7,599.914,0,0.545292,15.8422,4.17,4.01995,0.396055,0.915416
50244.6,67.7622,12386.4,11209.1,12387.2,11208.5,599.405,0,0.91423,14.7575,4.17,4.1417,0.368937,0.920972
50259.2,68.3546,12376.9,11216.5,12383.7,11211.2,599.59,1,0.27997,14.6296,4.5,4.26239,0.36574,0.921629
50275.3,62.2898,12376.9,11216.5,12379.9,11214.1,599.038,0,0.68132,16.054,4.5,4.39483,0.40135,0.914335
50289.9,68.5848,12367.3,11223.8,12376.5,11216.8,599.225,1,0.0458325,14.5805,4.83,4.51512,0.364513,0.921881
50305,66.1126,12367.3,11223.8,12372.8,11219.6,598.705,0,0.423975,15.1257,4.83,4.63991,0.378143,0.919082
50320.4,65.0703,12367.3,11223.8,12369.2,11222.4,598.178,0,0.808175,15.368,4.83,4.7667,0.3842,0.91784
50336.4,62.2529,12357.8,11231,12365.3,11225.3,598.315,1,0.209762,16.0635,5.16,4.89922,0.401587,0.914286
50352.1,63.7198,12357.8,11231,12361.6,11228.1,597.778,0,0.602105,15.6937,5.16,5.02869,0.392343,0.916174
50366.3,70.6544,12357.8,11231,12358.2,11230.7,597.295,0,0.95594,14.1534,5.16,5.14546,0.353835,0.924081
50380.4,70.6884,12348.1,11238.1,12354.8,11233.2,597.497,1,0.309605,14.1466,5.49,5.26217,0.353665,0.924116
50396,64.1902,12348.1,11238.1,12351,11236,596.966,0,0.699072,15.5787,5.49,5.39069,0.389468,0.916762
50410.7,68.2063,12338.5,11245.3,12347.5,11238.6,597.151,1,0.0656075,14.6614,5.82,5.51165,0.366535,0.921466
50428.1,57.3638,12338.5,11245.3,12343.3,11241.7,596.559,0,0.501423,17.4326,5.82,5.65547,0.435815,0.90733
50448.6,48.7083,12328.8,11252.4,12338.4,11245.4,596.545,1,0.0146825,20.5304,0.149999,0.149999,0.51326,0.891785
50466.1,57.3161,12328.8,11252.4,12334.1,11248.5,595.953,0,0.45086,17.4471,0.149999,0.149999,0.436177,0.907256
50482.9,59.3271,12328.8,11252.4,12330.1,11251.5,595.383,0,0.872253,16.8557,0.149999,0.149999,0.421393,0.910255
50498,66.492,12317.2,11255.5,12326,11253.2,595.556,1,0.248238,15.0394,0.479999,0.231917,0.375985,0.919524
50514,62.3375,12317.2,11255.5,12321.3,11254.4,595.014,0,0.64928,16.0417,0.479999,0.364261,0.401042,0.914397
50529.4,64.8475,12305.3,11254.3,12316.8,11255.5,595.174,1,0.0348,15.4208,0.809999,0.491483,0.38552,0.91757
50545.1,63.7881,12305.3,11254.3,12312.2,11255,594.647,0,0.426722,15.6769,0.809999,0.620817,0.391923,0.91626
50560.4,65.5867,12305.3,11254.3,12307.6,11254.5,594.134,0,0.807898,15.247,0.809999,0.746605,0.381175,0.91846
50575.1,67.8638,12293.4,11252.8,12303.2,11254,594.317,1,0.176282,14.7354,1.14,0.868172,0.368385,0.921085
50590.7,63.9783,12293.4,11252.8,12298.6,11253.5,593.793,0,0.56704,15.6303,1.14,0.997122,0.390758,0.916498
50605.5,67.6119,12293.4,11252.8,12294.2,11252.9,593.298,0,0.936797,14.7903,1.14,1.11914,0.369758,0.920803
50620.3,67.5461,12281.5,11251,12289.8,11252.2,593.48,1,0.306915,14.8047,1.47,1.24128,0.370117,0.920729
50636,63.6716,12281.5,11251,12285.1,11251.5,592.955,0,0.699555,15.7056,1.47,1.37085,0.39264,0.916113
50651.3,65.2882,12269.6,11249.9,12280.6,11250.9,593.119,1,0.0824725,15.3167,1.8,1.49721,0.382917,0.918103
50667.2,63.2375,12269.6,11249.9,12275.8,11250.5,592.592,0,0.477807,15.8134,1.8,1.62768,0.395335,0.915563
50681.9,67.8859,12269.6,11249.9,12271.4,11250.1,592.102,0,0.846072,14.7306,1.8,1.7492,0.368265,0.92111
50696.5,68.4308,12257.6,11249.4,12267.1,11249.8,592.29,1,0.211405,14.6133,2.13,1.86976,0.365333,0.921713
50712.3,63.3028,12257.6,11249.4,12262.3,11249.6,591.766,0,0.606332,15.7971,2.13,2.00009,0.394928,0.915646
50726.6,69.7355,12257.6,11249.4,12258,11249.4,591.291,0,0.96483,14.3399,2.13,2.11839,0.358498,0.92312
50740.8,70.6359,12245.6,11248.8,12253.8,11249.2,591.494,1,0.318758,14.1571,2.46,2.23519,0.353927,0.924062
50759.5,53.3954,12245.6,11248.8,12248.2,11248.9,590.875,0,0.786963,18.7282,2.46,2.3897,0.468205,0.900796
50774.2,68.1905,12233.6,11248.6,12243.8,11248.8,591.061,1,0.153582,14.6648,2.79,2.51068,0.36662,0.921448
50789,67.3659,12233.6,11248.6,12239.3,11248.7,590.571,0,0.52469,14.8443,2.79,2.63315,0.371107,0.920526
50802.6,73.9339,12233.6,11248.6,12235.3,11248.6,590.126,0,0.86283,13.5256,2.79,2.74473,0.33814,0.927323
50820.7,55.2062,12221.6,11248.6,12229.8,11248.6,590.199,1,0.315677,18.1139,3.12,2.89417,0.452848,0.903888
50837.5,59.2958,12221.6,11248.6,12224.8,11248.6,589.645,0,0.737293,16.8646,3.12,3.0333,0.421615,0.910209
50851.7,70.4647,12209.6,11248.6,12220.5,11248.6,589.847,1,0.09208,14.1915,3.45,3.15038,0.354787,0.923884
50869.8,55.2703,12209.6,11248.6,12215.1,11248.6,589.254,0,0.544402,18.0929,3.45,3.29965,0.452323,0.903994
50885.5,63.948,12209.6,11248.6,12210.4,11248.6,588.743,0,0.935345,15.6377,3.45,3.42866,0.390943,0.916461
50901.2,63.4284,12197.6,11248.8,12205.7,11248.7,588.894,1,0.32949,15.7658,3.78,3.55873,0.394145,0.915806
50917.5,61.4492,12197.6,11248.8,12200.8,11248.7,588.363,0,0.73633,16.2736,3.78,3.69299,0.40684,0.913215
50934.5,58.8298,12185.6,11249,12195.7,11248.8,588.473,1,0.161285,16.9982,4.11,3.83322,0.424955,0.909531
50950.7,61.8009,12185.6,11249,12190.8,11248.9,587.947,0,0.56581,16.181,4.11,3.96672,0.404525,0.913687
50964.9,70.1848,12185.6,11249,12186.6,11249,587.484,0,0.922013,14.2481,4.11,4.08426,0.356203,0.923593
50978.7,72.49,12173.6,11249.2,12182.4,11249,587.699,1,0.266887,13.795,4.44,4.19807,0.344875,0.92593
50993.4,68.3354,12173.6,11249.2,12178,11249.1,587.225,0,0.63273,14.6337,4.44,4.3188,0.365842,0.921608
51006.9,73.9503,12173.6,11249.2,12174,11249.2,586.787,0,0.970795,13.5226,4.44,4.43036,0.338065,0.927338
51021,70.811,12161.6,11249.4,12169.7,11249.2,586.992,1,0.323848,14.1221,4.77,4.54687,0.353052,0.924242
51036.2,65.9822,12161.6,11249.4,12165.2,11249.3,586.502,0,0.702738,15.1556,4.77,4.6719,0.37889,0.918929
51050.3,70.8506,12149.6,11249.6,12161,11249.4,586.707,1,0.0555925,14.1142,5.1,4.78834,0.352855,0.924283
51072.1,45.9017,12149.6,11249.6,12154.4,11249.5,586.005,0,0.600235,21.7857,5.1,4.96808,0.544643,0.885561
51087.1,66.2809,12149.6,11249.6,12149.9,11249.6,585.519,0,0.977418,15.0873,5.1,5.09255,0.377183,0.919279
51103,63.1728,12137.6,11249.9,12145.1,11249.7,585.669,1,0.373158,15.8296,5.43,5.22314,0.39574,0.91548
51119.8,59.2856,12137.6,11249.9,12140.1,11249.8,585.128,0,0.794845,16.8675,5.43,5.3623,0.421688,0.910195
51135.5,64.0127,12125.6,11250,12135.4,11249.9,585.284,1,0.185392,15.6219,5.76,5.49118,0.390548,0.916541
51155.6,49.7401,12125.6,11250,12129.4,11250,584.641,0,0.688005,20.1045,5.76,5.65704,0.502612,0.893906
51170,69.3611,12113.6,11250.1,12125,11250,584.836,1,0.0484375,14.4173,0.0899978,0.0899978,0.360433,0.922721
51186.4,60.9002,12113.6,11250.1,12120.1,11250.1,584.312,0,0.458945,16.4203,0.0899978,0.0899978,0.410508,0.912468
51203.9,57.2839,12113.6,11250.1,12114.9,11250.1,583.756,0,0.895368,17.4569,0.0899978,0.0899978,0.436422,0.907207
51219.7,62.9949,12101.6,11250.1,12110.1,11250.1,583.905,1,0.292225,15.8743,0.419998,0.186432,0.396858,0.915252
51236.2,60.7091,12101.6,11250.1,12105.2,11250.1,583.381,0,0.704025,16.472,0.419998,0.322326,0.4118,0.912205
51250.9,67.9459,12089.6,11250.1,12100.8,11250.1,583.567,1,0.071965,14.7176,0.749998,0.443746,0.36794,0.921177
51265.9,66.6418,12089.6,11250.1,12096.3,11250.1,583.091,0,0.447105,15.0056,0.749998,0.567542,0.37514,0.919698
51279.9,71.7612,12089.6,11250.1,12092.1,11250.1,582.65,0,0.795483,13.9351,0.749998,0.682507,0.348377,0.925207
51294,70.7159,12077.6,11250.1,12087.8,11250.1,582.854,1,0.14901,14.1411,1.08,0.799171,0.353527,0.924144
51311.3,57.8208,12077.6,11250.1,12082.7,11250.1,582.307,0,0.58138,17.2948,1.08,0.941853,0.43237,0.908028
51325.5,70.4518,12077.6,11250.1,12078.4,11250.1,581.86,0,0.936233,14.1941,1.08,1.05895,0.354852,0.923871
51339.5,71.4704,12065.6,11250.1,12074.2,11250.1,582.068,1,0.286027,13.9918,1.41,1.17439,0.349795,0.924914
51354.4,66.9617,12065.6,11250.1,12069.7,11250.1,581.598,0,0.659375,14.9339,1.41,1.29759,0.373347,0.920066
51368.7,70.174,12053.6,11250.1,12065.4,11250.1,581.799,1,0.0156325,14.2503,1.74,1.41516,0.356257,0.923581
51384.3,64.1223,12053.6,11250.1,12060.8,11250.1,581.309,0,0.405513,15.5952,1.74,1.54382,0.38988,0.916678
51398.6,69.6175,12053.6,11250.1,12056.5,11250.1,580.858,0,0.764618,14.3642,1.74,1.66232,0.359105,0.922995
51412.7,71.0348,12041.6,11250,12052.2,11250.1,581.065,1,0.116558,14.0776,2.07,1.77846,0.35194,0.924471
51428.6,62.8796,12041.6,11250,12047.5,11250.1,580.567,0,0.514143,15.9034,2.07,1.90966,0.397585,0.915103
51446.2,56.8353,12041.6,11250,12042.2,11250,580.017,0,0.95401,17.5947,2.07,2.05482,0.439867,0.90651
51464,56.218,12029.6,11250,12036.8,11250,580.107,1,0.398708,17.7879,2.4,2.20157,0.444697,0.905533
51481.9,55.9763,12029.6,11250,12031.5,11250,579.551,0,0.845325,17.8647,2.4,2.34895,0.446618,0.905145
51497.3,64.855,12017.6,11250,12026.9,11250,579.715,1,0.2308,15.419,2.73,2.47616,0.385475,0.917579
51513,63.6809,12017.6,11250,12022.1,11250,579.227,0,0.623383,15.7033,2.73,2.60571,0.392583,0.916125
51527.2,70.3948,12017.6,11250,12017.9,11250,578.786,0,0.978522,14.2056,2.73,2.72291,0.35514,0.923812
51541.2,71.5763,12005.6,11250,12013.7,11250,578.996,1,0.3278,13.9711,3.06,2.83817,0.349277,0.925021
51555.1,71.8959,12005.6,11250,12009.5,11250,578.565,0,0.675525,13.909,3.06,2.95292,0.347725,0.925341
51567.8,78.4166,12005.6,11250,12005.7,11250,578.17,0,0.994335,12.7524,3.06,3.05813,0.31881,0.931331
51580.5,78.5793,11993.6,11250,12001.9,11250,578.418,1,0.312485,12.726,3.39,3.16312,0.31815,0.931468
51594.4,71.9424,11993.6,11250,11997.7,11250,577.989,0,0.659985,13.9,3.39,3.27779,0.3475,0.925388
51607.2,78.1684,11993.6,11250,11993.9,11250,577.595,0,0.979807,12.7929,3.39,3.38333,0.319822,0.931121
51621.4,70.8481,11981.6,11250,11989.6,11250,577.8,1,0.332675,14.1147,3.72,3.49978,0.352868,0.92428
51636.1,67.621,11981.6,11250,11985.2,11250,577.344,0,0.702383,14.7883,3.72,3.62178,0.369707,0.920813
51649.4,75.5008,11969.6,11250,11981.2,11250,577.576,1,0.033505,13.2449,4.05,3.73105,0.331122,0.928776
51664.7,65.3083,11969.6,11250,11976.6,11250,577.106,0,0.416305,15.312,4.05,3.85738,0.3828,0.918127
51678.6,71.7468,11969.6,11250,11972.5,11250,576.678,0,0.764753,13.9379,4.05,3.97237,0.348448,0.925192
51692.5,72.1834,11950,11250,11967.4,11250,577.296,1,0.111093,13.8536,0.28,0.28,0.34634,0.925627
51707.6,65.9757,11950,11250,11960,11250,576.832,0,0.49002,15.1571,0.28,0.28,0.378927,0.918921
51721.1,74.287,11950,11250,11953.4,11250,576.42,0,0.826553,13.4613,0.28,0.28,0.336533,0.927655
51734.6,74.201,11950,11250,11950,11250,576.008,1,0.163475,13.4769,0.56,0.325773,0.336922,0.927575
51748.9,69.7457,11950,11250,11950,11250,575.571,0,0.52192,14.3378,0.56,0.426138,0.358445,0.923131
51762.9,71.3018,11950,11250,11950,11250,575.144,0,0.872543,14.0249,0.56,0.524312,0.350623,0.924743
51776.4,74.2594,11950,11250,11950,11250,574.734,1,0.2092,13.4663,0.84,0.618576,0.336657,0.927629
51790,73.6898,11950,11250,11950,11250,574.322,0,0.54846,13.5704,0.84,0.713569,0.33926,0.927091
51802.6,79.3582,11950,11250,11950,11250,573.94,0,0.863487,12.6011,0.84,0.801777,0.315028,0.932118
51815.2,79.1002,11950,11250,11950,11250,573.557,1,0.179542,12.6422,1.12,0.890272,0.316055,0.931904
51829.1,72.2564,11950,11250,11950,11250,573.139,0,0.525532,13.8396,1.12,0.987149,0.34599,0.9257
51842.6,74.0001,11950,11250,11950,11250,572.73,0,0.86337,13.5135,1.12,1.08174,0.337837,0.927385
51857.2,68.2911,11950,11250,11950,11250,572.289,1,0.22945,14.6432,1.4,1.18425,0.36608,0.921559
51873.8,60.1953,11950,11250,11950,11250,571.789,0,0.644765,16.6126,1.4,1.30053,0.415315,0.91149
51888,70.5995,11950,11250,11950,11250,571.363,0,0.998875,14.1644,1.4,1.39969,0.35411,0.924024
51902.6,68.6125,11950,11250,11950,11250,570.926,1,0.36324,14.5746,1.68,1.50171,0.364365,0.921912
51920.6,55.4576,11950,11250,11950,11250,570.385,0,0.814035,18.0318,1.68,1.62793,0.450795,0.904302
51934.6,71.4679,11950,11250,11950,11250,569.967,1,0.163842,13.9923,1.96,1.72588,0.349808,0.924911
51949,69.2535,11950,11250,11950,11250,569.535,0,0.524835,14.4397,1.96,1.82695,0.360992,0.922606
51967.1,55.4908,11950,11250,11950,11250,568.998,0,0.97536,18.021,1.96,1.9531,0.450525,0.904356
51982.1,66.6245,11950,11250,11950,11250,568.551,1,0.350598,15.0095,2.24,2.05817,0.375237,0.919678
51996.5,69.241,11950,11250,11950,11250,568.122,0,0.711655,14.4423,2.24,2.15926,0.361057,0.922593
52009.9,74.7479,11950,11250,11950,11250,567.725,1,0.0461125,13.3783,2.52,2.25291,0.334457,0.928085
52024.1,70.4871,11950,11250,11950,11250,567.305,0,0.400788,14.187,2.52,2.35222,0.354675,0.923907
52040.6,60.5254,11950,11250,11950,11250,566.816,0,0.813838,16.522,2.52,2.46787,0.41305,0.911951
52055.1,68.8629,11950,11250,11950,11250,566.387,1,0.176877,14.5216,2.8,2.56953,0.36304,0.922184
52070.2,66.413,11950,11250,11950,11250,565.943,0,0.55331,15.0573,2.8,2.67493,0.376433,0.919433
52084.1,71.9621,11950,11250,11950,11250,565.534,0,0.900715,13.8962,2.8,2.7722,0.347405,0.925407
52097.4,74.8593,11950,11250,11950,11250,565.141,1,0.234675,13.3584,3.08,2.86571,0.33396,0.928188
52112,68.6799,11950,11250,11950,11250,564.713,0,0.598683,14.5603,3.08,2.96763,0.364008,0.921985
52125.8,72.3631,11950,11250,11950,11250,564.308,0,0.944162,13.8192,3.08,3.06437,0.34548,0.925805
52138.7,77.3808,11950,11250,11950,11250,563.93,1,0.26724,12.9231,3.36,3.15483,0.323077,0.930445
52152.3,73.8716,11950,11250,11950,11250,563.534,0,0.605665,13.537,3.36,3.24959,0.338425,0.927264
52167,67.8086,11950,11250,11950,11250,563.103,0,0.97435,14.7474,3.36,3.35282,0.368685,0.921024
52180.8,72.5921,11950,11250,11950,11250,562.702,1,0.31874,13.7756,3.64,3.44925,0.34439,0.92603
52200.5,50.8112,11950,11250,11950,11250,562.129,0,0.810758,19.6807,3.64,3.58701,0.492018,0.896022
52218.5,55.461,11950,11250,11950,11250,561.605,1,0.261525,18.0307,3.92,3.71323,0.450767,0.904307
52237.3,53.1446,11950,11250,11950,11250,561.06,0,0.73194,18.8166,3.92,3.84494,0.470415,0.900351
52256.6,51.9001,11950,11250,11950,11250,560.502,1,0.213635,19.2678,4.2,3.97982,0.481695,0.898088
52276.4,50.5779,11950,11250,11950,11250,559.931,0,0.707923,19.7715,4.2,4.11822,0.494287,0.895568
52293.7,57.6701,11950,11250,11950,11250,559.432,1,0.141422,17.34,4.48,4.2396,0.4335,0.907799
52313.9,49.568,11950,11250,11950,11250,558.851,0,0.64578,20.1743,4.48,4.38082,0.504358,0.893558
52330.6,59.7618,11950,11250,11950,11250,558.371,1,0.0641075,16.7331,4.76,4.49795,0.418328,0.910877
52347.8,58.128,11950,11250,11950,11250,557.878,0,0.494193,17.2034,4.76,4.61837,0.430085,0.908491
52364.3,60.7836,11950,11250,11950,11250,557.407,0,0.905487,16.4518,4.76,4.73354,0.411295,0.912308
52381.5,57.8787,11950,11250,11950,11250,556.914,1,0.337425,17.2775,5.04,4.85448,0.431937,0.908115
52401.6,49.7996,11950,11250,11950,11250,556.341,0,0.839437,20.0805,5.04,4.99504,0.502012,0.894026
52418.8,58.0774,11950,11250,11950,11250,555.851,1,0.269897,17.2184,5.32,5.11557,0.43046,0.908415
52437.7,52.9383,11950,11250,11950,11250,555.315,0,0.742145,18.8899,5.32,5.2478,0.472248,0.899983
52459.4,46.1604,11950,11250,11950,11250,554.701,1,0.283735,21.6636,5.6,5.39945,0.54159,0.886165
52478.7,51.8221,11950,11250,11950,11250,554.155,0,0.766155,19.2968,5.6,5.53452,0.48242,0.897943
52495.8,58.4368,11950,11250,11950,11250,553.672,1,0.193968,17.1125,5.88,5.65431,0.427812,0.908951
52512.7,59.11,11950,11250,11950,11250,553.195,0,0.616907,16.9176,5.88,5.77274,0.42294,0.90994
52528.8,62.2646,11950,11250,11950,11250,552.744,1,0.01842,16.0605,0.160001,0.160001,0.401513,0.914301
52545.7,59.1121,11950,11250,11950,11250,552.268,0,0.441345,16.917,0.160001,0.160001,0.422925,0.909943
52561.7,62.6936,11950,11250,11950,11250,551.821,0,0.84011,15.9506,0.160001,0.160001,0.398765,0.914862
52577.7,62.3756,11950,11250,11950,11250,551.372,1,0.240908,16.0319,0.440001,0.227455,0.400797,0.914447
52594.2,60.4555,11950,11250,11950,11250,550.91,0,0.654435,16.5411,0.440001,0.343243,0.413527,0.911853
52610.6,61.1692,11950,11250,11950,11250,550.454,1,0.0631375,16.3481,0.720001,0.45768,0.408702,0.912836
52628.1,57.1716,11950,11250,11950,11250,549.967,0,0.500417,17.4912,0.720001,0.580118,0.43728,0.907033
52645.1,58.5875,11950,11250,11950,11250,549.492,0,0.92713,17.0685,0.720001,0.699598,0.426713,0.909175
52662.4,57.9841,11950,11250,11950,11250,549.014,1,0.358283,17.2461,1,0.82032,0.431152,0.908274
52680,56.6669,11950,11250,11950,11250,548.525,0,0.799457,17.647,1,0.943849,0.441175,0.906245
52696.1,62.1809,11950,11250,11950,11250,548.08,1,0.20151,16.0821,1.28,1.05642,0.402052,0.914191
52712.9,59.7108,11950,11250,11950,11250,547.617,0,0.620195,16.7474,1.28,1.17366,0.418685,0.910805
52729.4,60.3843,11950,11250,11950,11250,547.161,1,0.03421,16.5606,1.56,1.28958,0.414015,0.911754
52746.8,57.4237,11950,11250,11950,11250,546.681,0,0.46957,17.4144,1.56,1.41148,0.43536,0.907422
52765.2,54.5473,11950,11250,11950,11250,546.178,0,0.927887,18.3327,1.56,1.53981,0.458317,0.902785
52781.7,60.3151,11950,11250,11950,11250,545.723,1,0.342378,16.5796,1.84,1.65587,0.41449,0.911658
52799.6,56.0287,11950,11250,11950,11250,545.235,0,0.788577,17.848,1.84,1.7808,0.4462,0.90523
52816.9,57.8878,11950,11250,11950,11250,544.762,1,0.220447,17.2748,2.12,1.90173,0.43187,0.908129
52834.3,57.3687,11950,11250,11950,11250,544.287,0,0.656225,17.4311,2.12,2.02374,0.435777,0.907337
52851.9,56.8929,11950,11250,11950,11250,543.808,1,0.0956475,17.5769,2.4,2.14678,0.439422,0.9066
52869.3,57.4026,11950,11250,11950,11250,543.335,0,0.531168,17.4208,2.4,2.26873,0.43552,0.90739
52885.8,60.6605,11950,11250,11950,11250,542.887,0,0.943298,16.4852,2.4,2.38412,0.41213,0.912138
52902.6,59.4866,11950,11250,11950,11250,542.432,1,0.36356,16.8105,2.68,2.5018,0.420262,0.910484
52920.1,57.0597,11950,11250,11950,11250,541.958,0,0.801697,17.5255,2.68,2.62448,0.438138,0.90686
52936.3,61.7955,11950,11250,11950,11250,541.521,1,0.206258,16.1824,2.96,2.73775,0.40456,0.91368
52953.4,58.374,11950,11250,11950,11250,541.059,0,0.63453,17.1309,2.96,2.85767,0.428272,0.908858
52969.7,61.62,11950,11250,11950,11250,540.622,1,0.0402425,16.2285,3.24,2.97127,0.405712,0.913445
52986.6,58.9908,11950,11250,11950,11250,540.167,0,0.464038,16.9518,3.24,3.08993,0.423795,0.909767
53002.5,62.8496,11950,11250,11950,11250,539.74,0,0.861812,15.911,3.24,3.20131,0.397775,0.915064
53018.6,62.2413,11950,11250,11950,11250,539.31,1,0.263475,16.0665,3.52,3.31377,0.401662,0.914271
53035.5,59.1258,11950,11250,11950,11250,538.857,0,0.686302,16.9131,3.52,3.43217,0.422828,0.909963
53051.3,63.2571,11950,11250,11950,11250,538.435,1,0.081515,15.8085,3.8,3.54283,0.395213,0.915588
53068.9,56.9856,11950,11250,11950,11250,537.968,0,0.520222,17.5483,3.8,3.66566,0.438708,0.906744
53085.4,60.5701,11950,11250,11950,11250,537.529,0,0.932967,16.5098,3.8,3.78123,0.412745,0.912013
53101.8,60.9177,11950,11250,11950,11250,537.093,1,0.343358,16.4156,4.08,3.89614,0.41039,0.912492
53119.9,55.3195,11950,11250,11950,11250,536.613,0,0.795277,18.0768,4.08,4.02268,0.45192,0.904075
53137.4,57.076,11950,11250,11950,11250,536.149,1,0.23329,17.5205,4.36,4.14532,0.438013,0.906885
53155.3,55.7426,11950,11250,11950,11250,535.675,0,0.68178,17.9396,4.36,4.2709,0.44849,0.904767
53172.1,59.7232,11950,11250,11950,11250,535.234,1,0.100378,16.7439,4.64,4.38811,0.418597,0.910822
53189.7,56.7434,11950,11250,11950,11250,534.77,0,0.540958,17.6232,4.64,4.51147,0.44058,0.906366
53205.6,62.6735,11950,11250,11950,11250,534.35,0,0.93985,15.9557,4.64,4.62316,0.398892,0.914836
53221.7,62.4337,11950,11250,11950,11250,533.93,1,0.340275,16.017,4.92,4.73528,0.400425,0.914523
53238.6,59.1125,11950,11250,11950,11250,533.486,0,0.763197,16.9169,4.92,4.8537,0.422922,0.909944
53255.2,60.3176,11950,11250,11950,11250,533.052,1,0.17767,16.5789,5.2,4.96975,0.414472,0.911661
53272.8,56.647,11950,11250,11950,11250,532.591,0,0.619,17.6532,5.2,5.09332,0.44133,0.906214
53290,58.3213,11950,11250,11950,11250,532.144,1,0.04766,17.1464,5.48,5.21335,0.42866,0.90878
53307.6,56.6569,11950,11250,11950,11250,531.685,0,0.488912,17.6501,5.48,5.3369,0.441252,0.90623
53324,61.1322,11950,11250,11950,11250,531.26,0,0.897862,16.358,5.48,5.4514,0.40895,0.912785
53340.4,60.7729,11950,11250,11950,11250,530.833,1,0.30923,16.4547,5.76,5.56659,0.411368,0.912293
53357.7,57.7451,11950,11250,11950,11250,530.384,0,0.742167,17.3175,5.76,5.68781,0.432938,0.907913
53374.3,60.4613,11950,11250,11950,11250,529.956,1,0.155655,16.5395,0.0400028,0.0400028,0.413487,0.911862
53391.8,57.0197,11950,11250,11950,11250,529.504,0,0.5941,17.5378,0.0400028,0.0400028,0.438445,0.906797
53408.5,60.0474,11950,11250,11950,11250,529.074,1,0.0104375,16.6535,0.320003,0.0429253,0.416337,0.911282
53425.8,57.7751,11950,11250,11950,11250,528.629,0,0.44315,17.3085,0.320003,0.164085,0.432712,0.907958
53443.7,55.935,11950,11250,11950,11250,528.17,0,0.890097,17.8779,0.320003,0.28923,0.446947,0.905079
53463.6,50.195,11950,11250,11950,11250,527.659,1,0.388155,19.9223,0.600003,0.428686,0.498058,0.894815
53483.9,49.2902,11950,11250,11950,11250,527.14,0,0.895355,20.288,0.600003,0.570702,0.5072,0.892991
53500.8,59.1303,11950,11250,11950,11250,526.708,1,0.31815,16.9118,0.880003,0.689085,0.422795,0.90997
53521.2,48.8675,11950,11250,11950,11250,526.186,0,0.829737,20.4635,0.880003,0.832329,0.511588,0.892118
53537.8,60.3249,11950,11250,11950,11250,525.764,1,0.24416,16.5769,1.16,0.948368,0.414423,0.911671
53555.2,57.508,11950,11250,11950,11250,525.322,0,0.678882,17.3889,1.16,1.07009,0.434723,0.907551
