t_ms,fps,hero_x,hero_y,hero_units_per_sec,steps,interp_alpha
51530.1,60.2809,9348.81,12550.2,747.991,0,0.74836
51547.5,57.4587,9336.81,12550.3,747.882,1,0.183455
51564,60.4504,9336.81,12550.3,746.549,0,0.597018
51581.2,58.0322,9324.81,12550.2,746.456,1,0.0278125
51597.6,61.2212,9324.81,12550.2,745.147,0,0.436168
51615.2,56.7176,9324.81,12550.2,743.739,0,0.876948
51630.3,66.0908,9312.81,12550.1,743.819,1,0.255215
51647.4,58.5069,9312.81,12550.1,742.462,0,0.682515
51667.5,49.885,9300.81,12550,742.155,1,0.183667
51682.1,68.2072,9300.81,12550,740.997,0,0.550197
51697.3,65.8822,9300.81,12550,739.803,0,0.929663
51713.4,62.0659,9288.81,12550,739.811,1,0.33246
51730.3,59.3299,9288.81,12550,738.492,0,0.753833
51747.4,58.4546,9276.81,12549.9,738.425,1,0.181515
51763.7,61.3042,9276.81,12549.9,737.154,0,0.589318
51781.1,57.3487,9264.81,12550,737.064,1,0.0252475
51801.5,49.092,9264.81,12550,735.487,0,0.534495
51814.2,78.9553,9264.81,12550,734.51,0,0.85113
51831.1,59.1961,9252.81,12550,734.467,1,0.273455
51847.2,62.1373,9252.81,12550,733.232,0,0.67579
51863.6,60.9496,9240.81,12550,733.229,1,0.085965
51880.8,57.8968,9240.81,12550,731.909,0,0.517767
51900.7,50.436,9228.81,12550,731.648,1,0.013445
51913.8,76.266,9228.81,12550,730.652,0,0.341245
51932.1,54.626,9228.81,12550,729.266,0,0.798903
51947.4,65.3672,9216.81,12550,729.353,1,0.181358
51963.9,60.5283,9216.81,12550,728.109,0,0.594387
51980.3,61.1262,9204.81,12550,728.118,1,0.0033775
51997.1,59.5816,9204.81,12550,726.86,0,0.42297
52015,55.7296,9204.81,12550,725.52,0,0.871565
52030.6,63.9304,9192.81,12550,725.587,1,0.262615
52047.3,59.9499,9192.81,12550,724.348,0,0.67963
52064.1,59.6324,9180.81,12550,724.333,1,0.098865
52080.4,61.1726,9180.81,12550,723.124,0,0.507545
