t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
62963,5.98531,13450,12050,13450,12050,507.743,5,0.16563,167.076,4.92202,4.6884,4.17689,0.393747,152.737,0.813,3.0946,8.5102,123.873,0.0272
63135.9,5.78145,13450,12050,13450,12050,502.69,4,0.489805,172.967,0.0420227,0.0420227,4.32417,0.381017,144.94,0.595,3.5418,8.9371,118.969,0.0456
63275.8,7.14786,13450,12050,13450,12050,498.676,3,0.987357,139.902,0.882023,0.878483,3.49755,0.458197,122.561,0.5146,2.9578,7.964,98.9553,0.0477
63445.1,5.90599,13450,12050,13450,12050,493.903,5,0.220347,169.32,2.28202,2.06372,4.23299,0.388849,157.46,0.7485,3.0118,7.9896,132.125,0.0291
63589.9,6.90954,13450,12050,13450,12050,489.895,3,0.838535,144.728,3.12202,3.07681,3.61819,0.446027,123.157,0.6798,3.4265,9.4033,95.9269,0.0344
63722.6,7.53651,13450,12050,13450,12050,486.277,4,0.15572,132.687,4.24202,4.00562,3.31718,0.477015,119.31,0.5786,2.9674,8.0006,94.6746,0.0366
63900.6,5.61575,13450,12050,13450,12050,481.505,4,0.607482,178.071,5.36202,5.25212,4.45176,0.370322,135.344,0.4995,3.1139,8.327,111.225,0.0618
64037.8,7.2877,13450,12050,13450,12050,477.891,4,0.03792,137.217,0.482024,0.212642,3.43044,0.465111,118.266,0.5302,3.3878,8.2248,94.1756,0.0321
64177.6,7.15588,13450,12050,13450,12050,474.265,3,0.531552,139.745,1.32202,1.19086,3.49363,0.458598,124.325,0.7693,3.0572,7.9845,99.9436,0.0488
64320.1,7.01817,13450,12050,13450,12050,470.625,4,0.093735,142.487,2.44202,2.18827,3.56218,0.451636,126.906,0.6749,3.5455,8.6372,102.103,0.0291
64456.5,7.32962,13450,12050,13450,12050,467.192,3,0.504552,136.433,3.28202,3.1433,3.41082,0.467151,122.002,0.552,3.1902,8.3954,96.4597,0.0301
64611,6.47152,13450,12050,13450,12050,463.363,4,0.367633,154.523,4.40202,4.22496,3.86308,0.422308,141.84,0.534,2.9347,8.2247,109.53,0.0769
64757,6.85238,13450,12050,13450,12050,459.804,4,0.0159975,145.935,5.52203,5.2465,3.64837,0.443034,125.755,0.6936,3.4153,8.6578,96.2696,0.0604
64893,7.35272,13450,12050,13450,12050,456.537,3,0.4161,136.004,0.362026,0.198534,3.4001,0.46827,118.321,0.5191,3.0532,8.3896,94.3477,0.0353
