t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
52006.3,8.05522,13450,12050,13450,12050,596.981,3,0.730985,124.143,4.84202,4.76669,3.10358,0.500302,112.075,0.4316,2.8531,5.5803,91.7617,0.025
52131.3,8.002,13450,12050,13450,12050,591.927,3,0.855202,124.969,5.68202,5.64147,3.12422,0.498003,112.401,0.4931,2.9623,5.4594,91.7688,0.0274
52258.2,7.88237,13450,12050,13450,12050,586.882,4,0.0268375,126.865,0.802017,0.529532,3.17163,0.492762,113.764,0.4306,2.8493,5.5118,92.7697,0.035
52400.3,7.03567,13450,12050,13450,12050,581.332,3,0.580158,142.133,1.64202,1.52446,3.55332,0.45253,123.935,0.52,2.9742,5.6901,102.272,0.0334
52582,5.50372,13450,12050,13450,12050,574.388,5,0.122543,181.695,3.04202,2.79633,4.54239,0.362909,135.683,0.5647,3.285,6.6496,113.124,0.0262
52722,7.14018,13450,12050,13450,12050,569.147,3,0.623852,140.052,3.88202,3.7767,3.50131,0.457813,121.185,0.5509,2.9527,5.7195,99.8965,0.0287
52923.7,4.95943,13450,12050,13450,12050,561.768,5,0.664752,201.636,5.28202,5.18815,5.0409,0.324703,180.601,0.5812,3.9719,11.2127,149.762,0.0338
53118.6,5.13038,13450,12050,13450,12050,554.815,5,0.53769,194.917,0.682018,0.552572,4.87294,0.337104,164.486,0.4558,4.8113,7.0403,139.644,0.0262
53292.6,5.74755,13450,12050,13450,12050,548.752,4,0.887367,173.987,1.80202,1.77048,4.34968,0.378855,153.126,0.5068,3.5365,5.7097,129,0.0374
53460.5,5.95682,13450,12050,13450,12050,543.026,5,0.08424,167.875,3.20202,2.94561,4.19687,0.391995,148.222,0.7372,3.4863,6.7733,120.167,0.0415
53605.8,6.87806,13450,12050,13450,12050,538.163,3,0.718988,145.39,4.04202,3.96333,3.63475,0.444382,115.072,0.4539,3.6485,6.7886,92.4195,0.0264
53732.2,7.91345,13450,12050,13450,12050,534.007,3,0.878168,126.367,4.88202,4.84791,3.15918,0.494133,111.698,0.4637,2.9265,5.6735,90.8762,0.0284
53881.9,6.68166,13450,12050,13450,12050,529.166,4,0.619753,149.663,0.00201988,0.00201988,3.74159,0.433913,134.263,0.4852,3.9096,6.1588,110.574,0.0252
54057.5,5.6938,13450,12050,13450,12050,523.596,5,0.0104925,175.63,1.40202,1.12496,4.39074,0.375399,130.747,0.4511,4.2881,5.5914,108.027,0.026
54190.2,7.53534,13450,12050,13450,12050,519.465,3,0.328193,132.708,2.24202,2.05391,3.3177,0.47696,112.711,0.4776,2.8603,5.7085,92.067,0.0256
54315.5,7.98209,13450,12050,13450,12050,515.624,3,0.460202,125.28,3.08202,2.93088,3.13201,0.497138,113.428,0.4384,2.8723,5.5167,92.4952,0.0272
